slug,date_first,date_last,date_certainty,who,attendee_class,city,state,venue,geocode_method,arrival_airport,arrival_airport_name,arrival_selection_basis,arrival_dist_from_city_mi,est_arrival_local,est_departure_local,est_confidence,kirk_side_observed_on_adsb,airports_within_radius,jet_capable,light_jet_capable,no_scheduled_service,su_found_in_radius,adsb_ground_contacts,adsb_ground_contacts_su,flights_csv_stays,flights_csv_stays_su,claimed_overlaps,su_just_outside_radius,su_just_outside_tails,archive_control_verdict,aircraft_days_needed,aircraft_days_held,coverage_pct_all_tails,coverage_pct_following_fleet,queried_pct_following_fleet,following_days_never_asked,yaml
20230609_grapevine,2023-06-09,2023-06-11,EVENT_DATE,Charlie,CHARLIE_ONLY,Grapevine,TX,"Gaylord Texan Resort, Grapevine, TX",us_census_2024_gazetteer,KDFW,Dallas Fort Worth International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.4,2023-06-09 16:00,2023-06-11 23:00,low,0,132,15,3,129,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,27,22.7,11.9,100.0,0,site/docs/Planes/following/speaking/20230609_grapevine.yaml
20230617_deerfield,2023-06-17,2023-06-19,EVENT_DATE,Charlie,CHARLIE_ONLY,Deerfield,IL,"Deerfield, Illinois (Turning Point Education)",us_census_2024_gazetteer,KPWK,Chicago Executive Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.4,2023-06-17 16:00,2023-06-19 23:00,low,0,53,8,0,51,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,12,10.1,2.4,100.0,0,site/docs/Planes/following/speaking/20230617_deerfield.yaml
20230712_west_palm_beach,2023-07-12,2023-07-14,EVENT_DATE,Charlie,CHARLIE_ONLY,West Palm Beach,FL,"Palm Beach Convention Center, West Palm Beach",us_census_2024_gazetteer,KPBI,President Donald J. Trump International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.7,2023-07-12 16:00,2023-07-14 23:00,low,0,19,5,4,18,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,20,16.8,21.4,100.0,0,site/docs/Planes/following/speaking/20230712_west_palm_beach.yaml
20230715_west_palm_beach,2023-07-15,2023-07-16,EVENT_DATE,Charlie,CHARLIE_ONLY,West Palm Beach,FL,Palm Beach County Convention Center,us_census_2024_gazetteer,KPBI,President Donald J. Trump International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.7,2023-07-15 16:00,2023-07-16 23:00,low,0,19,5,4,18,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,102,17,16.7,16.7,100.0,0,site/docs/Planes/following/speaking/20230715_west_palm_beach.yaml
20230825_lincoln,2023-08-25,2023-08-25,EVENT_DATE,Charlie,CHARLIE_ONLY,Lincoln,NE,"Lincoln, Nebraska (venue not named on the following overview)",us_census_2024_gazetteer,KLNK,Lincoln Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.1,2023-08-25 16:00,2023-08-25 23:00,low,0,32,2,3,31,no,0,0,0,0,1,0,,ARCHIVE HEALTHY,85,19,22.4,13.3,100.0,0,site/docs/Planes/following/speaking/20230825_lincoln.yaml
20230913_san_diego,2023-09-13,2023-09-15,EVENT_DATE,Charlie,CHARLIE_ONLY,San Diego,CA,"Intercontinental, San Diego",us_census_2024_gazetteer,KSAN,San Diego International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.5,2023-09-13 16:00,2023-09-15 23:00,low,3,22,7,3,19,no,3,0,0,0,0,0,,ARCHIVE HEALTHY,119,12,10.1,4.8,100.0,0,site/docs/Planes/following/speaking/20230913_san_diego.yaml
20230919_flagstaff,2023-09-19,2023-09-19,EVENT_DATE,Charlie,CHARLIE_ONLY,Flagstaff,AZ,Northern Arizona University (outdoor campus event),us_census_2024_gazetteer,KFLG,Flagstaff Pulliam Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.2,2023-09-19 16:00,2023-09-19 23:00,low,0,7,3,1,6,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,15,17.6,20.0,100.0,0,site/docs/Planes/following/speaking/20230919_flagstaff.yaml
20230927_tempe,2023-09-27,2023-09-27,EVENT_DATE,Charlie,CHARLIE_ONLY,Tempe,AZ,Arizona State University,us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.4,2023-09-27 16:00,2023-09-27 23:00,low,4,43,11,5,41,no,4,0,0,0,0,0,,ARCHIVE HEALTHY,85,10,11.8,6.7,100.0,0,site/docs/Planes/following/speaking/20230927_tempe.yaml
20231002_san_jose,2023-10-02,2023-10-02,EVENT_DATE,Charlie,CHARLIE_ONLY,San Jose,CA,San Jose State University,us_census_2024_gazetteer,KSJC,Mineta San Jose International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,7.8,2023-10-02 16:00,2023-10-02 23:00,low,0,22,7,3,18,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,8,9.4,6.7,100.0,0,site/docs/Planes/following/speaking/20231002_san_jose.yaml
20231010_orlando,2023-10-10,2023-10-10,EVENT_DATE,Charlie,CHARLIE_ONLY,Orlando,FL,University of Central Florida,us_census_2024_gazetteer,KMCO,Orlando International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.6,2023-10-10 16:00,2023-10-10 23:00,low,0,44,7,0,42,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,8,9.4,3.3,100.0,0,site/docs/Planes/following/speaking/20231010_orlando.yaml
20231012_atlanta,2023-10-12,2023-10-12,EVENT_DATE,TPUSA,TPUSA_NO_KIRK,Atlanta,GA,Georgia Institute of Technology,us_census_2024_gazetteer,KATL,Hartsfield Jackson Atlanta International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,8.7,2023-10-12 16:00,2023-10-12 23:00,low,0,95,11,1,93,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,10,11.8,3.3,100.0,0,site/docs/Planes/following/speaking/20231012_atlanta.yaml
20231018_san_antonio,2023-10-18,2023-10-18,EVENT_DATE,Charlie,CHARLIE_ONLY,San Antonio,TX,University of Texas at San Antonio,us_census_2024_gazetteer,KSAT,San Antonio International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.9,2023-10-18 16:00,2023-10-18 23:00,low,0,71,9,1,70,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,15,17.6,13.3,100.0,0,site/docs/Planes/following/speaking/20231018_san_antonio.yaml
20231019_springfield,2023-10-19,2023-10-19,EVENT_DATE,Charlie,CHARLIE_ONLY,Springfield,MO,"Plaster Student Union Theater, Missouri State University",us_census_2024_gazetteer,KSGF,Springfield Branson National Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.3,2023-10-19 16:00,2023-10-19 23:00,medium,0,39,2,2,38,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,16,18.8,20.0,100.0,0,site/docs/Planes/following/speaking/20231019_springfield.yaml
20231025_buffalo,2023-10-25,2023-10-25,EVENT_DATE,TPUSA,TPUSA_NO_KIRK,Buffalo,NY,University at Buffalo,us_census_2024_gazetteer,KBUF,Buffalo Niagara International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,7.3,2023-10-25 15:26,2023-10-25 22:26,medium,0,55,4,0,52,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,11,12.9,13.3,100.0,0,site/docs/Planes/following/speaking/20231025_buffalo.yaml
20231109_los_angeles,2023-11-09,2023-11-09,EVENT_DATE,Charlie,CHARLIE_ONLY,Los Angeles,CA,UCLA,us_census_2024_gazetteer,KLAX,Los Angeles International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.3,2023-11-09 16:00,2023-11-09 23:00,low,0,16,7,4,11,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,11,12.9,6.7,100.0,0,site/docs/Planes/following/speaking/20231109_los_angeles.yaml
20231216_phoenix,2023-12-16,2023-12-19,EVENT_DATE,Charlie,CHARLIE_ONLY,Phoenix,AZ,Phoenix Convention Center,us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2023-12-16 16:00,2023-12-19 23:00,low,7,43,11,5,41,no,7,0,0,0,0,0,,ARCHIVE HEALTHY,136,16,11.8,4.2,100.0,0,site/docs/Planes/following/speaking/20231216_phoenix.yaml
20240129_las_vegas,2024-01-29,2024-02-04,EVENT_DATE,Charlie,CHARLIE_ONLY,Las Vegas,NV,Las Vegas (RNC strategy / Restoring National Confidence),us_census_2024_gazetteer,KLAS,Harry Reid International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.1,2024-01-29 16:00,2024-02-04 23:00,low,2,11,5,1,9,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,187,23,12.3,3.0,100.0,0,site/docs/Planes/following/speaking/20240129_las_vegas.yaml
20240306_chapel_hill,2024-03-06,2024-03-06,EVENT_DATE,TPUSA,TPUSA_NO_KIRK,Chapel Hill,NC,University of North Carolina at Chapel Hill,us_census_2024_gazetteer,KRDU,Raleigh-Durham International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,14.6,2024-03-06 16:00,2024-03-06 23:00,low,0,42,7,0,41,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,17,20.0,10.0,100.0,0,site/docs/Planes/following/speaking/20240306_chapel_hill.yaml
20240307_san_luis_obispo,2024-03-07,2024-03-07,EVENT_DATE,Charlie,CHARLIE_ONLY,San Luis Obispo,CA,"Dexter Lawn, Cal Poly San Luis Obispo",us_census_2024_gazetteer,KSBP,San Luis County Regional Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,2.5,2024-03-07 09:30,2024-03-07 16:30,medium,0,23,4,0,21,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,18,21.2,10.0,100.0,0,site/docs/Planes/following/speaking/20240307_san_luis_obispo.yaml
20240314_fullerton,2024-03-14,2024-03-14,EVENT_DATE,Charlie,CHARLIE_ONLY,Fullerton,CA,Cal State Fullerton Humanities Quad,us_census_2024_gazetteer,KFUL,Fullerton Municipal Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,3.1,2024-03-14 16:00,2024-03-14 23:00,low,2,22,10,3,16,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,11,12.9,3.3,100.0,0,site/docs/Planes/following/speaking/20240314_fullerton.yaml
20240318_san_diego,2024-03-18,2024-03-18,EVENT_DATE,Charlie,CHARLIE_ONLY,San Diego,CA,San Diego State University,us_census_2024_gazetteer,KSAN,San Diego International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.5,2024-03-18 16:00,2024-03-18 23:00,low,1,22,7,3,19,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,6.7,100.0,0,site/docs/Planes/following/speaking/20240318_san_diego.yaml
20240319_phoenix,2024-03-19,2024-03-19,PODCAST_PROXY,Charlie,CHARLIE_ONLY,Phoenix,AZ,TPUSA staff onboarding (Phoenix HQ),us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2024-03-19 16:00,2024-03-19 23:00,low,6,43,11,5,41,no,6,0,0,0,0,0,,ARCHIVE HEALTHY,85,25,29.4,6.7,100.0,0,site/docs/Planes/following/speaking/20240319_phoenix.yaml
20240319_pittsburgh,2024-03-19,2024-03-19,EVENT_DATE,TPUSA,TPUSA_NO_KIRK,Pittsburgh,PA,University of Pittsburgh,us_census_2024_gazetteer,KPIT,Pittsburgh International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,14.0,2024-03-19 16:00,2024-03-19 23:00,low,1,60,6,4,59,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,25,29.4,6.7,100.0,0,site/docs/Planes/following/speaking/20240319_pittsburgh.yaml
20240321_las_vegas,2024-03-21,2024-03-21,EVENT_DATE,Charlie,CHARLIE_ONLY,Las Vegas,NV,University of Nevada Las Vegas,us_census_2024_gazetteer,KLAS,Harry Reid International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.1,2024-03-21 16:00,2024-03-21 23:00,low,1,11,5,1,9,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,28,32.9,10.0,100.0,0,site/docs/Planes/following/speaking/20240321_las_vegas.yaml
20240327_lubbock,2024-03-27,2024-03-27,EVENT_DATE,Charlie,CHARLIE_ONLY,Lubbock,TX,Texas Tech University,us_census_2024_gazetteer,KLBB,Lubbock Preston Smith International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,8.0,2024-03-27 16:00,2024-03-27 23:00,low,0,25,5,3,24,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,20.0,100.0,0,site/docs/Planes/following/speaking/20240327_lubbock.yaml
20240403_lawrence,2024-04-03,2024-04-03,EVENT_DATE,Charlie,CHARLIE_ONLY,Lawrence,KS,University of Kansas,us_census_2024_gazetteer,KLWC,Lawrence Municipal Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.4,2024-04-03 16:00,2024-04-03 23:00,low,0,70,7,2,69,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,28,32.9,26.7,100.0,0,site/docs/Planes/following/speaking/20240403_lawrence.yaml
20240409_omaha,2024-04-09,2024-04-09,EVENT_DATE,Charlie,CHARLIE_ONLY,Omaha,NE,"Lord of Hosts Church, 5351 S. 139th Plaza, Omaha",us_census_2024_gazetteer,KOMA,Eppley Airfield,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,8.7,2024-04-09 16:00,2024-04-09 23:00,medium,0,37,5,5,36,no,0,0,0,0,1,0,,ARCHIVE HEALTHY,85,17,20.0,6.7,100.0,0,site/docs/Planes/following/speaking/20240409_omaha.yaml
20240423_salt_lake_city,2024-04-23,2024-04-23,EVENT_DATE,Charlie,CHARLIE_ONLY,Salt Lake City,UT,University of Utah,ourairports_municipality_centroid,KSLC,Salt Lake City International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,5.9,2024-04-23 16:00,2024-04-23 23:00,low,2,20,6,1,18,no,2,0,0,0,0,3,SU-BND;SU-BTT,ARCHIVE HEALTHY,85,20,23.5,6.7,100.0,0,site/docs/Planes/following/speaking/20240423_salt_lake_city.yaml
20240507_seattle,2024-05-07,2024-05-07,EVENT_DATE,Charlie,CHARLIE_ONLY,Seattle,WA,"HUB Lawn then HUB Ballroom, University of Washington",us_census_2024_gazetteer,KSEA,Seattle–Tacoma International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.0,2024-05-07 15:30,2024-05-07 22:30,medium,0,52,8,0,48,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,20.0,100.0,0,site/docs/Planes/following/speaking/20240507_seattle.yaml
20240508_las_vegas,2024-05-08,2024-05-08,PODCAST_PROXY,Charlie,CHARLIE_ONLY,Las Vegas,NV,University of Nevada Las Vegas,us_census_2024_gazetteer,KLAS,Harry Reid International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.1,2024-05-08 16:00,2024-05-08 23:00,low,1,11,5,1,9,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,20.0,100.0,0,site/docs/Planes/following/speaking/20240508_las_vegas.yaml
20240516_san_diego,2024-05-16,2024-05-16,PODCAST_PROXY,Charlie,CHARLIE_ONLY,San Diego,CA,San Diego State University,us_census_2024_gazetteer,KSAN,San Diego International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.5,2024-05-16 16:00,2024-05-16 23:00,low,0,22,7,3,19,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,11,12.9,20.0,100.0,0,site/docs/Planes/following/speaking/20240516_san_diego.yaml
20240607_san_antonio,2024-06-07,2024-06-09,EVENT_DATE,Charlie,CHARLIE_ONLY,San Antonio,TX,"Marriott Rivercenter, San Antonio, TX",us_census_2024_gazetteer,KSAT,San Antonio International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.9,2024-06-07 16:00,2024-06-09 23:00,low,2,71,9,1,70,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,119,26,21.8,21.4,100.0,0,site/docs/Planes/following/speaking/20240607_san_antonio.yaml
20240614_detroit,2024-06-14,2024-06-16,EVENT_DATE,Charlie,CHARLIE_ONLY,Detroit,MI,"Huntington Place Convention Center, Detroit",us_census_2024_gazetteer,KDTW,Detroit Metropolitan Wayne County Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,17.4,2024-06-14 16:00,2024-06-16 23:00,low,1,56,6,4,54,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,119,22,18.5,2.4,100.0,0,site/docs/Planes/following/speaking/20240614_detroit.yaml
20240724_west_palm_beach,2024-07-24,2024-07-26,EVENT_DATE,Charlie,CHARLIE_ONLY,West Palm Beach,FL,"West Palm Beach, Florida",us_census_2024_gazetteer,KPBI,President Donald J. Trump International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.7,2024-07-24 16:00,2024-07-26 23:00,low,0,19,5,4,18,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,28,23.5,21.4,100.0,0,site/docs/Planes/following/speaking/20240724_west_palm_beach.yaml
20240726_west_palm_beach,2024-07-26,2024-07-28,EVENT_DATE,Charlie,CHARLIE_ONLY,West Palm Beach,FL,"West Palm Beach, Florida",us_census_2024_gazetteer,KPBI,President Donald J. Trump International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.7,2024-07-26 16:00,2024-07-28 23:00,low,0,19,5,4,18,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,28,23.5,19.0,100.0,0,site/docs/Planes/following/speaking/20240726_west_palm_beach.yaml
20240903_phoenix,2024-09-03,2024-09-03,PODCAST_PROXY,Charlie,CHARLIE_ONLY,Phoenix,AZ,TPUSA staff onboarding (Phoenix HQ),us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2024-09-03 16:00,2024-09-03 23:00,low,5,43,11,5,41,no,5,0,0,0,0,0,,ARCHIVE HEALTHY,85,16,18.8,3.3,100.0,0,site/docs/Planes/following/speaking/20240903_phoenix.yaml
20240905_madison,2024-09-05,2024-09-05,EVENT_DATE,Charlie,CHARLIE_ONLY,Madison,WI,University of Wisconsin-Madison,us_census_2024_gazetteer,KMSN,Dane County Regional Truax Field,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,5.9,2024-09-05 16:00,2024-09-05 23:00,low,1,73,5,3,72,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,16,18.8,6.7,100.0,0,site/docs/Planes/following/speaking/20240905_madison.yaml
20240910_boulder,2024-09-10,2024-09-10,EVENT_DATE,Charlie,CHARLIE_ONLY,Boulder,CO,University of Colorado Boulder,us_census_2024_gazetteer,KBJC,Rocky Mountain Metropolitan Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.7,2024-09-10 16:00,2024-09-10 23:00,low,3,51,6,5,49,no,3,0,0,0,0,0,,ARCHIVE HEALTHY,85,15,17.6,6.7,100.0,0,site/docs/Planes/following/speaking/20240910_boulder.yaml
20240911_denton,2024-09-11,2024-09-11,EVENT_DATE,Charlie,CHARLIE_ONLY,Denton,TX,University of North Texas,us_census_2024_gazetteer,KDTO,Denton Enterprise Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.4,2024-09-11 16:00,2024-09-11 23:00,low,2,128,12,2,125,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,14,16.5,3.3,100.0,0,site/docs/Planes/following/speaking/20240911_denton.yaml
20240913_manhattan,2024-09-13,2024-09-13,EVENT_DATE,Charlie,CHARLIE_ONLY,Manhattan,KS,Kansas State University,us_census_2024_gazetteer,KMHK,Manhattan Regional Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.8,2024-09-13 16:00,2024-09-13 23:00,low,0,30,1,4,29,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,15,17.6,0.0,100.0,0,site/docs/Planes/following/speaking/20240913_manhattan.yaml
20240918_pittsburgh,2024-09-18,2024-09-18,EVENT_DATE,Charlie,CHARLIE_ONLY,Pittsburgh,PA,University of Pittsburgh,us_census_2024_gazetteer,KPIT,Pittsburgh International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,14.0,2024-09-18 16:00,2024-09-18 23:00,low,1,60,6,4,59,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,13.3,100.0,0,site/docs/Planes/following/speaking/20240918_pittsburgh.yaml
20240919_university_park,2024-09-19,2024-09-19,EVENT_DATE,Charlie,CHARLIE_ONLY,University Park,PA,"HUB Lawn, Penn State University",curated_nearest_airport_code_in_tpusa_events_csv,KUNV,State College Regional Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,,2024-09-19 09:00,2024-09-19 16:00,medium,1,34,3,2,33,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,24,28.2,16.7,100.0,0,site/docs/Planes/following/speaking/20240919_university_park.yaml
20240930_missoula,2024-09-30,2024-09-30,EVENT_DATE,Charlie,CHARLIE_ONLY,Missoula,MT,University of Montana,us_census_2024_gazetteer,KMSO,Missoula Montana Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.2,2024-09-30 09:00,2024-09-30 16:00,medium,1,14,1,0,13,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,24,28.2,10.0,100.0,0,site/docs/Planes/following/speaking/20240930_missoula.yaml
20241011_corvallis,2024-10-11,2024-10-11,EVENT_DATE,Charlie,CHARLIE_ONLY,Corvallis,OR,"Memorial Union quad, Oregon State University",us_census_2024_gazetteer,KCVO,Corvallis Municipal Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.1,2024-10-11 09:00,2024-10-11 16:00,medium,2,63,4,0,61,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,14,16.5,6.7,100.0,0,site/docs/Planes/following/speaking/20241011_corvallis.yaml
20241015_university_of_nevada,2024-10-15,2024-10-15,PODCAST_PROXY,Charlie,CHARLIE_ONLY,AMBIGUOUS,NV,University of Nevada (Reno or Las Vegas — title does not say),FAILED,,,UNRESOLVED,, , ,,0,0,0,0,0,no,0,0,0,0,0,0,,,0,0,0,0,0,0,site/docs/Planes/following/speaking/20241015_university_of_nevada.yaml
20241015_flagstaff,2024-10-15,2024-10-15,EVENT_DATE,Charlie,CHARLIE_ONLY,Flagstaff,AZ,"University Union amphitheater, Northern Arizona University",us_census_2024_gazetteer,KFLG,Flagstaff Pulliam Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.2,2024-10-15 16:00,2024-10-15 23:00,low,0,7,3,1,6,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,16.7,100.0,0,site/docs/Planes/following/speaking/20241015_flagstaff.yaml
20241016_tucson,2024-10-16,2024-10-16,EVENT_DATE,Charlie,CHARLIE_ONLY,Tucson,AZ,University of Arizona Student Union,us_census_2024_gazetteer,KTUS,Tucson International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,4.7,2024-10-16 14:30,2024-10-16 21:30,medium,0,23,5,6,22,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,13.3,100.0,0,site/docs/Planes/following/speaking/20241016_tucson.yaml
20241021_chapel_hill,2024-10-21,2024-10-21,EVENT_DATE,Charlie,CHARLIE_ONLY,Chapel Hill,NC,University of North Carolina at Chapel Hill,us_census_2024_gazetteer,KRDU,Raleigh-Durham International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,14.6,2024-10-21 09:00,2024-10-21 16:00,medium,2,42,7,0,41,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,24,28.2,20.0,100.0,0,site/docs/Planes/following/speaking/20241021_chapel_hill.yaml
20241021_atlanta,2024-10-21,2024-10-21,EVENT_DATE,Charlie,CHARLIE_ONLY,Atlanta,GA,"Georgia State University, downtown Atlanta",us_census_2024_gazetteer,KATL,Hartsfield Jackson Atlanta International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,8.7,2024-10-21 07:00,2024-10-21 14:00,medium,2,95,11,1,93,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,24,28.2,20.0,100.0,0,site/docs/Planes/following/speaking/20241021_atlanta.yaml
20241022_omaha,2024-10-22,2024-10-22,EVENT_DATE,Charlie,CHARLIE_ONLY,Omaha,NE,"Omaha, Nebraska (venue not named in Kirk's week log)",us_census_2024_gazetteer,KOMA,Eppley Airfield,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,8.7,2024-10-22 16:00,2024-10-22 23:00,medium,0,37,5,5,36,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,25,29.4,16.7,100.0,0,site/docs/Planes/following/speaking/20241022_omaha.yaml
20241022_athens,2024-10-22,2024-10-22,EVENT_DATE,Charlie,CHARLIE_ONLY,Athens,GA,"Tate Student Center, University of Georgia",ourairports_municipality_centroid,KAHN,Athens Ben Epps Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,,2024-10-22 07:00,2024-10-22 14:00,medium,2,43,9,2,43,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,25,29.4,16.7,100.0,0,site/docs/Planes/following/speaking/20241022_athens.yaml
20241023_duluth,2024-10-23,2024-10-23,EVENT_DATE,Charlie,CHARLIE_ONLY,Duluth,GA,"Gas South Arena, Duluth / metro Atlanta",us_census_2024_gazetteer,KPDK,DeKalb Peachtree Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.3,2024-10-23 09:00,2024-10-23 16:00,medium,3,62,14,2,60,no,3,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,10.0,100.0,0,site/docs/Planes/following/speaking/20241023_duluth.yaml
20241024_las_vegas,2024-10-24,2024-10-24,EVENT_DATE,Charlie,CHARLIE_ONLY,Las Vegas,NV,University of Nevada Las Vegas; TP Action 'United for Change' rally Las Vegas,us_census_2024_gazetteer,KLAS,Harry Reid International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,12.1,2024-10-24 07:00,2024-10-24 14:00,medium,1,11,5,1,9,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,10.0,100.0,0,site/docs/Planes/following/speaking/20241024_las_vegas.yaml
