slug,date_first,date_last,date_certainty,who,attendee_class,city,state,venue,geocode_method,arrival_airport,arrival_airport_name,arrival_selection_basis,arrival_dist_from_city_mi,est_arrival_local,est_departure_local,est_confidence,kirk_side_observed_on_adsb,airports_within_radius,jet_capable,light_jet_capable,no_scheduled_service,su_found_in_radius,adsb_ground_contacts,adsb_ground_contacts_su,flights_csv_stays,flights_csv_stays_su,claimed_overlaps,su_just_outside_radius,su_just_outside_tails,archive_control_verdict,aircraft_days_needed,aircraft_days_held,coverage_pct_all_tails,coverage_pct_following_fleet,queried_pct_following_fleet,following_days_never_asked,yaml
20241028_phoenix,2024-10-28,2024-10-28,EVENT_DATE,Charlie,CHARLIE_ONLY,Phoenix,AZ,Grand Canyon University,us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2024-10-28 16:00,2024-10-28 23:00,low,8,43,11,5,41,no,8,0,0,0,0,0,,ARCHIVE HEALTHY,85,14,16.5,6.7,100.0,0,site/docs/Planes/following/speaking/20241028_phoenix.yaml
20241030_greenville,2024-10-30,2024-10-30,EVENT_DATE,Charlie,CHARLIE_ONLY,Greenville,NC,East Carolina University,us_census_2024_gazetteer,KPGV,Pitt-Greenville Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,2.7,2024-10-30 16:00,2024-10-30 23:00,low,0,27,9,1,26,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,0.0,100.0,0,site/docs/Planes/following/speaking/20241030_greenville.yaml
20241031_high_point,2024-10-31,2024-10-31,EVENT_DATE,Charlie,CHARLIE_ONLY,High Point,NC,High Point University,us_census_2024_gazetteer,KGSO,Piedmont Triad International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,8.1,2024-10-31 16:00,2024-10-31 23:00,low,0,63,8,0,62,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,0.0,100.0,0,site/docs/Planes/following/speaking/20241031_high_point.yaml
20241219_phoenix,2024-12-19,2024-12-22,EVENT_DATE,Charlie,CHARLIE_ONLY,Phoenix,AZ,Phoenix Convention Center,us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2024-12-19 16:00,2024-12-22 23:00,low,13,43,11,5,41,no,13,0,0,0,0,0,,ARCHIVE HEALTHY,136,25,18.4,12.5,100.0,0,site/docs/Planes/following/speaking/20241219_phoenix.yaml
20250119_washington,2025-01-19,2025-01-20,EVENT_DATE,Charlie,CHARLIE_ONLY,Washington,DC,"TPUSA Inaugural Eve Ball, Washington, D.C.",us_census_2024_gazetteer,KDCA,Ronald Reagan Washington National Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.8,2025-01-19 16:00,2025-01-20 23:00,low,1,57,8,3,54,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,102,16,15.7,11.1,100.0,0,site/docs/Planes/following/speaking/20250119_washington.yaml
20250218_phoenix,2025-02-18,2025-02-19,EVENT_DATE,Charlie,CHARLIE_ONLY,Phoenix,AZ,"Hillsdale NLS, Phoenix (not the Michigan campus)",us_census_2024_gazetteer,KPHX,Phoenix Sky Harbor International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,10.6,2025-02-18 16:00,2025-02-19 23:00,low,7,43,11,5,41,no,7,0,0,0,0,0,,ARCHIVE HEALTHY,102,24,23.5,8.3,100.0,0,site/docs/Planes/following/speaking/20250218_phoenix.yaml
20250220_tampa,2025-02-20,2025-02-20,EVENT_DATE,Charlie,CHARLIE_ONLY,Tampa,FL,University of South Florida,us_census_2024_gazetteer,KTPA,Tampa International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.3,2025-02-20 16:00,2025-02-20 23:00,low,2,29,7,2,26,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,85,17,20.0,6.7,100.0,0,site/docs/Planes/following/speaking/20250220_tampa.yaml
20250227_gainesville,2025-02-27,2025-02-27,EVENT_DATE,Charlie,CHARLIE_ONLY,Gainesville,FL,University of Florida,us_census_2024_gazetteer,KGNV,Gainesville Regional Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.6,2025-02-27 16:00,2025-02-27 23:00,low,0,58,7,1,57,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,3.3,100.0,0,site/docs/Planes/following/speaking/20250227_gainesville.yaml
20250228_tallahassee,2025-02-28,2025-02-28,EVENT_DATE,Charlie,CHARLIE_ONLY,Tallahassee,FL,Florida State University,us_census_2024_gazetteer,KTLH,Tallahassee International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,7.1,2025-02-28 16:00,2025-02-28 23:00,low,0,18,1,1,17,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,0.0,100.0,0,site/docs/Planes/following/speaking/20250228_tallahassee.yaml
20250303_los_angeles,2025-03-03,2025-03-03,EVENT_DATE,Charlie,CHARLIE_ONLY,Los Angeles,CA,University of Southern California,us_census_2024_gazetteer,KLAX,Los Angeles International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.3,2025-03-03 16:00,2025-03-03 23:00,low,4,16,7,4,11,no,4,0,0,0,0,0,,ARCHIVE HEALTHY,85,17,20.0,0.0,100.0,0,site/docs/Planes/following/speaking/20250303_los_angeles.yaml
20250313_knoxville,2025-03-13,2025-03-13,EVENT_DATE,Charlie,CHARLIE_ONLY,Knoxville,TN,"University of Tennessee, Knoxville",us_census_2024_gazetteer,KTYS,McGhee Tyson Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,11.3,2025-03-13 16:00,2025-03-13 23:00,low,1,37,3,1,36,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,0.0,100.0,0,site/docs/Planes/following/speaking/20250313_knoxville.yaml
20250318_gainesville,2025-03-18,2025-03-20,EVENT_DATE,Charlie,CHARLIE_ONLY,Gainesville,GA,"Free Chapel, Gainesville, Georgia (Jentezen Franklin)",us_census_2024_gazetteer,KGVL,Lee Gilmer Memorial Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,1.2,2025-03-18 16:00,2025-03-20 23:00,low,2,41,11,1,40,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,119,31,26.1,9.5,100.0,0,site/docs/Planes/following/speaking/20250318_gainesville.yaml
20250408_urbana,2025-04-08,2025-04-08,EVENT_DATE,Charlie,CHARLIE_ONLY,Urbana,IL,"Foellinger Auditorium, UIUC",us_census_2024_gazetteer,KCMI,University of Illinois Willard Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.4,2025-04-08 16:00,2025-04-08 23:00,medium,0,43,5,2,41,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,26,30.6,23.3,100.0,0,site/docs/Planes/following/speaking/20250408_urbana.yaml
20250408_normal,2025-04-08,2025-04-08,EVENT_DATE,Charlie,CHARLIE_ONLY,Normal,IL,"Milner Plaza / Lincoln Statue, Illinois State University",us_census_2024_gazetteer,KBMI,Central Illinois Regional Airport at Bloomington-Normal,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.0,2025-04-08 08:00,2025-04-08 15:00,medium,0,58,3,1,57,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,26,30.6,23.3,100.0,0,site/docs/Planes/following/speaking/20250408_normal.yaml
20250410_west_lafayette,2025-04-10,2025-04-10,EVENT_DATE,Charlie,CHARLIE_ONLY,West Lafayette,IN,"Krach Lawn, Purdue University",us_census_2024_gazetteer,KLAF,Purdue University Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,2.3,2025-04-10 16:00,2025-04-10 23:00,low,0,50,6,3,49,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,16.7,100.0,0,site/docs/Planes/following/speaking/20250410_west_lafayette.yaml
20250411_east_lansing,2025-04-11,2025-04-11,EVENT_DATE,Charlie,CHARLIE_ONLY,East Lansing,MI,"Wells Courtyard / Wells Hall, Michigan State University",us_census_2024_gazetteer,KLAN,Capital Region International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.6,2025-04-11 16:00,2025-04-11 23:00,low,0,55,5,3,54,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,20,23.5,6.7,100.0,0,site/docs/Planes/following/speaking/20250411_east_lansing.yaml
20250422_college_station,2025-04-22,2025-04-22,EVENT_DATE,Charlie,CHARLIE_ONLY,College Station,TX,Texas A&M University,us_census_2024_gazetteer,KCLL,Easterwood Field,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.0,2025-04-22 16:00,2025-04-22 23:00,low,0,41,4,2,40,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,17,20.0,6.7,100.0,0,site/docs/Planes/following/speaking/20250422_college_station.yaml
20250424_laramie,2025-04-24,2025-04-24,EVENT_DATE,Charlie,CHARLIE_ONLY,Laramie,WY,University of Wyoming,us_census_2024_gazetteer,KLAR,Laramie Regional Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.5,2025-04-24 16:00,2025-04-24 23:00,low,0,3,1,0,2,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,10.0,100.0,0,site/docs/Planes/following/speaking/20250424_laramie.yaml
20250429_tpusa_student_town_h,2025-04-29,2025-04-29,PODCAST_PROXY,Charlie,CHARLIE_ONLY,UNKNOWN,,TPUSA student town hall,FAILED,,,UNRESOLVED,, , ,,0,0,0,0,0,no,0,0,0,0,0,0,,,0,0,0,0,0,0,site/docs/Planes/following/speaking/20250429_tpusa_student_town_h.yaml
20250501_san_diego,2025-05-01,2025-05-01,EVENT_DATE,Charlie,CHARLIE_ONLY,San Diego,CA,UC San Diego Town Square,us_census_2024_gazetteer,KSAN,San Diego International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,6.5,2025-05-01 16:00,2025-05-01 23:00,low,5,22,7,3,19,no,5,0,0,0,0,0,,ARCHIVE HEALTHY,85,25,29.4,13.3,100.0,0,site/docs/Planes/following/speaking/20250501_san_diego.yaml
20250506_san_francisco,2025-05-06,2025-05-06,EVENT_DATE,Charlie,CHARLIE_ONLY,San Francisco,CA,"Mashouf All Purpose Field, 755 Font Blvd, San Francisco",us_census_2024_gazetteer,KSFO,San Francisco International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,36.7,2025-05-06 09:00,2025-05-06 16:00,medium,1,16,8,0,11,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,21,24.7,3.3,100.0,0,site/docs/Planes/following/speaking/20250506_san_francisco.yaml
20250613_grapevine,2025-06-13,2025-06-15,EVENT_DATE,Both,CHARLIE_AND_ERIKA,Grapevine,TX,"Gaylord Texan Resort & Convention Center, 1501 Gaylord Trail, Grapevine, TX",us_census_2024_gazetteer,KDFW,Dallas Fort Worth International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.4,2025-06-13 16:00,2025-06-15 23:00,low,2,132,15,3,129,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,119,29,24.4,14.3,100.0,0,site/docs/Planes/following/speaking/20250613_grapevine.yaml
20250709_tampa,2025-07-09,2025-07-11,EVENT_DATE,Charlie,CHARLIE_ONLY,Tampa,FL,"Tampa, Florida (9th annual CLS)",us_census_2024_gazetteer,KTPA,Tampa International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.3,2025-07-09 16:00,2025-07-11 23:00,low,1,29,7,2,26,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,119,27,22.7,14.3,100.0,0,site/docs/Planes/following/speaking/20250709_tampa.yaml
20250710_tampa,2025-07-10,2025-07-13,EVENT_DATE,Charlie,CHARLIE_ONLY,Tampa,FL,"Tampa, Florida",us_census_2024_gazetteer,KTPA,Tampa International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.3,2025-07-10 16:00,2025-07-13 23:00,low,1,29,7,2,26,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,136,26,19.1,14.6,100.0,0,site/docs/Planes/following/speaking/20250710_tampa.yaml
20250711_tampa,2025-07-11,2025-07-13,EVENT_DATE,Charlie,CHARLIE_ONLY,Tampa,FL,"Tampa Convention Center, 333 S Franklin St, Tampa, FL",us_census_2024_gazetteer,KTPA,Tampa International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.3,2025-07-11 16:00,2025-07-13 23:00,low,1,29,7,2,26,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,119,21,17.6,14.3,100.0,0,site/docs/Planes/following/speaking/20250711_tampa.yaml
20250806_rancho_palos_verdes,2025-08-06,2025-08-08,EVENT_DATE,Charlie,CHARLIE_ONLY,Rancho Palos Verdes,CA,"Terranea Resort, 100 Terranea Way, Rancho Palos Verdes, CA",us_census_2024_gazetteer,KTOA,Zamperini Field,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.8,2025-08-06 16:00,2025-08-08 23:00,low,2,15,7,3,10,no,2,0,0,0,0,0,,ARCHIVE HEALTHY,119,22,18.5,9.5,100.0,0,site/docs/Planes/following/speaking/20250806_rancho_palos_verdes.yaml
20250820_dallas,2025-08-20,2025-08-22,EVENT_DATE,Charlie,CHARLIE_ONLY,Dallas,TX,"Dallas, Texas (winthestorm.com)",us_census_2024_gazetteer,KDAL,Dallas Love Field,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.9,2025-08-20 16:00,2025-08-22 23:00,low,0,109,16,3,106,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,119,20,16.8,9.5,100.0,0,site/docs/Planes/following/speaking/20250820_dallas.yaml
20250821_north_myrtle_beach,2025-08-21,2025-08-21,EVENT_DATE,Charlie,CHARLIE_ONLY,North Myrtle Beach,SC,"Alabama Theatre, North Myrtle Beach, South Carolina",us_census_2024_gazetteer,KCRE,Grand Strand Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,1.4,2025-08-21 16:00,2025-08-21 23:00,low,0,14,4,2,13,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,14,16.5,10.0,100.0,0,site/docs/Planes/following/speaking/20250821_north_myrtle_beach.yaml
20250905_seoul,2025-09-05,2025-09-06,EVENT_DATE,Charlie,CHARLIE_ONLY,Seoul,,"Build Up Korea 2025, Seoul / Goyang-si, Gyeonggi-do",manual_table,RKSI,Incheon International Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,29.7,2025-09-05 16:00,2025-09-06 23:00,low,0,10,4,0,8,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,102,48,47.1,27.8,100.0,0,site/docs/Planes/following/speaking/20250905_seoul.yaml
20250907_tokyo,2025-09-07,2025-09-07,EVENT_DATE,Charlie,CHARLIE_ONLY,Tokyo,,"Sabo Kaikan Annex, Tokyo",manual_table,RJTT,Tokyo Haneda International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,11.0,2025-09-07 16:00,2025-09-07 23:00,low,0,24,7,0,21,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,38,44.7,23.3,100.0,0,site/docs/Planes/following/speaking/20250907_tokyo.yaml
20250910_orem,2025-09-10,2025-09-10,EVENT_DATE,Charlie,CHARLIE_ONLY,Orem,UT,"Utah Valley University, Sorensen Center courtyard",us_census_2024_gazetteer,KPVU,Provo Municipal Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.6,2025-09-10 07:00,2025-09-10 14:00,medium,8,13,5,0,12,yes,15,5,2,2,3,0,,ARCHIVE HEALTHY,85,43,50.6,20.0,100.0,0,site/docs/Planes/following/speaking/20250910_orem.yaml
20250911_woodland_park,2025-09-11,2025-09-11,SCHEDULED_NOT_HELD,Charlie,TPUSA_NO_KIRK,Woodland Park,CO,"Charis Bible College, Woodland Park, Colorado",us_census_2024_gazetteer,KCOS,City of Colorado Springs Municipal Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,23.4,2025-09-11 16:00,2025-09-11 23:00,low,0,43,4,2,41,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,44,51.8,20.0,100.0,0,site/docs/Planes/following/speaking/20250911_woodland_park.yaml
20250918_fort_collins,2025-09-18,2025-09-18,SCHEDULED_NOT_HELD,Charlie,TPUSA_NO_KIRK,Fort Collins,CO,Colorado State University,us_census_2024_gazetteer,KFNL,Northern Colorado Regional Airport,CURATED_tpusa_events.csv_VALUE_KEPT_computed_nearest_jet_field_DIFFERS,7.4,2025-09-18 16:00,2025-09-18 23:00,low,1,57,3,6,56,no,1,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,10.0,100.0,0,site/docs/Planes/following/speaking/20250918_fort_collins.yaml
20250919_murfreesboro,2025-09-19,2025-09-20,SCHEDULED_NOT_HELD,Charlie,TPUSA_NO_KIRK,Murfreesboro,TN,"Murfreesboro, Tennessee",us_census_2024_gazetteer,KMBT,City of Murfreesboro Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,2.9,2025-09-19 16:00,2025-09-20 23:00,low,0,46,10,2,45,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,102,21,20.6,13.9,100.0,0,site/docs/Planes/following/speaking/20250919_murfreesboro.yaml
20250921_glendale,2025-09-21,2025-09-21,EVENT_DATE,Erika,ERIKA_ONLY,Glendale,AZ,"State Farm Stadium, Glendale, AZ",us_census_2024_gazetteer,KGEU,Glendale Municipal Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,6.1,2025-09-21 16:00,2025-09-21 23:00,low,9,52,9,4,50,no,9,0,0,0,0,0,,ARCHIVE HEALTHY,85,23,27.1,30.0,100.0,0,site/docs/Planes/following/speaking/20250921_glendale.yaml
20250922_minneapolis,2025-09-22,2025-09-22,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Minneapolis,MN,University of Minnesota Twin Cities,us_census_2024_gazetteer,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,6.2,2025-09-22 16:00,2025-09-22 23:00,low,0,54,6,3,53,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,26,30.6,40.0,100.0,0,site/docs/Planes/following/speaking/20250922_minneapolis.yaml
20250924_blacksburg,2025-09-24,2025-09-24,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Blacksburg,VA,Virginia Tech,us_census_2024_gazetteer,KBCB,Virginia Tech Montgomery Executive Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,1.9,2025-09-24 16:00,2025-09-24 23:00,low,0,25,3,1,24,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,23.3,100.0,0,site/docs/Planes/following/speaking/20250924_blacksburg.yaml
20250925_hanover,2025-09-25,2025-09-25,SCHEDULED_NOT_HELD,Charlie,TPUSA_NO_KIRK,Hanover,NH,Dartmouth College,us_census_2024_gazetteer,KLEB,Lebanon Municipal Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,6.1,2025-09-25 16:00,2025-09-25 23:00,low,0,24,3,0,22,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,18,21.2,26.7,100.0,0,site/docs/Planes/following/speaking/20250925_hanover.yaml
20250930_logan,2025-09-30,2025-09-30,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Logan,UT,"Utah State University, Logan",us_census_2024_gazetteer,KLGU,Logan-Cache Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,3.6,2025-09-30 15:30,2025-09-30 22:30,medium,0,13,2,1,13,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,15,17.6,16.7,100.0,0,site/docs/Planes/following/speaking/20250930_logan.yaml
20251007_bozeman,2025-10-07,2025-10-07,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Bozeman,MT,Montana State University,us_census_2024_gazetteer,KBZN,Bozeman Yellowstone International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,8.2,2025-10-07 16:00,2025-10-07 23:00,low,0,24,3,0,23,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,19,22.4,10.0,100.0,0,site/docs/Planes/following/speaking/20251007_bozeman.yaml
20251009_grand_forks,2025-10-09,2025-10-09,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Grand Forks,ND,University of North Dakota,us_census_2024_gazetteer,KGFK,Grand Forks International Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,4.6,2025-10-09 16:00,2025-10-09 23:00,low,0,42,2,1,41,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,16.7,100.0,0,site/docs/Planes/following/speaking/20251009_grand_forks.yaml
20251016_norman,2025-10-16,2025-10-16,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Norman,OK,University of Oklahoma,us_census_2024_gazetteer,KOUN,University of Oklahoma Westheimer Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,7.2,2025-10-16 16:00,2025-10-16 23:00,low,0,59,10,0,58,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,29,34.1,30.0,100.0,0,site/docs/Planes/following/speaking/20251016_norman.yaml
20251021_bloomington,2025-10-21,2025-10-21,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Bloomington,IN,Indiana University Bloomington,us_census_2024_gazetteer,KBMG,Monroe County Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,5.1,2025-10-21 16:00,2025-10-21 23:00,low,0,49,3,2,49,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,24,28.2,26.7,100.0,0,site/docs/Planes/following/speaking/20251021_bloomington.yaml
20251027_baton_rouge,2025-10-27,2025-10-27,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Baton Rouge,LA,Louisiana State University,us_census_2024_gazetteer,KBTR,Baton Rouge Metropolitan Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,6.5,2025-10-27 16:00,2025-10-27 23:00,low,0,39,3,0,38,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,20.0,100.0,0,site/docs/Planes/following/speaking/20251027_baton_rouge.yaml
20251029_oxford,2025-10-29,2025-10-29,AFTER_DEATH,TPUSA,TPUSA_NO_KIRK,Oxford,MS,"Sandy and John Black Pavilion at Ole Miss, 762 All American Drive, Oxford, MS",us_census_2024_gazetteer,KUOX,University Oxford Airport,CURATED_CSV_AND_COMPUTED_NEAREST_JET_FIELD_AGREE,2.3,2025-10-29 14:00,2025-10-29 21:00,medium,0,21,2,1,21,no,0,0,0,0,0,0,,ARCHIVE HEALTHY,85,22,25.9,13.3,100.0,0,site/docs/Planes/following/speaking/20251029_oxford.yaml
