tail,date,source,dbFlags,flags,ownOp,registration,file
N102DZ,2022-05-01,adsbexchange-samples,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2022-05-01_adsbexchange-samples_trace_full.json
N102DZ,2022-06-01,adsbexchange-samples,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2022-06-01_adsbexchange-samples_trace_full.json
N102DZ,2022-11-01,adsbexchange-samples,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2022-11-01_adsbexchange-samples_trace_full.json
N102DZ,2023-02-06,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-06_airplanes-live_trace_full.json.gz
N102DZ,2023-02-08,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-08_airplanes-live_trace_full.json.gz
N102DZ,2023-02-13,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-13_airplanes-live_trace_full.json.gz
N102DZ,2023-02-14,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-14_airplanes-live_trace_full.json.gz
N102DZ,2023-02-22,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-22_adsb-lol_trace_full.json.gz
N102DZ,2023-02-22,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-22_airplanes-live_trace_full.json.gz
N102DZ,2023-02-24,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-24_adsb-lol_trace_full.json.gz
N102DZ,2023-02-24,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-02-24_airplanes-live_trace_full.json.gz
N102DZ,2023-03-01,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-01_adsb-lol_trace_full.json.gz
N102DZ,2023-03-01,adsbexchange-samples,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-01_adsbexchange-samples_trace_full.json
N102DZ,2023-03-01,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-01_airplanes-live_trace_full.json.gz
N102DZ,2023-03-02,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-02_adsb-lol_trace_full.json.gz
N102DZ,2023-03-02,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-02_airplanes-live_trace_full.json.gz
N102DZ,2023-03-03,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-03_adsb-lol_trace_full.json.gz
N102DZ,2023-03-03,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-03_airplanes-live_trace_full.json.gz
N102DZ,2023-03-05,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-05_adsb-lol_trace_full.json.gz
N102DZ,2023-03-05,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-05_airplanes-live_trace_full.json.gz
N102DZ,2023-03-08,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-08_adsb-lol_trace_full.json.gz
N102DZ,2023-03-08,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-08_airplanes-live_trace_full.json.gz
N102DZ,2023-03-09,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-09_adsb-lol_trace_full.json.gz
N102DZ,2023-03-09,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-09_airplanes-live_trace_full.json.gz
N102DZ,2023-03-23,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-23_adsb-lol_trace_full.json.gz
N102DZ,2023-03-23,airplanes-live,0,none,,N102DZ,N102DZ_2023-03-23_airplanes-live_trace_full.json.gz
N102DZ,2023-03-24,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-03-24_adsb-lol_trace_full.json.gz
N102DZ,2023-03-24,airplanes-live,0,none,,N102DZ,N102DZ_2023-03-24_airplanes-live_trace_full.json.gz
N102DZ,2023-03-25,airplanes-live,0,none,,N102DZ,N102DZ_2023-03-25_airplanes-live_trace_full.json.gz
N102DZ,2023-03-30,airplanes-live,0,none,,N102DZ,N102DZ_2023-03-30_airplanes-live_trace_full.json.gz
N102DZ,2023-03-31,airplanes-live,0,none,,N102DZ,N102DZ_2023-03-31_airplanes-live_trace_full.json.gz
N102DZ,2023-04-01,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-01_adsb-lol_trace_full.json.gz
N102DZ,2023-04-01,adsbexchange-samples,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-01_adsbexchange-samples_trace_full.json
N102DZ,2023-04-01,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-01_airplanes-live_trace_full.json.gz
N102DZ,2023-04-03,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-03_adsb-lol_trace_full.json.gz
N102DZ,2023-04-03,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-03_airplanes-live_trace_full.json.gz
N102DZ,2023-04-04,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-04_adsb-lol_trace_full.json.gz
N102DZ,2023-04-04,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-04_airplanes-live_trace_full.json.gz
N102DZ,2023-04-12,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-12_airplanes-live_trace_full.json.gz
N102DZ,2023-04-13,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-13_adsb-lol_trace_full.json.gz
N102DZ,2023-04-13,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-13_airplanes-live_trace_full.json.gz
N102DZ,2023-04-17,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-04-17_adsb-lol_trace_full.json.gz
N102DZ,2023-04-17,airplanes-live,0,none,,N102DZ,N102DZ_2023-04-17_airplanes-live_trace_full.json.gz
N102DZ,2023-06-08,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-06-08_adsb-lol_trace_full.json.gz
N102DZ,2023-06-08,airplanes-live,0,none,,N102DZ,N102DZ_2023-06-08_airplanes-live_trace_full.json.gz
N102DZ,2023-06-30,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-06-30_adsb-lol_trace_full.json.gz
N102DZ,2023-06-30,airplanes-live,0,none,,N102DZ,N102DZ_2023-06-30_airplanes-live_trace_full.json.gz
N102DZ,2023-07-21,airplanes-live,0,none,,N102DZ,N102DZ_2023-07-21_airplanes-live_trace_full.json.gz
N102DZ,2023-12-05,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-12-05_airplanes-live_trace_full.json.gz
N102DZ,2023-12-07,airplanes-live,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2023-12-07_airplanes-live_trace_full.json.gz
N102DZ,2024-01-01,adsbexchange-samples,0,none,GV 555 LLC,N102DZ,N102DZ_2024-01-01_adsbexchange-samples_trace_full.json
N102DZ,2024-01-01,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-01_airplanes-live_trace_full.json.gz
N102DZ,2024-01-02,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-02_airplanes-live_trace_full.json.gz
N102DZ,2024-01-03,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-03_airplanes-live_trace_full.json.gz
N102DZ,2024-01-05,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-05_airplanes-live_trace_full.json.gz
N102DZ,2024-01-06,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-06_airplanes-live_trace_full.json.gz
N102DZ,2024-01-07,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-07_airplanes-live_trace_full.json.gz
N102DZ,2024-01-11,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-11_airplanes-live_trace_full.json.gz
N102DZ,2024-01-12,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-12_airplanes-live_trace_full.json.gz
N102DZ,2024-01-13,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-13_airplanes-live_trace_full.json.gz
N102DZ,2024-01-28,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-01-28_adsb-lol_trace_full.json.gz
N102DZ,2024-01-28,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-28_airplanes-live_trace_full.json.gz
N102DZ,2024-01-29,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-01-29_adsb-lol_trace_full.json.gz
N102DZ,2024-01-29,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-29_airplanes-live_trace_full.json.gz
N102DZ,2024-01-30,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-01-30_adsb-lol_trace_full.json.gz
N102DZ,2024-01-30,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-01-30_airplanes-live_trace_full.json.gz
N102DZ,2024-02-02,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-02-02_adsb-lol_trace_full.json.gz
N102DZ,2024-02-02,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-02-02_airplanes-live_trace_full.json.gz
N102DZ,2024-02-03,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-02-03_adsb-lol_trace_full.json.gz
N102DZ,2024-02-03,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-02-03_airplanes-live_trace_full.json.gz
N102DZ,2024-02-04,airplanes-live,0,none,REGISTRATION PENDING,N102DZ,N102DZ_2024-02-04_airplanes-live_trace_full.json.gz
N102DZ,2024-02-10,adsb-lol,0,none,WILMINGTON TRUST CO TRUSTEE,N102DZ,N102DZ_2024-02-10_adsb-lol_trace_full.json.gz
N102DZ,2024-02-10,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-10_airplanes-live_trace_full.json.gz
N102DZ,2024-02-11,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-11_airplanes-live_trace_full.json.gz
N102DZ,2024-02-13,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-13_adsb-lol_trace_full.json.gz
N102DZ,2024-02-13,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-13_airplanes-live_trace_full.json.gz
N102DZ,2024-02-14,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-14_adsb-lol_trace_full.json.gz
N102DZ,2024-02-14,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-14_airplanes-live_trace_full.json.gz
N102DZ,2024-02-15,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-15_adsb-lol_trace_full.json.gz
N102DZ,2024-02-15,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-15_airplanes-live_trace_full.json.gz
N102DZ,2024-02-16,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-16_adsb-lol_trace_full.json.gz
N102DZ,2024-02-16,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-16_airplanes-live_trace_full.json.gz
N102DZ,2024-02-17,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-17_adsb-lol_trace_full.json.gz
N102DZ,2024-02-17,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-17_airplanes-live_trace_full.json.gz
N102DZ,2024-02-18,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-18_airplanes-live_trace_full.json.gz
N102DZ,2024-02-19,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-19_airplanes-live_trace_full.json.gz
N102DZ,2024-02-20,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-20_airplanes-live_trace_full.json.gz
N102DZ,2024-02-22,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-22_airplanes-live_trace_full.json.gz
N102DZ,2024-02-23,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-23_airplanes-live_trace_full.json.gz
N102DZ,2024-02-27,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-27_airplanes-live_trace_full.json.gz
N102DZ,2024-02-28,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-28_airplanes-live_trace_full.json.gz
N102DZ,2024-02-29,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-02-29_airplanes-live_trace_full.json.gz
N102DZ,2024-03-04,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-04_airplanes-live_trace_full.json.gz
N102DZ,2024-03-05,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-05_adsb-lol_trace_full.json.gz
N102DZ,2024-03-05,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-05_airplanes-live_trace_full.json.gz
N102DZ,2024-03-06,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-06_adsb-lol_trace_full.json.gz
N102DZ,2024-03-06,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-06_airplanes-live_trace_full.json.gz
N102DZ,2024-03-07,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-07_adsb-lol_trace_full.json.gz
N102DZ,2024-03-07,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-07_airplanes-live_trace_full.json.gz
N102DZ,2024-03-08,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-08_adsb-lol_trace_full.json.gz
N102DZ,2024-03-08,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-08_airplanes-live_trace_full.json.gz
N102DZ,2024-03-09,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-09_adsb-lol_trace_full.json.gz
N102DZ,2024-03-09,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-09_airplanes-live_trace_full.json.gz
N102DZ,2024-03-10,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-10_adsb-lol_trace_full.json.gz
N102DZ,2024-03-10,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-10_airplanes-live_trace_full.json.gz
N102DZ,2024-03-11,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-11_airplanes-live_trace_full.json.gz
N102DZ,2024-03-17,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-17_adsb-lol_trace_full.json.gz
N102DZ,2024-03-17,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-17_airplanes-live_trace_full.json.gz
N102DZ,2024-03-18,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-18_adsb-lol_trace_full.json.gz
N102DZ,2024-03-18,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-18_airplanes-live_trace_full.json.gz
N102DZ,2024-03-19,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-19_adsb-lol_trace_full.json.gz
N102DZ,2024-03-19,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-19_airplanes-live_trace_full.json.gz
N102DZ,2024-03-21,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-21_adsb-lol_trace_full.json.gz
N102DZ,2024-03-21,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-21_airplanes-live_trace_full.json.gz
N102DZ,2024-03-22,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-22_adsb-lol_trace_full.json.gz
N102DZ,2024-03-22,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-22_airplanes-live_trace_full.json.gz
N102DZ,2024-03-23,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-23_adsb-lol_trace_full.json.gz
N102DZ,2024-03-23,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-23_airplanes-live_trace_full.json.gz
N102DZ,2024-03-27,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-27_adsb-lol_trace_full.json.gz
N102DZ,2024-03-27,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-27_airplanes-live_trace_full.json.gz
N102DZ,2024-03-28,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-28_adsb-lol_trace_full.json.gz
N102DZ,2024-03-28,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-28_airplanes-live_trace_full.json.gz
N102DZ,2024-03-29,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-29_adsb-lol_trace_full.json.gz
N102DZ,2024-03-29,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-03-29_airplanes-live_trace_full.json.gz
N102DZ,2024-04-03,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-03_adsb-lol_trace_full.json.gz
N102DZ,2024-04-03,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-03_airplanes-live_trace_full.json.gz
N102DZ,2024-04-04,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-04_adsb-lol_trace_full.json.gz
N102DZ,2024-04-04,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-04_airplanes-live_trace_full.json.gz
N102DZ,2024-04-07,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-07_adsb-lol_trace_full.json.gz
N102DZ,2024-04-07,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-07_airplanes-live_trace_full.json.gz
N102DZ,2024-04-08,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-08_adsb-lol_trace_full.json.gz
N102DZ,2024-04-08,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-08_airplanes-live_trace_full.json.gz
N102DZ,2024-04-09,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-09_adsb-lol_trace_full.json.gz
N102DZ,2024-04-09,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-09_airplanes-live_trace_full.json.gz
N102DZ,2024-04-10,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-10_adsb-lol_trace_full.json.gz
N102DZ,2024-04-10,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-10_airplanes-live_trace_full.json.gz
N102DZ,2024-04-12,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-12_airplanes-live_trace_full.json.gz
N102DZ,2024-04-13,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-13_airplanes-live_trace_full.json.gz
N102DZ,2024-04-14,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-14_airplanes-live_trace_full.json.gz
N102DZ,2024-04-17,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-17_airplanes-live_trace_full.json.gz
N102DZ,2024-04-19,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-19_adsb-lol_trace_full.json.gz
N102DZ,2024-04-19,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-19_airplanes-live_trace_full.json.gz
N102DZ,2024-04-20,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-20_adsb-lol_trace_full.json.gz
N102DZ,2024-04-20,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-20_airplanes-live_trace_full.json.gz
N102DZ,2024-04-23,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-23_adsb-lol_trace_full.json.gz
N102DZ,2024-04-23,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-23_airplanes-live_trace_full.json.gz
N102DZ,2024-04-24,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-24_adsb-lol_trace_full.json.gz
N102DZ,2024-04-24,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-24_airplanes-live_trace_full.json.gz
N102DZ,2024-04-25,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-25_adsb-lol_trace_full.json.gz
N102DZ,2024-04-25,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-25_airplanes-live_trace_full.json.gz
N102DZ,2024-04-26,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-26_adsb-lol_trace_full.json.gz
N102DZ,2024-04-26,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-26_airplanes-live_trace_full.json.gz
N102DZ,2024-04-27,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-27_adsb-lol_trace_full.json.gz
N102DZ,2024-04-27,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-27_airplanes-live_trace_full.json.gz
N102DZ,2024-04-28,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-28_adsb-lol_trace_full.json.gz
N102DZ,2024-04-28,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-28_airplanes-live_trace_full.json.gz
N102DZ,2024-04-29,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-29_adsb-lol_trace_full.json.gz
N102DZ,2024-04-29,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-04-29_airplanes-live_trace_full.json.gz
N102DZ,2024-05-06,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-06_adsb-lol_trace_full.json.gz
N102DZ,2024-05-06,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-06_airplanes-live_trace_full.json.gz
N102DZ,2024-05-07,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-07_adsb-lol_trace_full.json.gz
N102DZ,2024-05-07,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-07_airplanes-live_trace_full.json.gz
N102DZ,2024-05-09,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-09_adsb-lol_trace_full.json.gz
N102DZ,2024-05-09,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-09_airplanes-live_trace_full.json.gz
N102DZ,2024-05-13,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-13_airplanes-live_trace_full.json.gz
N102DZ,2024-05-16,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-16_adsb-lol_trace_full.json.gz
N102DZ,2024-05-16,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-16_airplanes-live_trace_full.json.gz
N102DZ,2024-05-17,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-17_adsb-lol_trace_full.json.gz
N102DZ,2024-05-17,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-17_airplanes-live_trace_full.json.gz
N102DZ,2024-05-19,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-19_airplanes-live_trace_full.json.gz
N102DZ,2024-05-21,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-21_airplanes-live_trace_full.json.gz
N102DZ,2024-05-22,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-22_airplanes-live_trace_full.json.gz
N102DZ,2024-05-24,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-24_airplanes-live_trace_full.json.gz
N102DZ,2024-05-27,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-27_airplanes-live_trace_full.json.gz
N102DZ,2024-05-28,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-28_airplanes-live_trace_full.json.gz
N102DZ,2024-05-30,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-30_airplanes-live_trace_full.json.gz
N102DZ,2024-05-31,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-05-31_airplanes-live_trace_full.json.gz
N102DZ,2024-06-01,adsbexchange-samples,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-01_adsbexchange-samples_trace_full.json
N102DZ,2024-06-01,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-01_airplanes-live_trace_full.json.gz
N102DZ,2024-06-02,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-02_airplanes-live_trace_full.json.gz
N102DZ,2024-06-03,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-03_airplanes-live_trace_full.json.gz
N102DZ,2024-06-04,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-04_airplanes-live_trace_full.json.gz
N102DZ,2024-06-05,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-05_adsb-lol_trace_full.json.gz
N102DZ,2024-06-05,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-05_airplanes-live_trace_full.json.gz
N102DZ,2024-06-10,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-10_adsb-lol_trace_full.json.gz
N102DZ,2024-06-10,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-10_airplanes-live_trace_full.json.gz
N102DZ,2024-06-11,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-11_adsb-lol_trace_full.json.gz
N102DZ,2024-06-11,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-11_airplanes-live_trace_full.json.gz
N102DZ,2024-06-13,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-13_adsb-lol_trace_full.json.gz
N102DZ,2024-06-13,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-13_airplanes-live_trace_full.json.gz
N102DZ,2024-06-15,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-15_adsb-lol_trace_full.json.gz
N102DZ,2024-06-15,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-15_airplanes-live_trace_full.json.gz
N102DZ,2024-06-16,adsb-lol,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-16_adsb-lol_trace_full.json.gz
N102DZ,2024-06-16,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-16_airplanes-live_trace_full.json.gz
N102DZ,2024-06-20,airplanes-live,0,none,GV 555 LLC,N102DZ,N102DZ_2024-06-20_airplanes-live_trace_full.json.gz
