tail,date,source,dbFlags,flags,ownOp,registration,file
N102DZ,2025-12-11,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-11_airplanes-live_trace_full.json.gz
N102DZ,2025-12-15,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-15_airplanes-live_trace_full.json.gz
N102DZ,2025-12-16,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-16_airplanes-live_trace_full.json.gz
N102DZ,2025-12-18,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-18_airplanes-live_trace_full.json.gz
N102DZ,2025-12-19,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-19_airplanes-live_trace_full.json.gz
N102DZ,2025-12-20,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-20_airplanes-live_trace_full.json.gz
N102DZ,2025-12-21,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-21_airplanes-live_trace_full.json.gz
N102DZ,2025-12-22,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-22_airplanes-live_trace_full.json.gz
N102DZ,2025-12-27,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-27_airplanes-live_trace_full.json.gz
N102DZ,2025-12-28,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2025-12-28_airplanes-live_trace_full.json.gz
N102DZ,2026-01-03,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-03_airplanes-live_trace_full.json.gz
N102DZ,2026-01-04,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-04_airplanes-live_trace_full.json.gz
N102DZ,2026-01-05,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-05_airplanes-live_trace_full.json.gz
N102DZ,2026-01-06,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-06_airplanes-live_trace_full.json.gz
N102DZ,2026-01-07,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-07_airplanes-live_trace_full.json.gz
N102DZ,2026-01-09,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-09_airplanes-live_trace_full.json.gz
N102DZ,2026-01-10,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-01-10_airplanes-live_trace_full.json.gz
N102DZ,2026-02-05,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-05_airplanes-live_trace_full.json.gz
N102DZ,2026-02-06,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-06_airplanes-live_trace_full.json.gz
N102DZ,2026-02-10,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-10_airplanes-live_trace_full.json.gz
N102DZ,2026-02-11,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-11_airplanes-live_trace_full.json.gz
N102DZ,2026-02-13,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-13_airplanes-live_trace_full.json.gz
N102DZ,2026-02-14,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-14_airplanes-live_trace_full.json.gz
N102DZ,2026-02-19,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-19_airplanes-live_trace_full.json.gz
N102DZ,2026-02-21,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-21_airplanes-live_trace_full.json.gz
N102DZ,2026-02-22,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-22_airplanes-live_trace_full.json.gz
N102DZ,2026-02-23,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-23_airplanes-live_trace_full.json.gz
N102DZ,2026-02-24,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-24_airplanes-live_trace_full.json.gz
N102DZ,2026-02-25,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-25_airplanes-live_trace_full.json.gz
N102DZ,2026-02-26,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-26_airplanes-live_trace_full.json.gz
N102DZ,2026-02-28,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-02-28_airplanes-live_trace_full.json.gz
N102DZ,2026-03-02,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-02_airplanes-live_trace_full.json.gz
N102DZ,2026-03-04,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-04_airplanes-live_trace_full.json.gz
N102DZ,2026-03-05,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-05_airplanes-live_trace_full.json.gz
N102DZ,2026-03-07,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-07_airplanes-live_trace_full.json.gz
N102DZ,2026-03-08,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-08_airplanes-live_trace_full.json.gz
N102DZ,2026-03-09,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-09_airplanes-live_trace_full.json.gz
N102DZ,2026-03-10,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-10_airplanes-live_trace_full.json.gz
N102DZ,2026-03-12,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-12_airplanes-live_trace_full.json.gz
N102DZ,2026-03-13,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-13_airplanes-live_trace_full.json.gz
N102DZ,2026-03-14,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-14_airplanes-live_trace_full.json.gz
N102DZ,2026-03-15,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-15_airplanes-live_trace_full.json.gz
N102DZ,2026-03-16,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-16_airplanes-live_trace_full.json.gz
N102DZ,2026-03-17,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-17_airplanes-live_trace_full.json.gz
N102DZ,2026-03-18,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-18_airplanes-live_trace_full.json.gz
N102DZ,2026-03-19,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-19_airplanes-live_trace_full.json.gz
N102DZ,2026-03-20,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-20_airplanes-live_trace_full.json.gz
N102DZ,2026-03-21,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-21_airplanes-live_trace_full.json.gz
N102DZ,2026-03-23,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-23_airplanes-live_trace_full.json.gz
N102DZ,2026-03-24,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-24_airplanes-live_trace_full.json.gz
N102DZ,2026-03-25,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-25_airplanes-live_trace_full.json.gz
N102DZ,2026-03-26,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-26_airplanes-live_trace_full.json.gz
N102DZ,2026-03-28,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-28_airplanes-live_trace_full.json.gz
N102DZ,2026-03-29,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-29_airplanes-live_trace_full.json.gz
N102DZ,2026-03-30,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-03-30_airplanes-live_trace_full.json.gz
N102DZ,2026-04-01,adsbexchange-samples,8,LADD,"ELDERBERRY CHESTNUT LLC, SUNNY BLUE SKY LLC, UST ENTERPRISES LLC",N102DZ,N102DZ_2026-04-01_adsbexchange-samples_trace_full.json
N102DZ,2026-04-01,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-01_airplanes-live_trace_full.json.gz
N102DZ,2026-04-02,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-02_airplanes-live_trace_full.json.gz
N102DZ,2026-04-03,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-03_airplanes-live_trace_full.json.gz
N102DZ,2026-04-04,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-04_airplanes-live_trace_full.json.gz
N102DZ,2026-04-05,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-05_airplanes-live_trace_full.json.gz
N102DZ,2026-04-06,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-06_airplanes-live_trace_full.json.gz
N102DZ,2026-04-07,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-07_airplanes-live_trace_full.json.gz
N102DZ,2026-04-09,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-09_airplanes-live_trace_full.json.gz
N102DZ,2026-04-10,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-10_airplanes-live_trace_full.json.gz
N102DZ,2026-04-11,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-11_airplanes-live_trace_full.json.gz
N102DZ,2026-04-12,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-12_airplanes-live_trace_full.json.gz
N102DZ,2026-04-13,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-13_airplanes-live_trace_full.json.gz
N102DZ,2026-04-14,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-14_airplanes-live_trace_full.json.gz
N102DZ,2026-04-15,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-15_airplanes-live_trace_full.json.gz
N102DZ,2026-04-17,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-17_airplanes-live_trace_full.json.gz
N102DZ,2026-04-18,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-18_airplanes-live_trace_full.json.gz
N102DZ,2026-04-19,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-19_airplanes-live_trace_full.json.gz
N102DZ,2026-04-20,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-20_airplanes-live_trace_full.json.gz
N102DZ,2026-04-21,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-21_airplanes-live_trace_full.json.gz
N102DZ,2026-04-22,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-22_airplanes-live_trace_full.json.gz
N102DZ,2026-04-23,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-23_airplanes-live_trace_full.json.gz
N102DZ,2026-04-24,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-24_airplanes-live_trace_full.json.gz
N102DZ,2026-04-25,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-25_airplanes-live_trace_full.json
N102DZ,2026-04-26,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-26_airplanes-live_trace_full.json
N102DZ,2026-04-29,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-29_airplanes-live_trace_full.json
N102DZ,2026-04-30,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-04-30_airplanes-live_trace_full.json
N102DZ,2026-05-02,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-02_airplanes-live_trace_full.json
N102DZ,2026-05-03,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-03_airplanes-live_trace_full.json
N102DZ,2026-05-04,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-04_airplanes-live_trace_full.json
N102DZ,2026-05-05,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-05_airplanes-live_trace_full.json
N102DZ,2026-05-06,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-06_airplanes-live_trace_full.json
N102DZ,2026-05-07,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-07_airplanes-live_trace_full.json
N102DZ,2026-05-09,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-09_airplanes-live_trace_full.json
N102DZ,2026-05-10,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-10_airplanes-live_trace_full.json
N102DZ,2026-05-11,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-11_airplanes-live_trace_full.json
N102DZ,2026-05-12,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-12_airplanes-live_trace_full.json
N102DZ,2026-05-13,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-13_airplanes-live_trace_full.json
N102DZ,2026-05-14,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-14_airplanes-live_trace_full.json
N102DZ,2026-05-15,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-15_airplanes-live_trace_full.json
N102DZ,2026-05-16,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-16_airplanes-live_trace_full.json
N102DZ,2026-05-17,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-17_airplanes-live_trace_full.json
N102DZ,2026-05-18,airplanes-live,0,none,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-18_airplanes-live_trace_full.json
N102DZ,2026-05-20,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-20_airplanes-live_trace_full.json
N102DZ,2026-05-21,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-21_airplanes-live_trace_full.json
N102DZ,2026-05-22,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-22_airplanes-live_trace_full.json
N102DZ,2026-05-23,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-23_airplanes-live_trace_full.json
N102DZ,2026-05-24,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-24_airplanes-live_trace_full.json
N102DZ,2026-05-25,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-25_airplanes-live_trace_full.json
N102DZ,2026-05-27,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-27_airplanes-live_trace_full.json
N102DZ,2026-05-28,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-28_airplanes-live_trace_full.json
N102DZ,2026-05-29,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-29_airplanes-live_trace_full.json
N102DZ,2026-05-31,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-05-31_airplanes-live_trace_full.json
N102DZ,2026-06-01,adsbexchange-samples,8,LADD,"ELDERBERRY CHESTNUT LLC, SUNNY BLUE SKY LLC, UST ENTERPRISES LLC",N102DZ,N102DZ_2026-06-01_adsbexchange-samples_trace_full.json
N102DZ,2026-06-01,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-01_airplanes-live_trace_full.json
N102DZ,2026-06-02,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-02_airplanes-live_trace_full.json
N102DZ,2026-06-03,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-03_airplanes-live_trace_full.json
N102DZ,2026-06-04,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-04_airplanes-live_trace_full.json
N102DZ,2026-06-05,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-05_airplanes-live_trace_full.json
N102DZ,2026-06-06,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-06_airplanes-live_trace_full.json.gz
N102DZ,2026-06-10,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-10_airplanes-live_trace_full.json.gz
N102DZ,2026-06-11,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-11_airplanes-live_trace_full.json.gz
N102DZ,2026-06-12,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-12_airplanes-live_trace_full.json.gz
N102DZ,2026-06-13,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-13_airplanes-live_trace_full.json.gz
N102DZ,2026-06-14,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-14_airplanes-live_trace_full.json.gz
N102DZ,2026-06-15,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-15_airplanes-live_trace_full.json.gz
N102DZ,2026-06-16,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-16_airplanes-live_trace_full.json.gz
N102DZ,2026-06-18,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-18_airplanes-live_trace_full.json.gz
N102DZ,2026-06-20,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-20_airplanes-live_trace_full.json.gz
N102DZ,2026-06-21,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-21_airplanes-live_trace_full.json.gz
N102DZ,2026-06-22,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-22_airplanes-live_trace_full.json.gz
N102DZ,2026-06-23,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-23_airplanes-live_trace_full.json.gz
N102DZ,2026-06-24,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-24_airplanes-live_trace_full.json.gz
N102DZ,2026-06-26,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-26_airplanes-live_trace_full.json.gz
N102DZ,2026-06-27,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-27_airplanes-live_trace_full.json.gz
N102DZ,2026-06-28,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-06-28_airplanes-live_trace_full.json.gz
N102DZ,2026-07-02,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-02_airplanes-live_trace_full.json.gz
N102DZ,2026-07-06,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-06_airplanes-live_trace_full.json.gz
N102DZ,2026-07-07,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-07_airplanes-live_trace_full.json.gz
N102DZ,2026-07-08,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-08_airplanes-live_trace_full.json.gz
N102DZ,2026-07-09,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-09_airplanes-live_trace_full.json.gz
N102DZ,2026-07-10,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-10_airplanes-live_trace_full.json.gz
N102DZ,2026-07-11,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-11_airplanes-live_trace_full.json.gz
N102DZ,2026-07-12,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-12_airplanes-live_trace_full.json.gz
N102DZ,2026-07-13,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-13_airplanes-live_trace_full.json.gz
N102DZ,2026-07-14,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-14_airplanes-live_trace_full.json.gz
N102DZ,2026-07-18,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-18_airplanes-live_trace_full.json.gz
N102DZ,2026-07-19,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-19_airplanes-live_trace_full.json.gz
N102DZ,2026-07-20,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-20_airplanes-live_trace_full.json.gz
N102DZ,2026-07-22,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-22_airplanes-live_trace_full.json.gz
N102DZ,2026-07-23,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-23_airplanes-live_trace_full.json.gz
N102DZ,2026-07-24,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-24_airplanes-live_trace_full.json.gz
N102DZ,2026-07-25,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-25_airplanes-live_trace_full.json.gz
N102DZ,2026-07-28,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-28_airplanes-live_trace_full.json.gz
N102DZ,2026-07-29,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-29_airplanes-live_trace_full.json.gz
N102DZ,2026-07-30,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-30_airplanes-live_trace_full.json.gz
N102DZ,2026-07-31,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-07-31_airplanes-live_trace_full.json.gz
N102DZ,2026-08-02,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-02_airplanes-live_trace_full.json.gz
N102DZ,2026-08-09,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-09_airplanes-live_trace_full.json.gz
N102DZ,2026-08-11,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-11_airplanes-live_trace_full.json.gz
N102DZ,2026-08-12,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-12_airplanes-live_trace_full.json.gz
N102DZ,2026-08-13,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-13_airplanes-live_trace_full.json.gz
N102DZ,2026-08-16,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-16_airplanes-live_trace_full.json.gz
N102DZ,2026-08-17,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-17_airplanes-live_trace_full.json.gz
N102DZ,2026-08-18,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-18_airplanes-live_trace_full.json.gz
N102DZ,2026-08-19,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-19_airplanes-live_trace_full.json.gz
N102DZ,2026-08-20,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-20_airplanes-live_trace_full.json.gz
N102DZ,2026-08-21,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-21_airplanes-live_trace_full.json.gz
N102DZ,2026-08-22,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-22_airplanes-live_trace_full.json.gz
N102DZ,2026-08-24,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-24_airplanes-live_trace_full.json.gz
N102DZ,2026-08-26,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-26_airplanes-live_trace_full.json.gz
N102DZ,2026-08-27,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-27_airplanes-live_trace_full.json.gz
N102DZ,2026-08-28,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-28_airplanes-live_trace_full.json.gz
N102DZ,2026-08-29,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-29_airplanes-live_trace_full.json.gz
N102DZ,2026-08-30,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-30_airplanes-live_trace_full.json.gz
N102DZ,2026-08-31,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-08-31_airplanes-live_trace_full.json.gz
N102DZ,2026-09-01,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-09-01_airplanes-live_trace_full.json.gz
N102DZ,2026-09-02,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-09-02_airplanes-live_trace_full.json.gz
N102DZ,2026-09-04,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-09-04_airplanes-live_trace_full.json.gz
N102DZ,2026-09-05,airplanes-live,8,LADD,ELDERBERRY CHESTNUT LLC,N102DZ,N102DZ_2026-09-05_airplanes-live_trace_full.json.gz
