docket_title	substack_file_url
***PRIVATE*** Non Public - Opposition to Defendant’s Motion to Disqualify the Utah County Attorney’s Office, 1-5-26 (Not obtained)	
***PRIVATE*** Non-Public Information Partial Reply to Opposition to Motion to Disqualify Request to Take Evidence, 1-8-26 (Not obtained)	
***PRIVATE*** Non-Public Information Acceptance of Service (All), 1-8-26 (Not obtained)	
Return of Electronic Notification, 1-8-26 (Not obtained)	
(Previously filed as private) Defendant Motion Filed Jan 9, 2026 wExhibits, 1-9-26	https://andreaburkhart.substack.com/api/v1/file/32f5d075-32a0-49c7-b5a8-aff3a440e6b9.pdf
***PRIVATE*** Motion to Classify as Private Defendant’s Motion Filed Jan 9 2026 wExhibits, 1-9-26 (Not obtained)	
***PRIVATE***Request/Notice to Submit Motion to Classify Jan 9 2026 Motion, 1-9-26 (Not obtained)	
***PRIVATE*** Order (Proposed) on Motion to Classify as Private Jan 9 2026, 1-9-26 (Not obtained)	
Return of Electronic Notification, 1-9-26 (Not obtained)	
Opposition to Defendant’s Motion to Disqualify the Utah County Attorney’s Office, 1-10-26	https://andreaburkhart.substack.com/api/v1/file/68d7b85b-b45e-4374-9d51-fb7fa5cbc9c1.pdf
Return of Electronic Notification, 1-10-26 (Not obtained)	
Subpoena for Sgt. David Hull, 1-12-26	https://andreaburkhart.substack.com/api/v1/file/d87741ae-8f5c-458a-b9ed-3582d6796ff4.pdf
Return of Electronic Notification, 1-12-26 (Not obtained)	
Partial Reply to Opposition to Motion to Disqualify (Public), 1-12-26	https://andreaburkhart.substack.com/api/v1/file/fcbf1865-ca6a-4aaa-af0f-eca11cedcb16.pdf
Order on Motion to Classify as Private Jan 9 2026, 1-12-26 (Not obtained)	
Proposed Order Granting Leave to File Overlength Memo (Opp to Mot to Disq), 1-13-26 (Not obtained)	
Return of Electronic Notification, 1-13-26 (Not obtained)	
Order to Transport (Hearing 1/16/26), 1-13-26 (Not obtained)	
Return of Electronic Notification, 1-14-26 (Not obtained)	
(Previously omitted) Order To Transport, 10-21-25 (Not obtained)	
News Media’s Memorandum Opposing Motion to Classify Defendant’s Motion filed January 9, 2026, 1-15-26	https://andreaburkhart.substack.com/api/v1/file/76684818-d964-4ff5-97da-aa2eb0b9f6bf.pdf
Return of Electronic Notification, 1-15-26 (Not obtained)	
Return of Electronic Notification, 1-16-26 (Not obtained)	
**** PRIVATE **** Non-Public Information Motion to Exclude Cameras, 1-16-26 (Not obtained)	
Motion for Overlength (Motion to Exclude), 1-16-26 (Not obtained)	
Request/Notice to Submit Request to Submit Motion for Overlength, 1-16-26 (Not obtained)	
(Proposed) Order on Motion for Overlength, 1-16-26 (Not obtained)	
Motion to Classify (Motion to Exclude), 1-16-26	https://andreaburkhart.substack.com/api/v1/file/28293317-8c84-4aac-aa7c-664037308841.pdf
Request/Notice to Submit Motion to Classify (Motion to Exclude), 1-16-26 (Not obtained)	
(Proposed) Order on Motion to Classify (Motion to Exclude, 1-16-26 (Not obtained)	
(Corrected) Motion for Overlength (Motion to Exclude), 1-16-26 (Not obtained)	
Victim Representative’s Invocation of the Speedy Trial Act, 1-16-26	https://andreaburkhart.substack.com/api/v1/file/4bc4e246-f20c-4b75-be20-874a7022aa0b.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 1-22-26	https://andreaburkhart.substack.com/api/v1/file/b374e5a6-c74c-47a0-8197-e7df8e199e38.pdf
Reply in Support of Motion to Classify as Private - Jan 9, 1-22-26	https://andreaburkhart.substack.com/api/v1/file/10dc3c82-9476-44ed-8763-abbca2a4c535.pdf
Return of Electronic Notification, 1-22-26 (Not obtained)	
Return of Electronic Notification, 1-23-26 (Not obtained)	
News Media’s Memorandum Opposing Motion to Classify re: Motion to Exclude Cameras (Filed January 16, 2026), 1-23-26	https://andreaburkhart.substack.com/api/v1/file/ab312dd5-200e-44b5-8004-7c12d11b7f2e.pdf
New Media’s Motion to Amend Standing Order for Rule 4-202.04 Notice of Motions for Classification, 1-23-26	https://andreaburkhart.substack.com/api/v1/file/88c338f3-3016-482b-9f6a-0ac76fe934b3.pdf
(Proposed) Order Amending Standing Order for Rule 4-202.01 Notice of Motions for Classification, 1-23-26 (Not obtained)	
Order on Motion for Overlength, 1-26-26 (Not obtained)	
Return of Electronic Notification, 1-26-26 (Not obtained)	
Defendant Tyler James Robinson’s Notice of Objection to the State of Utah’s Proposed Exhibit 4.1; Memorandum of Points and Authorities, 1-27-26	https://andreaburkhart.substack.com/api/v1/file/a6064f13-11e1-40d9-8a74-e875c2acc955.pdf
Return of Electronic Notification, 1-27-26 (Not obtained)	
TRANSADMIN TRANSCRIPT for Hearing 1-16-26, 1-28-26 (Not obtained)	
Request and Order for Electronic Media Coverage and Court Proceedings, 1-28-26	https://andreaburkhart.substack.com/api/v1/file/3774401d-b31c-492c-8764-d4a4146a52a2.pdf
Return of Electronic Notification, 1-29-26 (Not obtained)	
News Media’s Motion for Attorneys Eyes Only Access to Closure Motions, 1-29-26	https://andreaburkhart.substack.com/api/v1/file/62941687-b4aa-4fba-8367-86286211a32b.pdf
News Media’s Motion for Leave to File Sur-Reply Opposing Motion to Classify Defendant’s Motion filed January 9, 2026, 1-29-26 (Not obtained)	
News Media’s Sur-Reply Opposing Motion to Classify Defendant’s Motion Filed January 9, 2026, 1-29-26	https://andreaburkhart.substack.com/api/v1/file/d390922b-2497-4f5c-b91c-7207854e2996.pdf
Request/Notice to Submit (Amended) re Defendant’s Motion to Classify Defendant’s Motion filed January 9, 2026 (Not obtained)	
State’s Opposition to Motion to Classify Defendant’s Motion Filed January 9, 2026 as Private, 1-29-26	https://andreaburkhart.substack.com/api/v1/file/ae1e9158-e763-4b70-86c1-fa1c342cca6b.pdf
Memorandum in Response to Defendant’s Objection to Exhibit 4.1, 1-29-26	https://andreaburkhart.substack.com/api/v1/file/1c9f8c95-2457-4b02-855d-6ed13e10ed40.pdf
Return of Electronic Notification, 1-30-26 (Not obtained)	
Defendant’s Reply in Support of Motion to Classify Motion to Exclude, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/0ec57362-51b4-4e17-b236-88b3d10b2529.pdf
State’s Opposition to Defendants Motion to Classify Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom as Private, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/944dab81-b617-40f4-8f28-48b8818da35e.pdf
Defendant Tyler Robinson’s Renewed Request that this Court Refer the Motion to Disqualify to the Utah Attorney General Pursuant to Utah Code 17-68-304; Memorandum of Points and Authorities, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/ec2b265d-63ce-43d6-a92f-197dc19ae626.pdf
Opposition to Motion to Exclude Cameras (Provisional Opposition Filed by the News Media), 1-30-26	https://andreaburkhart.substack.com/api/v1/file/ccd4dc83-c116-4aaa-8b8a-faacd97c6ef3.pdf
State’s Motion for Leave to File Overlength Memorandum, 1-30-26 (Not obtained)	
State’s Memorandum Opposing Defendant’s Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/d9e1bdaa-a4b4-4c08-80c9-4a0b6ab422fe.pdf
Attachment A, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/4f8c1f2a-b3ac-4b45-a105-5b3dd5d64afa.pdf
Attachment B, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/8e8a4d54-873e-45c4-a042-6b468fa293ba.pdf
Attachment C, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/3861f773-b15e-4c78-b0cf-e715c45d1f43.pdf
Attachment D, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/1751f102-7898-4fe3-959c-825b31ef0b16.pdf
Attachment E, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/057ecd8c-a30c-4440-86cd-02463fb10835.pdf
Attachment F, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/05c9d977-32a9-46b5-87b0-ac0f4b184c10.pdf
Attachment G, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/e724be25-6360-4cfa-88ea-16013589a1ba.pdf
Attachment H, 1-30-26	https://andreaburkhart.substack.com/api/v1/file/b07e1145-662a-46fa-88aa-2d21eb8d32c0.pdf
Attachment H, 1-30-26 (*Not a duplicate, the item is misnumbered*)	https://andreaburkhart.substack.com/api/v1/file/6661f07e-e6fb-4ef1-999b-32184875ae6c.pdf
State’s Opposition to Defendant’s Renewed Request to Refer the Motion to Disqualify to the Utah Attorney General, 2-2-26	https://andreaburkhart.substack.com/api/v1/file/be4f17cb-1acd-4e53-996f-93bf8e392046.pdf
Return of Electronic Notification, 2-2-26 (Not obtained)	
Proffer of Facts re Closure of Portions of Evidentiary Hearing on Motion to Disqualify UCAO, 2-2-26	https://andreaburkhart.substack.com/api/v1/file/b16f249c-7d31-461c-a3ca-ad812badf47b.pdf
Notice Concerning Media Access, 2-2-26	https://andreaburkhart.substack.com/api/v1/file/5f56b82f-aa8c-4045-9a16-38ad887c4c4a.pdf
Order for Transport, 2-3-26	https://andreaburkhart.substack.com/api/v1/file/ccd8bd8d-f6f9-41ba-a785-84829d2a2393.pdf
Return of Electronic Notification, 2-4-26 (Not obtained)	
Defendant’s Response to News Media’s Motion to Amend Standing Order for Rule 4-202.04 Notice of Motions for Classification, 2-4-26	https://andreaburkhart.substack.com/api/v1/file/ab22db3f-f62d-43fd-bf85-7e0436eabeb8.pdf
State’s Response to News Media’s Motion to Amend Standing Order for Rule 4-202.04 Motions for Classification, 2-5-26	https://andreaburkhart.substack.com/api/v1/file/1fea5c3c-9ed6-43fb-b179-5b196740591d.pdf
Return of Electronic Notification, 2-5-26 (Not obtained)	
Defendant’s Reply to State’s Opposition to Motion to Classify Defendant’s Motion Filed Jan 9, 2026 as Private, 2-5-26	https://andreaburkhart.substack.com/api/v1/file/f0671aeb-00df-4c18-b263-05f45bc33599.pdf
Request/Notice to Submit News Media’s Motion to Amend Standing Order for Rule 4-202.04 Notice of Motions for Classification, 2-5-26 (Not obtained)	
Not Signed (Proposed) Amended Standing Order for Rule 2-202.04 Notice of Motions for Classification, 2-6-26 (Not obtained)	
Not Signed (Proposed) Order on Motion to Classify (Motion to Exclude), 2-6-26 (Not obtained)	
Return of Electronic Notification, 2-6-26 (Not obtained)	
Reply to State’s Opposition to Motion to Classify Motion to Exclude Cameras, 2-6-26	https://andreaburkhart.substack.com/api/v1/file/bdc3d47d-c108-4dde-baa8-089f8de0f747.pdf
Memorandum State’s Response to News Media’s Motion for Attorney’s Eyes Only Access to Closure Motions, 2-6-26	https://andreaburkhart.substack.com/api/v1/file/6f183768-3636-492b-9732-d675fd399542.pdf
Notice of Lodging: Redacted 12112025 Hearing Transcript, 2-10-26 (Not obtained)	
**** SEALED **** Filed: 12112025 Hearing Transcript Redacted, 2-10-26 (Not obtained)	
Return of Electronic Notification, 2-10-26 (Not obtained)	
Opposition to Defendant Tyler James Robinson s Memorandum in Opposition to News Media s Motion for Attorneys Eyes Only Access to Closure Motions, 2-12-26	https://andreaburkhart.substack.com/api/v1/file/a5798218-ceed-4e59-88f4-91d934a7be23.pdf
Return of Electronic Notification, 2-12-26 (Not obtained)	
Request/Notice to Submit News Media s Motion for Attorneys Eyes Only Access to Closure Motions, 2-12-26 (Not obtained)	
Request and Order for Electronic Media Coverage of Court Proceedings, 2-19-26 (Not obtained)	
Return of Electronic Notification, 2-20-26 (Not obtained)	
**** PRIVATE **** Filed: Non-Public Information Reply in Support of Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom (Evidentiary Hearing Requested), 2-20-26 (Not obtained)	
**** PRIVATE **** Filed: Motion to Classify Motion to Classify Reply in Support of Motion to Exclude, 2-20-26 (Not obtained)	
**** PRIVATE **** Filed: Motion for Permission to File Over-Length: Reply in Support of Motion to Exclude, 2-20-26 (Not obtained)	
**** PRIVATE **** Filed: Request/Notice to Submit Request to Submit Motion for Permission to File Over-Length Reply in Support of Motion to Exclude, 2-20-26 (Not obtained)	
**** PRIVATE **** Filed: Order (Proposed) Order on Motion for Permission to File Over-Length Reply in Support of Motion to Exclude, 2-20-26 (Not obtained)	
Correction to Certificate of Service, 2-20-26 (Not obtained)	
(Previously omitted from docket) Appellate Court Document (Order), 1-2-26	https://andreaburkhart.substack.com/api/v1/file/e1561109-a74b-4ab8-b52f-909b93c338b4.pdf
Return of Electronic Notification, 2-21-26 (Not obtained)	
Order to Appear for Hearing, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/9351ae05-a0af-450c-8b7d-a17c72237960.pdf
Order on Motion for Permission to File Overlength Reply in Support of Motion to Exclude, 2-23-26 (Not obtained)	
Return of Electronic Notification, 2-23-26 (Not obtained)	
Exhibit List - In Person Oral Argument, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/61123e99-45df-4864-8da8-43052de135e6.pdf
Oral Argument / Evidentiary Hearing, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/c63cfbe8-d75a-4039-8a33-1394254f5963.pdf
Standing Decorum Order, Effective February 24, 2026, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/e0ccb441-480f-49ab-8eb7-169236c7dd9a.pdf
Order on February 3, 2026 Hearing Transcript, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/32c06a8c-15f9-4ed8-a841-636df8a3c87c.pdf
Standing Order on Redacting and Filing Transcripts, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/ba670989-d96c-400a-93c1-2b4fa90beeb5.pdf
Rulings and Orders Granting News Media’s Motion to Amend Standing Order for Rule 4-202.04 Notice of Motions for Classification; Granting News Media’s Motion for Attorneys Eyes Only Access to Closure Motions; and Amended Standing Order, 2-23-26	https://andreaburkhart.substack.com/api/v1/file/36ca3e73-f1ca-4100-9fd8-c4b814ddbe71.pdf
Return of Electronic Notification, 2-24-26 (Not obtained)	
Filed: TRANSADMIN TRANSCRIPT for Hearing 02-03-2026, 2-24-26 (Not obtained)	
Ruling and Order Denying Defendant’s Motion to Disqualify Utah County Attorney’s Office, 2-24-26	https://andreaburkhart.substack.com/api/v1/file/1aaa9b97-b203-47f7-9033-71228f43ed5f.pdf
Return of Electronic Notification, 2-25-26 (Not obtained)	
Request for Copy of Audio Records, 2-25-26	
(Previously omitted) Appellate Court Document - Notice of Decision, 1-5-26	https://andreaburkhart.substack.com/api/v1/file/aad806d3-c6f2-4d04-bbc0-540353624552.pdf
Return of Electronic Notification, 2-26-26 (Not obtained)	
Defendant Tyler James Robinson s Motion to Close Portions of the April 17, 2026 Evidentiary Hearing, 2-26-26	https://andreaburkhart.substack.com/api/v1/file/c2978d77-8ba4-4251-953c-3ab81eae445b.pdf
Fee Payment, 3-3-26 (Not obtained - admin entry only)	
Return of Electronic Notification, 3-6-26 (Not obtained)	
News Media Memorandum Opposing Motion to Classify Reply in Support of Motion to Exclude Cameras, 3-6-26	https://andreaburkhart.substack.com/api/v1/file/068c3b71-4343-4a4b-afce-559562ab244e.pdf
State’s Opposition to Defendant s Motion to Classify Reply in Support of Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom as Private, 3-6-26	https://andreaburkhart.substack.com/api/v1/file/b1fc36a6-65cf-4209-b67a-4c87fdcba738.pdf
Order To Transport (3/13/2026), 3-9-26 (Not obtained)	
Return of Electronic Notification, 3-10-26 (Not obtained)	
Request and Order for Electronic Media Coverage of Court Proceedings, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/b8a890d8-2246-4d17-bc63-bf34f9cd9daf.pdf
News Media Motion to Classify Supplemental Memorandum Opposing Motion to Classify Defendants Motion Filed January 9, 2026, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/b06e3ddd-be8c-4163-aaed-0fb3cd746c44.pdf
Request/Notice to Submit News Media Motion to Classify Supplemental Memorandum Opposing Motion to Classify Defendants Motion Filed January 9, 2026, 3-10-26 (Not obtained)	
(Proposed) Proposed Order Granting News Media Motion to Classify Supplemental Memorandum Opposing Motion to Classify Defendants Motion Filed January 9, 2026, 3-10-26 (Not obtained)	
News Media Supplemental Opposition to Motion to Exclude Cameras, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/539e8032-c1b6-4852-8043-ecfdbadef775.pdf
Return of Electronic Notification, 3-11-26 (Not obtained)	
Request/Notice to Submit for Decision Defendant s Motion to Classify Defendant s Motion Filed January 9, 2026 as Private, 3-11-26 (Not obtained)	
UOVC Restitution Notice Claim#1113572, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/a8244e4b-1642-4be9-a392-1fb8cdc69e14.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/3ea0db71-7cf5-44f8-aee9-9b23c497e434.pdf
State’s Response to Defendant s Motion to Close Portions of the April 17, 2026 Evidentiary Hearing, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/b034227f-cb3a-4e3e-88f5-a4344b780e6d.pdf
Return of Electronic Notification, 3-12-26 (Not obtained)	
**** PRIVATE **** Filed: News Media Memorandum Opposing Motion to Close Portions of the April 17, 2026 Evidentiary Hearing, 3-12-26 (Not obtained, not available)	
(Previously omitted) New Media's Supplemental Memorandum Opposing Motion To Classify Defendant's Motion Filed January 9, 2026, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/e95c0d04-ce2d-4d86-be4f-7dabb5353be0.pdf
(Omitted from docket - no item #454)	
(Omitted from docket - no item #455)	
Proposed Order Granting News Media Motion to Classify Supplemental Memorandum Opposing Motion to Classify Defendants Motion Filed January 9, 2026, 3-12-26 (Not obtained)	
Return of Electronic Notification, 3-13-26 (Not obtained)	
(Omitted from docket - No Item #459)	
Rulings And Orders On Classification And Closure Motions, 3-13-26	
Return of Electronic Notification, 3-14-26 (Not obtained)	
Notice of Expert (Dr. Ruva), 3-18-26	https://andreaburkhart.substack.com/api/v1/file/0def5484-b2a1-42c3-a23a-3d73c9b748fd.pdf
Return of Electronic Notification, 3-18-26 (Not obtained)	
(Omitted from docket - No Item #464)	
Return of Electronic Notification, 3-20-26 (Not obtained)	
Defendant Tyler James Robinson’s Motion to Vacate or Continue Preliminary Hearing with Addenda, 3-27-26	https://andreaburkhart.substack.com/api/v1/file/068f64e9-aae3-4e36-a358-9e542302e47d.pdf
Return of Electronic Notification, 3-27-26 (Not obtained)	
(Redacted) Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom, 3-30-26	https://andreaburkhart.substack.com/api/v1/file/f43b97a3-1b00-4aac-bc1b-f6a377d72dc2.pdf
Return of Electronic Notification, 3-30-26 (Not obtained)	
Return of Electronic Notification, 3-31-26 (Not obtained)	https://andreaburkhart.substack.com/api/v1/file/68bca24b-3edf-4b5b-8405-d8f0110e425e.pdf
Notice of Subpoena Duces Tecum (Utah County Sheriff s Department), 4-1-26	
Return of Electronic Notification, 4-1-26 (Not obtained)	
Order to Transport, 4-3-26 (Not obtained)	
Request for Discovery Defendant Tyler James Robinson s Supplemental Request for Discovery, 4-3-26	https://andreaburkhart.substack.com/api/v1/file/e31bfd92-5c97-4c40-9a11-0ea7718403f4.pdf
Return of Electronic Notification, 4-3-26 (Not obtained)	
Memorandum in Opposition to Defendant’s Motion to Vacate the May 18 Preliminary Hearing (dckt 466), 4-3-26	https://andreaburkhart.substack.com/api/v1/file/b5a56212-4efc-416e-9e6e-ff3585bb3912.pdf
Request/Notice to Submit Defendant Tyler James Robinson s Request to Submit Motion to Exclude Cameras, TV Cameras and Microphones from the Courtroom, Oppositions, and Reply (Hearing Scheduled), 4-5-26 (Not obtained)	
Return of Electronic Notification, 4-5-26 (Not obtained)	
Notice of Expert (Dr. Edelman), 4-6-26	https://andreaburkhart.substack.com/api/v1/file/222013c8-a034-40a6-89eb-e8ff768a6d66.pdf
Amended Notice of Exert (Dr. Ruva), 4-6-26	https://andreaburkhart.substack.com/api/v1/file/ca2a36e6-8309-4091-89fe-94a8caf3cb95.pdf
Return of Electronic Notification, 4-6-26 (Not obtained)	
Return of Electronic Notification, 4-7-26 (Not obtained)	
Notice of Appearance as Counsel of Record, 4-8-26	https://andreaburkhart.substack.com/api/v1/file/27e51a7e-f5ad-40e5-b250-4adb0a1787fa.pdf
Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission of Jeffrey A. Neiman, 4-8-26	https://andreaburkhart.substack.com/api/v1/file/d1c10d14-36f0-4452-bc1e-056525cf5f47.pdf
Request/Notice to Submit for Decision Re Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission of Jeffrey A. Neiman, 4-8-26 (Not obtained)	
Order (Proposed) Granting Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission, 4-8-26 (Not obtained)	
Return of Electronic Notification, 4-8-26 (Not obtained)	
Filed: TRANSADMIN TRANSCRIPT for Hearing 03-13-2026, 4-10-26 (Not obtained)	
Filed: TRANSADMIN TRANSCRIPT for Hearing 02-24-2026, 4-10-26 (Not obtained)	
Defendant Tyler James Robinson’s Reply in Support of Motion to Vacate or Continue Preliminary Hearing, 4-10-26	https://andreaburkhart.substack.com/api/v1/file/1f0e47b9-1884-4af8-9218-839d96ab9d56.pdf
Return of Electronic Notification, 4-10-26 (Not obtained)	
State’s Objection to Defendant’s Supplemental Request for Discovery, 4-10-26	https://andreaburkhart.substack.com/api/v1/file/406a33f6-2973-474f-8dc4-242f80aa04f4.pdf
Corrected Notice of Subpoena Duces Tecum to Utah County Sheriff’s Office, 4-13-26 (Not obtained)	
Return of Electronic Notification, 4-13-26 (Not obtained)	
Request and Order for Electronic Media Coverage of Court Proceedings, 4-14-26	https://andreaburkhart.substack.com/api/v1/file/a26bcfa5-ca19-4b16-81f0-586be76591e5.pdf
Order Granting Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission, 4-14-26	https://andreaburkhart.substack.com/api/v1/file/79960456-1553-49f9-bf78-a9bbf806104a.pdf
Return of Electronic Notification, 4-14-26 (Not obtained)	
Return of Electronic Notification, 4-15-26 (Not obtained)	
Motion for OSC for Contempt and Motion to Compel, 4-16-26	https://andreaburkhart.substack.com/api/v1/file/e9c04837-ad73-4c7d-8d0e-dcb1783a51ce.pdf
Declaration of Counsel in Support of OSC, 4-16-26	https://andreaburkhart.substack.com/api/v1/file/efaa1999-45fe-4327-ae89-cb045c016b41.pdf
Return of Electronic Notification, 4-16-26 (Not obtained)	
Return of Electronic Notification, 4-23-26 (Not obtained)	
UOVC Restitution Notice Claim #1113630, 4-27-26	
Return of Electronic Notification, 4-27-26 (Not obtained)	
Opposition to Motion for an Order to Show Cause for Alleged Contempt of Court and for an Order Compelling Discovery Related to the Alleged Contempt, 4-30-26	https://andreaburkhart.substack.com/api/v1/file/4af4647b-3b50-4645-a030-f1cf4b1e87ee.pdf
Return of Electronic Notification, 4-30-26 (Not obtained)	
***Unavailable***Transcript of: Motion Hearing (4/17/26)	
Motion in Limine to Close Portions of Preliminary Hearing and Seal Particular Exhibits, 5-1-26	https://andreaburkhart.substack.com/api/v1/file/13d72bbe-31d6-4684-b2f7-be12a8f0fa3e.pdf
Return of Electronic Notification, 5/1/26 (Not obtained)	
Supplemental Notice re: State’s Evidence at Preliminary Hearing, 5-1-26	https://andreaburkhart.substack.com/api/v1/file/8c8162b3-6009-4ff7-bdc4-6118d303ea0e.pdf
Return of Electronic Notification, 5-1-26 (Not obtained)	
Return of Electronic Notification, 5-2-26 (Not obtained)	
**** PRIVATE **** Non-Public Information Defendant’s Status Report, 5-4-26 (Not obtained)	
Return of Electronic Notification, 5-6-26 (Not obtained)	
(Omitted from docket - No item #120)	
Order to Appear, 5-5-26	https://andreaburkhart.substack.com/api/v1/file/7706944c-d5bd-4b0c-8775-6e00d9bd70bd.pdf
State’s Preliminary Hearing Witness and Exhibit List, 5-6-26	https://andreaburkhart.substack.com/api/v1/file/59f61407-2811-4027-90d5-a611f4d21098.pdf
Defendant Tyler James Robinson’s Motion in Limine to Preclude the Utilization of Art. I sec. 12 and Rule 1102 to Sanction the Admissibility of Hearsay Evidence to Establish Probable Cause at the Prelim, 5-6-26	https://andreaburkhart.substack.com/api/v1/file/f3398ee6-907a-4c70-8563-c9aae27f59d1.pdf
Reply to Opposition to Motion for an Order to Show Cause for Alleged Contempt of Court and for an Order Compelling Discovery Relating to the Alleged Contempt, 5-7-26	https://andreaburkhart.substack.com/api/v1/file/c3538aaa-f964-4d55-af14-cde8e3f72dab.pdf
Return of Electronic Notification, 5/7/26 (Not obtained)	
Request/Notice to Submit Motion for an Order to Show Cause for Alleged Contempt of Court and for an Order Compelling Discovery Relating to the Alleged Contempt, 5-7-26 (Not obtained)	
Return of Electronic Notification, 5-7-26 (Not obtained)	
Objection to Defendant s Motion in Limine to Prelude the Utilization of Article I, Section 12 of the Utah Constitution and Rule 1102 of the Utah Rules of Evidence at the Preliminary Hearing, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/f8cbe917-5fc2-4347-b852-599c60ae6e51.pdf
Objection to Defendant s Motion in Limine to Close Portions of the Preliminary Hearing and Seal Exhibits, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/5a3c8d5d-d384-4355-a543-9b1fe0985ffc.pdf
Return of Electronic Notification, 5-8-26 (Not obtained)	
Ruling and Order on Defendant's Motion to Vacate or Continue Preliminary Hearing Pending Discovery and to Permit Constitutionally Adequate Time for Preparation, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/7f76a6a0-57cd-49e1-9c8a-c6292b92bfb1.pdf
Ruling and Order on Defendant's Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom (Docket 305) and Standing Order on Electronic Media Coverage Requests, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/eae0b483-1222-4fd2-b202-d40ed3c227d3.pdf
Certificate of Service: Notice to Attorney General, 5-8-26 (Not obtained)	
(Omitted from docket - no item # 539)	
Request and Order for Electronic Media Coverage of Court Proceedings, 5-11-26	https://andreaburkhart.substack.com/api/v1/file/caac9a0c-9f5b-4a2e-840c-12586e348fe6.pdf
Return of Electronic Notification, 5-12-26 (Not obtained)	
Ruling on the Record, 5-12-26	https://andreaburkhart.substack.com/api/v1/file/5731f157-5788-4f3e-aed2-3446937b8d0b.pdf
Return of Electronic Notification, 5-13-26 (Not obtained)	
Order to Transport, 5-14-26 (Not obtained)	
Return of Electronic Notification, 5-16-26 (Not obtained)	
Opposition to Defendant’s Motion to Close Portions of Preliminary Hearing and Seal Exhibits, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/bedd7084-99b7-43c4-af6e-4c8ecc932ad0.pdf
Return of Electronic Notification, 5-15-26 (Not obtained)	
State’s Response to Tyler James Robinson’s Motion in Limine, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/680b7731-7d12-4eed-bf10-1a52222e511b.pdf
Corrected State’s Response to Tyler James Robinson’s Motion in Limine, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/bc7b6aad-2192-4a27-ba5d-4679e995a260.pdf
Reply in Support of Motion to Close/Seal Portions of Preliminary Hearing, 5-18-26	https://andreaburkhart.substack.com/api/v1/file/406202df-cf86-426e-b226-3eb36fc69496.pdf
Return of Electronic Notification, 5-18-26 (Not obtained)	
Return of Electronic Notification, 5-20-26 (Not obtained)	
Request and Order for Electronic Media Coverage of Court Proceedings, 5-19-26	https://andreaburkhart.substack.com/api/v1/file/e9c6a582-e908-4530-aa00-77bc1847a6af.pdf
Return of Electronic Notification, 5-21-26 (Not obtained)	
Opposition to Defendant’s Motion to Preclude Hearsay at Preliminary Hearing, 5-27-26	https://andreaburkhart.substack.com/api/v1/file/b472b5cf-d023-4c81-8803-35045f2790f7.pdf
Return of Electronic Notification, 5-27-26 (Not obtained)	
Notice of Filing: Petition for Permission to Appeal from Interlocutory Order, 5-29-26	https://andreaburkhart.substack.com/api/v1/file/ecafa2e9-6b8e-4401-9b1e-5953aba03a40.pdf
Return of Electronic Notification, 5-29-26 (Not obtained)	
