tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
CONTROL-LUFTHANSA,2024-04-03,2024-04-03,0,EDDB,Berlin Brandenburg Airport,0.84,2024-04-03T08:02:11.630000Z,EDDH,Hamburg Helmut Schmidt Airport,0.69,2024-04-03T15:40:51.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-03,2024-04-04,1,EDDH,Hamburg Helmut Schmidt Airport,0.69,2024-04-03T16:34:25.170000Z,EDDM,Munich Airport,1.19,2024-04-04T12:06:34.010000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2024-04-03,2024-04-03,0,EGGP,Liverpool John Lennon Airport,0.39,2024-04-03T21:22:04.600000Z,EIDW,Dublin Airport,0.67,2024-04-03T21:54:14.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2024-04-03,2024-04-03,0,KVNY,Van Nuys Airport,0.85,2024-04-03T06:28:26.570000Z,KTEB,Teterboro Airport,0.88,2024-04-03T10:59:52.220000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2024-04-03,2024-04-04,1,KTEB,Teterboro Airport,0.88,2024-04-03T10:59:52.220000Z,KVNY,Van Nuys Airport,0.74,2024-04-04T19:44:48.380000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2024-04-03,2024-04-03,0,KOAK,Oakland San Francisco Bay Airport,0.64,2024-04-03T19:17:50.840000Z,KSDL,Scottsdale Airport,0.04,2024-04-03T20:56:44.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-04,2024-04-04,0,EDDM,Munich Airport,1.1,2024-04-04T16:37:48.210000Z,LBSF,Sofia Airport,0.77,2024-04-04T20:01:43.300000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-04,2024-04-15,11,LBSF,Sofia Airport,0.77,2024-04-04T20:04:57.840000Z,EDDM,Munich Airport,0.73,2024-04-15T17:42:57.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,10,no,yes,GAP -- aircraft unobserved for 10 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2024-04-04,2024-04-14,10,EIDW,Dublin Airport,0.83,2024-04-04T12:02:26.690000Z,LEGE,Girona-Costa Brava Airport,0.43,2024-04-14T19:43:42.970000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,9,no,yes,GAP -- aircraft unobserved for 9 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2024-04-04,2024-04-05,1,KSDL,Scottsdale Airport,1.23,2024-04-04T03:33:05.360000Z,KVNY,Van Nuys Airport,0.65,2024-04-05T18:03:18.430000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2024-04-05,2024-04-07,2,KORL,Orlando Executive Airport,0.53,2024-04-05T15:48:28.460000Z,KSAN,San Diego International Airport,0.2,2024-04-07T20:09:35.270000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2024-04-05,2024-04-07,2,KVNY,Van Nuys Airport,0.65,2024-04-05T18:32:35.560000Z,KSDL,Scottsdale Airport,0.67,2024-04-07T19:53:00.330000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2024-04-06,2024-05-06,30,VHHH,Hong Kong International Airport,2.37,2024-04-06T02:49:16.040000Z,LSZH,Zürich Airport,1.51,2024-05-06T11:29:19.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,29,no,yes,GAP -- aircraft unobserved for 29 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2024-04-07,2024-04-10,3,KSAN,San Diego International Airport,0.2,2024-04-07T20:45:30.200000Z,KSDL,Scottsdale Airport,0.12,2024-04-10T04:20:26.700000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2024-04-07,2024-04-08,1,KSDL,Scottsdale Airport,1.24,2024-04-07T20:49:14.870000Z,KSBA,Santa Barbara Municipal Airport,0.6,2024-04-08T18:57:08.660000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2024-04-08,2024-04-08,0,KSBA,Santa Barbara Municipal Airport,0.52,2024-04-08T19:56:55.890000Z,KSDL,Scottsdale Airport,0.62,2024-04-08T23:08:47.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2024-04-08,2024-04-09,1,KSDL,Scottsdale Airport,0.62,2024-04-08T23:40:36.700000Z,KSLC,Salt Lake City International Airport,1.79,2024-04-09T00:55:29.870000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2024-04-09,2024-04-09,0,KSDL,Scottsdale Airport,0.94,2024-04-09T17:06:44.210000Z,KSNA,John Wayne Orange County International Airport,0.75,2024-04-09T18:29:14.010000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2024-04-09,2024-04-24,15,KSNA,John Wayne Orange County International Airport,0.75,2024-04-09T18:29:39.080000Z,KSDL,Scottsdale Airport,1.27,2024-04-24T16:00:11.220000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,14,no,yes,GAP -- aircraft unobserved for 14 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2024-04-09,2024-04-09,0,KSLC,Salt Lake City International Airport,1.82,2024-04-09T14:34:31.200000Z,KUDD,Bermuda Dunes Airport,0.54,2024-04-09T18:20:09.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2024-04-09,2024-04-10,1,KUDD,Bermuda Dunes Airport,0.54,2024-04-09T18:21:43.460000Z,KSDL,Scottsdale Airport,0.66,2024-04-10T18:25:26.750000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2024-04-10,2024-04-10,0,KSDL,Scottsdale Airport,0.66,2024-04-10T19:06:36.820000Z,KSFO,San Francisco International Airport,0.35,2024-04-10T23:48:12.570000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2024-04-11,2024-04-23,12,KSDL,Scottsdale Airport,0.63,2024-04-11T13:02:00.130000Z,KPHX,Phoenix Sky Harbor International Airport,0.86,2024-04-23T02:22:05.800000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,11,no,yes,GAP -- aircraft unobserved for 11 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2024-04-11,2024-04-11,0,KSFO,San Francisco International Airport,0.59,2024-04-11T03:47:49.430000Z,KSJC,Mineta San Jose International Airport,0.59,2024-04-11T17:54:32.870000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2024-04-11,2024-04-11,0,KSJC,Mineta San Jose International Airport,1.01,2024-04-11T20:19:46.380000Z,KSAN,San Diego International Airport,0.94,2024-04-11T21:25:33.020000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2024-04-11,2024-04-21,10,KSAN,San Diego International Airport,1.02,2024-04-11T22:56:14.330000Z,KMRY,Monterey Regional Airport,0.66,2024-04-21T02:14:41.860000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,9,no,yes,GAP -- aircraft unobserved for 9 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2024-04-14,2024-04-16,2,LEGE,Girona-Costa Brava Airport,0.43,2024-04-14T20:35:34.570000Z,EGHH,Bournemouth Airport,0.72,2024-04-16T05:39:54.370000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2024-04-15,2024-04-16,1,EDDM,Munich Airport,0.73,2024-04-15T17:45:58.620000Z,EHAM,Amsterdam Airport Schiphol,0.82,2024-04-16T14:28:21.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2024-04-16,2024-04-18,2,EHAM,Amsterdam Airport Schiphol,0.76,2024-04-16T19:28:33.210000Z,EDDM,Munich Airport,1.24,2024-04-18T05:19:55.040000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2024-04-16,2024-04-16,0,EGHH,Bournemouth Airport,0.72,2024-04-16T05:46:01.660000Z,LEMG,Málaga-Costa del Sol Airport,0.43,2024-04-16T08:55:18.320000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-16,2024-04-16,0,LEMG,Málaga-Costa del Sol Airport,0.43,2024-04-16T09:00:35.620000Z,EGHH,Bournemouth Airport,0.52,2024-04-16T11:37:23.640000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-16,2024-04-16,0,EGHH,Bournemouth Airport,0.41,2024-04-16T16:14:09.500000Z,LEPA,Palma de Mallorca Airport,0.78,2024-04-16T18:01:30.300000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-16,2024-04-16,0,LEPA,Palma de Mallorca Airport,0.34,2024-04-16T19:29:30.400000Z,EGHH,Bournemouth Airport,0.45,2024-04-16T21:41:43.630000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-18,2024-04-19,1,EDDM,Munich Airport,1.24,2024-04-18T05:19:55.040000Z,LOWW,Vienna International Airport,0.83,2024-04-19T05:50:10.500000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2024-04-18,2024-04-18,0,EGHH,Bournemouth Airport,0.4,2024-04-18T05:38:28.350000Z,LEPA,Palma de Mallorca Airport,0.59,2024-04-18T07:27:09.070000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-18,2024-04-18,0,LEPA,Palma de Mallorca Airport,0.68,2024-04-18T08:30:55.940000Z,EGHH,Bournemouth Airport,0.51,2024-04-18T10:45:30.710000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-18,2024-04-18,0,EGHH,Bournemouth Airport,0.41,2024-04-18T11:50:12.550000Z,GCTS,Tenerife Sur Airport,0.88,2024-04-18T15:38:47.400000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-18,2024-04-18,0,GCTS,Tenerife Sur Airport,0.88,2024-04-18T16:30:28.160000Z,EGHH,Bournemouth Airport,0.47,2024-04-18T20:13:21.310000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-18,2024-04-20,2,EGHH,Bournemouth Airport,0.47,2024-04-18T20:19:40.510000Z,LQSA,Sarajevo International Airport,3.17,2024-04-20T08:45:35.060000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BND,2024-04-18,2024-04-19,1,LGPZ,Aktion National Airport,3.98,2024-04-18T08:52:06.650000Z,KSLC,Salt Lake City International Airport,1.66,2024-04-19T20:03:15.300000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2024-04-19,2024-04-19,0,LOWW,Vienna International Airport,0.55,2024-04-19T07:34:32.920000Z,LOWL,Linz-Hörsching Airport,0.5,2024-04-19T07:32:33.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-19,2024-04-19,0,LOWL,Linz-Hörsching Airport,0.5,2024-04-19T08:26:12.800000Z,EDDM,Munich Airport,0.92,2024-04-19T09:39:02.250000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-19,2024-04-20,1,EDDM,Munich Airport,0.77,2024-04-19T19:21:20.660000Z,LBSF,Sofia Airport,0.77,2024-04-20T16:09:26.870000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
SU-BND,2024-04-19,2024-04-19,0,KSLC,Salt Lake City International Airport,1.66,2024-04-19T20:07:56.960000Z,KPVU,Provo Municipal Airport,1.03,2024-04-19T21:33:34.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-20,2024-04-21,1,LBSF,Sofia Airport,0.77,2024-04-20T17:04:00.920000Z,LICC,Catania-Fontanarossa Airport,1.24,2024-04-21T04:22:17.820000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2024-04-20,2024-04-20,0,LQSA,Sarajevo International Airport,3.17,2024-04-20T08:45:38.760000Z,LGRP,"Rhodes International Airport ""Diagoras""",0.36,2024-04-20T10:21:34.390000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-20,2024-04-20,0,LGRP,"Rhodes International Airport ""Diagoras""",0.36,2024-04-20T10:24:28.390000Z,LIRA,Ciampino–G. B. Pastine International Airport,0.32,2024-04-20T17:20:42.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,LICC,Catania-Fontanarossa Airport,1.24,2024-04-21T04:24:38.320000Z,EDDM,Munich Airport,0.78,2024-04-21T06:12:14Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDM,Munich Airport,1.0,2024-04-21T07:37:17.600000Z,EDDB,Berlin Brandenburg Airport,0.19,2024-04-21T08:35:12.390000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDB,Berlin Brandenburg Airport,0.59,2024-04-21T09:35:04.360000Z,EDDM,Munich Airport,0.78,2024-04-21T10:27:22.660000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDM,Munich Airport,1.06,2024-04-21T11:40:53.530000Z,EDDL,Düsseldorf Airport,0.49,2024-04-21T12:32:32.940000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDL,Düsseldorf Airport,1.02,2024-04-21T13:50:35.850000Z,EDDM,Munich Airport,0.71,2024-04-21T14:46:05.070000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDM,Munich Airport,1.1,2024-04-21T15:51:18.050000Z,EDDL,Düsseldorf Airport,0.8,2024-04-21T16:44:52.900000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDL,Düsseldorf Airport,1.33,2024-04-21T18:06:22.230000Z,EDDM,Munich Airport,0.86,2024-04-21T18:53:57.720000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-21,2024-04-21,0,EDDM,Munich Airport,0.89,2024-04-21T20:28:50.380000Z,EDDK,Cologne Bonn Airport,1.95,2024-04-21T21:15:35.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2024-04-21,2024-04-23,2,KMRY,Monterey Regional Airport,0.66,2024-04-21T02:42:53.370000Z,KWVI,Watsonville Municipal Airport,2.92,2024-04-23T16:45:55.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2024-04-22,2024-04-23,1,EDDK,Cologne Bonn Airport,1.93,2024-04-22T04:20:20.730000Z,EPKK,Kraków John Paul II International Airport,1.13,2024-04-23T03:53:09.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2024-04-22,2024-04-28,6,LIRA,Ciampino–G. B. Pastine International Airport,0.33,2024-04-22T07:06:18.610000Z,LEMD,Adolfo Suárez Madrid–Barajas Airport,1.79,2024-04-28T07:19:12.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,5,no,yes,GAP -- aircraft unobserved for 5 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EPKK,Kraków John Paul II International Airport,1.13,2024-04-23T04:01:24.920000Z,EDDM,Munich Airport,0.87,2024-04-23T05:10:23.190000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EDDM,Munich Airport,0.91,2024-04-23T10:40:22.250000Z,EDDW,Bremen Airport,0.88,2024-04-23T12:20:41.760000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EDDW,Bremen Airport,0.88,2024-04-23T12:27:07.260000Z,EDDM,Munich Airport,0.68,2024-04-23T13:21:26.670000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EDDM,Munich Airport,0.85,2024-04-23T14:32:33.250000Z,EDDH,Hamburg Helmut Schmidt Airport,0.75,2024-04-23T15:30:32.760000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EDDH,Hamburg Helmut Schmidt Airport,0.75,2024-04-23T16:24:45.860000Z,EDDM,Munich Airport,0.71,2024-04-23T17:29:47.460000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-23,0,EDDM,Munich Airport,1.03,2024-04-23T19:17:50.090000Z,EDDL,Düsseldorf Airport,0.94,2024-04-23T20:13:16.500000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-23,2024-04-24,1,EDDL,Düsseldorf Airport,0.94,2024-04-23T20:13:59.140000Z,EDDH,Hamburg Helmut Schmidt Airport,0.71,2024-04-24T15:28:14.210000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2024-04-23,2024-04-24,1,KVNY,Van Nuys Airport,1.05,2024-04-23T21:33:15.430000Z,KMDW,Chicago Midway International Airport,0.58,2024-04-24T19:38:27.860000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2024-04-23,2024-04-23,0,KPHX,Phoenix Sky Harbor International Airport,0.86,2024-04-23T02:48:19.630000Z,KSDL,Scottsdale Airport,1.18,2024-04-23T16:13:02.150000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2024-04-23,2024-04-23,0,KSDL,Scottsdale Airport,1.18,2024-04-23T16:13:25.900000Z,KSLC,Salt Lake City International Airport,2.01,2024-04-23T17:24:37.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Salt Lake City,UT|2024-04-23|Charlie|1.5"
N872RA,2024-04-23,2024-05-05,12,KWVI,Watsonville Municipal Airport,2.92,2024-04-23T16:46:28.410000Z,KSDL,Scottsdale Airport,0.61,2024-05-05T18:20:29.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,11,no,yes,GAP -- aircraft unobserved for 11 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2024-04-24,2024-04-27,3,EDDH,Hamburg Helmut Schmidt Airport,0.93,2024-04-24T16:31:35.480000Z,EDDM,Munich Airport,1.16,2024-04-27T05:46:35.030000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2024-04-24,2024-05-06,12,KMDW,Chicago Midway International Airport,0.58,2024-04-24T19:40:08.290000Z,KVNY,Van Nuys Airport,0.79,2024-05-06T14:27:47.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,11,no,yes,GAP -- aircraft unobserved for 11 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2024-04-24,2024-04-24,0,KSLC,Salt Lake City International Airport,2.38,2024-04-24T03:18:47.830000Z,KSDL,Scottsdale Airport,0.2,2024-04-24T04:31:59.580000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Salt Lake City,UT|2024-04-23|Charlie|1.6"
N582MM,2024-04-24,2024-04-24,0,KSDL,Scottsdale Airport,0.2,2024-04-24T05:33:58.250000Z,KPHX,Phoenix Sky Harbor International Airport,1.26,2024-04-24T05:27:33.290000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2024-04-24,2024-06-01,38,KPHX,Phoenix Sky Harbor International Airport,1.97,2024-04-24T15:50:02.970000Z,KISP,Long Island MacArthur Airport,0.6,2024-06-01T15:28:03.220000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,HELD_BY_ADSBEXCHANGE-SAMPLES,37,yes,yes,GAP -- aircraft unobserved for 37 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,EDDM,Munich Airport,1.16,2024-04-27T06:33:38.830000Z,LOWW,Vienna International Airport,0.75,2024-04-27T05:53:28.520000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,LOWW,Vienna International Airport,1.18,2024-04-27T08:19:54.420000Z,EDDM,Munich Airport,2.3,2024-04-27T09:51:17.740000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,EDDM,Munich Airport,2.3,2024-04-27T10:09:45.360000Z,LHBP,Budapest Liszt Ferenc International Airport,0.6,2024-04-27T11:05:09.990000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,LHBP,Budapest Liszt Ferenc International Airport,0.6,2024-04-27T11:57:47.080000Z,EDDM,Munich Airport,0.98,2024-04-27T13:00:30.760000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,EDDM,Munich Airport,1.23,2024-04-27T15:29:59.710000Z,EDDH,Hamburg Helmut Schmidt Airport,0.67,2024-04-27T16:28:27.370000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,EDDH,Hamburg Helmut Schmidt Airport,1.04,2024-04-27T17:25:17.510000Z,EDDM,Munich Airport,0.79,2024-04-27T18:32:49.610000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-27,0,EDDM,Munich Airport,0.84,2024-04-27T20:04:37.860000Z,EDDW,Bremen Airport,0.24,2024-04-27T20:59:33.530000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2024-04-27,2024-04-28,1,EDDW,Bremen Airport,0.24,2024-04-27T21:02:50.190000Z,EHAM,Amsterdam Airport Schiphol,1.62,2024-04-28T08:28:05.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2024-04-28,2024-04-29,1,EHAM,Amsterdam Airport Schiphol,0.84,2024-04-28T19:42:39.170000Z,EDDM,Munich Airport,1.02,2024-04-29T07:03:50.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2024-04-28,2024-04-28,0,LEMD,Adolfo Suárez Madrid–Barajas Airport,1.79,2024-04-28T08:17:22.980000Z,EBBR,Brussels Airport,0.69,2024-04-28T11:57:53.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2024-04-28,2024-04-28,0,EBBR,Brussels Airport,0.69,2024-04-28T12:54:11.260000Z,LPPR,Francisco de Sá Carneiro Airport,4.48,2024-04-28T15:09:08.820000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
