sweep_date,tail,source,circle_key,circle_kind,city,state,event_date,offset_days,who,points_in_circle,on_ground_in_circle,min_dist_mi,ground_lat,ground_lon,passed_geo_sweep_prefilter,trace_file
2025-10-20,N102DZ,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,33,False,42.27,,,True,N102DZ/data/recovered/N102DZ_2025-10-20_airplanes-live_trace_full.json.gz
2025-10-21,N102DZ,airplanes-live,20251021_bloomington,event,Bloomington,IN,2025-10-21,0,TPUSA,87,False,42.31,,,True,N102DZ/data/recovered/N102DZ_2025-10-21_airplanes-live_trace_full.json.gz
2025-10-21,N102DZ,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,78,False,2.63,,,True,N102DZ/data/recovered/N102DZ_2025-10-21_airplanes-live_trace_full.json.gz
2025-10-21,N582MM,airplanes-live,20251021_bloomington,event,Bloomington,IN,2025-10-21,0,TPUSA,173,False,42.26,,,True,N582MM/data/recovered/N582MM_2025-10-21_airplanes-live_trace_full.json.gz
2025-10-21,N582MM,airplanes-live,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,18,False,49.07,,,True,N582MM/data/recovered/N582MM_2025-10-21_airplanes-live_trace_full.json.gz
2025-10-22,N102DZ,airplanes-live,20251021_bloomington,event,Bloomington,IN,2025-10-21,1,TPUSA,107,False,33.83,,,True,N102DZ/data/recovered/N102DZ_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-22,N102DZ,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,56,False,32.31,,,True,N102DZ/data/recovered/N102DZ_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-22,N102DZ,airplanes-live,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,85,False,36.59,,,True,N102DZ/data/recovered/N102DZ_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-22,N582MM,airplanes-live,20251021_bloomington,event,Bloomington,IN,2025-10-21,1,TPUSA,167,False,17.33,,,True,N582MM/data/recovered/N582MM_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-22,N582MM,airplanes-live,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,94,False,16.87,,,True,N582MM/data/recovered/N582MM_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-22,N872RA,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,169,False,17.13,,,True,N872RA/data/recovered/N872RA_2025-10-22_airplanes-live_trace_full.json.gz
2025-10-28,N582MM,airplanes-live,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,355,False,15.6,,,True,N582MM/data/recovered/N582MM_2025-10-28_airplanes-live_trace_full.json.gz
2025-10-29,N102DZ,airplanes-live,20251029_oxford,event,Oxford,MS,2025-10-29,0,TPUSA,117,False,7.3,,,True,N102DZ/data/recovered/N102DZ_2025-10-29_airplanes-live_trace_full.json.gz
2025-10-29,N582MM,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,18,False,19.03,,,True,N582MM/data/recovered/N582MM_2025-10-29_airplanes-live_trace_full.json.gz
2025-10-30,N102DZ,airplanes-live,20251029_oxford,event,Oxford,MS,2025-10-29,1,TPUSA,95,False,3.66,,,True,N102DZ/data/recovered/N102DZ_2025-10-30_airplanes-live_trace_full.json.gz
2025-10-30,N102DZ,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,72,False,10.17,,,True,N102DZ/data/recovered/N102DZ_2025-10-30_airplanes-live_trace_full.json.gz
2025-10-30,N872RA,airplanes-live,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,74,False,5.76,,,True,N872RA/data/recovered/N872RA_2025-10-30_airplanes-live_trace_full.json.gz
