sweep_date,circle_key,circle_kind,city,state,event_date,offset_days,who,entering,on_ground,notable_ground_all,notable_ground_excl_airliner
2023-12-19,20231218_phoenix,event,Phoenix,AZ,2023-12-18,1,Charlie,2033,956,112,91
2023-12-19,20231219_phoenix,event,Phoenix,AZ,2023-12-19,0,Charlie,2033,956,112,91
2023-12-19,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,995,128,27,24
2023-12-19,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,948,0,0,0
2023-12-19,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,779,2,0,0
2023-12-19,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,801,0,0,0
2023-12-19,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,304,0,0,0
2023-12-19,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,621,2,0,0
2023-12-20,20231219_phoenix,event,Phoenix,AZ,2023-12-19,1,Charlie,2059,1022,135,109
2023-12-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1027,142,26,22
2023-12-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1052,0,0,0
2023-12-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,887,0,0,0
2023-12-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,934,0,0,0
2023-12-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,347,0,0,0
2023-12-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,733,3,0,0
2024-01-30,20240129_las_vegas,event,Las Vegas,NV,2024-01-29,1,Charlie,1455,260,40,31
2024-01-30,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,0,Charlie,1455,260,40,31
2024-01-30,20240131_las_vegas,event,Las Vegas,NV,2024-01-31,-1,Charlie,1455,260,40,31
2024-01-30,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1033,151,22,20
2024-01-30,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,931,0,0,0
2024-01-30,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,770,0,0,0
2024-01-30,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,808,0,0,0
2024-01-30,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,324,0,0,0
2024-01-30,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,569,0,0,0
2024-01-31,20240130_las_vegas,event,Las Vegas,NV,2024-01-30,1,Charlie,1474,284,56,46
2024-01-31,20240131_las_vegas,event,Las Vegas,NV,2024-01-31,0,Charlie,1474,284,56,46
2024-01-31,20240201_las_vegas,event,Las Vegas,NV,2024-02-01,-1,Charlie,1474,284,56,46
2024-01-31,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1024,149,28,25
2024-01-31,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,917,0,0,0
2024-01-31,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,843,0,0,0
2024-01-31,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,879,1,0,0
2024-01-31,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,305,0,0,0
2024-01-31,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,614,2,0,0
2024-02-01,20240131_las_vegas,event,Las Vegas,NV,2024-01-31,1,Charlie,1418,198,39,30
2024-02-01,20240201_las_vegas,event,Las Vegas,NV,2024-02-01,0,Charlie,1418,198,39,30
2024-02-01,20240202_las_vegas,event,Las Vegas,NV,2024-02-02,-1,Charlie,1418,198,39,30
2024-02-01,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1039,167,31,27
2024-02-01,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1007,0,0,0
2024-02-01,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,826,0,0,0
2024-02-01,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,908,0,0,0
2024-02-01,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,313,0,0,0
2024-02-01,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,577,0,0,0
2024-02-02,20240201_las_vegas,event,Las Vegas,NV,2024-02-01,1,Charlie,1534,252,52,38
2024-02-02,20240202_las_vegas,event,Las Vegas,NV,2024-02-02,0,Charlie,1534,252,52,38
2024-02-02,20240203_las_vegas,event,Las Vegas,NV,2024-02-03,-1,Charlie,1534,252,52,38
2024-02-02,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1018,121,24,21
2024-02-02,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,994,0,0,0
2024-02-02,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,809,1,0,0
2024-02-02,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,887,0,0,0
2024-02-02,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,302,0,0,0
2024-02-02,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,598,0,0,0
2024-02-03,20240202_las_vegas,event,Las Vegas,NV,2024-02-02,1,Charlie,1470,290,40,28
2024-02-03,20240203_las_vegas,event,Las Vegas,NV,2024-02-03,0,Charlie,1470,290,40,28
2024-02-03,20240204_las_vegas,event,Las Vegas,NV,2024-02-04,-1,Charlie,1470,290,40,28
2024-02-03,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,789,104,13,11
2024-02-03,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,982,1,0,0
2024-02-03,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,669,1,1,1
2024-02-03,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,696,0,0,0
2024-02-03,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,265,0,0,0
2024-02-03,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,546,0,0,0
2024-02-04,20240203_las_vegas,event,Las Vegas,NV,2024-02-03,1,Charlie,1405,349,68,52
2024-02-04,20240204_las_vegas,event,Las Vegas,NV,2024-02-04,0,Charlie,1405,349,68,52
2024-02-04,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,906,108,11,10
2024-02-04,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,931,0,0,0
2024-02-04,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,771,1,0,0
2024-02-04,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,754,0,0,0
2024-02-04,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,249,0,0,0
2024-02-04,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,648,0,0,0
2024-02-05,20240204_las_vegas,event,Las Vegas,NV,2024-02-04,1,Charlie,1186,199,36,28
2024-02-05,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,924,119,19,18
2024-02-05,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,973,0,0,0
2024-02-05,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,843,0,0,0
2024-02-05,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,869,0,0,0
2024-02-05,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,304,0,0,0
2024-02-05,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,620,0,0,0
2024-03-05,20240306_chapel_hill,event,Chapel Hill,NC,2024-03-06,-1,TPUSA,1470,11,1,0
2024-03-05,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1040,113,19,17
2024-03-05,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,972,0,0,0
2024-03-05,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,754,0,0,0
2024-03-05,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,707,0,0,0
2024-03-05,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,290,0,0,0
2024-03-05,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,605,0,0,0
2024-03-06,20240306_chapel_hill,event,Chapel Hill,NC,2024-03-06,0,TPUSA,1416,4,0,0
2024-03-06,20240307_san_luis_obispo,event,San Luis Obispo,CA,2024-03-07,-1,Charlie,634,3,0,0
2024-03-06,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,953,119,23,20
2024-03-06,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1015,0,0,0
2024-03-06,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,906,0,0,0
2024-03-06,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,894,0,0,0
2024-03-06,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,291,0,0,0
2024-03-06,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,630,1,0,0
2024-03-07,20240306_chapel_hill,event,Chapel Hill,NC,2024-03-06,1,TPUSA,1813,10,0,0
2024-03-07,20240307_san_luis_obispo,event,San Luis Obispo,CA,2024-03-07,0,Charlie,696,5,1,1
2024-03-07,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,934,124,25,21
2024-03-07,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1142,0,0,0
2024-03-07,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,983,1,0,0
2024-03-07,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,994,0,0,0
2024-03-07,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,288,0,0,0
2024-03-07,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,683,0,0,0
2024-03-08,20240307_san_luis_obispo,event,San Luis Obispo,CA,2024-03-07,1,Charlie,866,5,0,0
2024-03-08,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1009,132,21,17
2024-03-08,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1192,0,0,0
2024-03-08,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,908,0,0,0
2024-03-08,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,647,0,0,0
2024-03-08,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,289,0,0,0
2024-03-08,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,734,1,1,1
2024-03-13,20240314_fullerton,event,Fullerton,CA,2024-03-14,-1,Charlie,3425,757,168,118
2024-03-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1043,118,17,14
2024-03-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1009,0,0,0
2024-03-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,945,0,0,0
2024-03-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,910,0,0,0
2024-03-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,274,0,0,0
2024-03-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,613,1,0,0
2024-03-14,20240314_fullerton,event,Fullerton,CA,2024-03-14,0,Charlie,2702,573,104,61
2024-03-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1098,126,24,21
2024-03-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1168,0,0,0
2024-03-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,769,0,0,0
2024-03-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,945,0,0,0
2024-03-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,263,0,0,0
2024-03-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,670,1,0,0
2024-03-15,20240314_fullerton,event,Fullerton,CA,2024-03-14,1,Charlie,3543,669,107,79
2024-03-15,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,953,109,8,7
2024-03-15,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,942,0,0,0
2024-03-15,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,921,1,0,0
2024-03-15,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,821,0,0,0
2024-03-15,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,283,0,0,0
2024-03-15,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,614,1,0,0
2024-03-17,20240318_san_diego,event,San Diego,CA,2024-03-18,-1,Charlie,1390,263,27,27
2024-03-17,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1001,98,12,10
2024-03-17,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1137,2,0,0
2024-03-17,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,752,1,0,0
2024-03-17,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,891,0,0,0
2024-03-17,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,226,0,0,0
2024-03-17,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,637,0,0,0
2024-03-18,20240318_san_diego,event,San Diego,CA,2024-03-18,0,Charlie,1446,260,32,32
2024-03-18,20240319_phoenix,event,Phoenix,AZ,2024-03-19,-1,Charlie,2315,1090,115,99
2024-03-18,20240319_pittsburgh,event,Pittsburgh,PA,2024-03-19,-1,TPUSA,1167,20,6,6
2024-03-18,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1037,128,15,15
2024-03-18,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1068,0,0,0
2024-03-18,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,844,0,0,0
2024-03-18,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,977,1,0,0
2024-03-18,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,283,0,0,0
2024-03-18,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,655,0,0,0
2024-03-19,20240318_san_diego,event,San Diego,CA,2024-03-18,1,Charlie,58,7,1,1
2024-03-19,20240319_phoenix,event,Phoenix,AZ,2024-03-19,0,Charlie,93,41,2,2
2024-03-19,20240319_pittsburgh,event,Pittsburgh,PA,2024-03-19,0,TPUSA,57,0,0,0
2024-03-19,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,35,5,1,1
2024-03-19,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,52,0,0,0
2024-03-19,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,35,0,0,0
2024-03-19,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,35,0,0,0
2024-03-19,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,11,0,0,0
2024-03-19,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,23,0,0,0
2024-03-20,20240319_phoenix,event,Phoenix,AZ,2024-03-19,1,Charlie,1844,912,97,74
2024-03-20,20240319_pittsburgh,event,Pittsburgh,PA,2024-03-19,1,TPUSA,1190,35,11,11
2024-03-20,20240321_las_vegas,event,Las Vegas,NV,2024-03-21,-1,Charlie,1582,283,49,40
2024-03-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1086,144,27,24
2024-03-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1111,0,0,0
2024-03-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,911,0,0,0
2024-03-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,934,0,0,0
2024-03-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,303,0,0,0
2024-03-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,614,1,0,0
2024-03-21,20240321_las_vegas,event,Las Vegas,NV,2024-03-21,0,Charlie,1688,308,44,35
2024-03-21,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1062,133,27,24
2024-03-21,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1142,0,0,0
2024-03-21,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,957,0,0,0
2024-03-21,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,995,1,1,1
2024-03-21,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,292,0,0,0
2024-03-21,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,626,1,0,0
2024-03-22,20240321_las_vegas,event,Las Vegas,NV,2024-03-21,1,Charlie,395,45,11,10
2024-03-22,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,219,25,1,0
2024-03-22,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,218,0,0,0
2024-03-22,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,157,0,0,0
2024-03-22,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,192,0,0,0
2024-03-22,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,37,0,0,0
2024-03-22,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,129,0,0,0
2024-03-26,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,936,122,16,13
2024-03-26,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,924,0,0,0
2024-03-26,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,788,0,0,0
2024-03-26,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,853,1,0,0
2024-03-26,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,281,0,0,0
2024-03-26,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,663,0,0,0
2024-03-27,20240327_lubbock,event,Lubbock,TX,2024-03-27,0,Charlie,1,0,0,0
2024-03-27,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1042,147,21,18
2024-03-27,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1027,0,0,0
2024-03-27,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,798,0,0,0
2024-03-27,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,936,1,0,0
2024-03-27,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,300,0,0,0
2024-03-27,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,619,0,0,0
2024-03-28,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,150,18,4,3
2024-03-28,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,160,0,0,0
2024-03-28,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,131,0,0,0
2024-03-28,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,141,0,0,0
2024-03-28,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,51,0,0,0
2024-03-28,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,103,0,0,0
2024-04-02,20240403_lawrence,event,Lawrence,KS,2024-04-03,-1,Charlie,841,7,1,1
2024-04-02,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,966,138,25,22
2024-04-02,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,972,0,0,0
2024-04-02,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,794,0,0,0
2024-04-02,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,897,0,0,0
2024-04-02,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,279,0,0,0
2024-04-02,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,681,0,0,0
2024-04-03,20240403_lawrence,event,Lawrence,KS,2024-04-03,0,Charlie,876,12,0,0
2024-04-03,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1020,130,23,20
2024-04-03,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,870,0,0,0
2024-04-03,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,709,0,0,0
2024-04-03,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,872,0,0,0
2024-04-03,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,269,0,0,0
2024-04-03,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,675,0,0,0
2024-04-04,20240403_lawrence,event,Lawrence,KS,2024-04-03,1,Charlie,1084,32,3,3
2024-04-04,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1096,149,23,20
2024-04-04,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1061,1,1,1
2024-04-04,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,861,1,0,0
2024-04-04,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,1021,3,1,1
2024-04-04,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,265,0,0,0
2024-04-04,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,667,0,0,0
2024-04-08,20240409_omaha,event,Omaha,NE,2024-04-09,-1,Charlie,828,6,3,3
2024-04-08,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1087,136,14,14
2024-04-08,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1174,0,0,0
2024-04-08,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,773,0,0,0
2024-04-08,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,825,0,0,0
2024-04-08,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,288,0,0,0
2024-04-08,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,838,1,0,0
2024-04-09,20240409_omaha,event,Omaha,NE,2024-04-09,0,Charlie,1007,17,10,10
2024-04-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1039,131,20,17
2024-04-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1165,0,0,0
2024-04-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,895,0,0,0
2024-04-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,168,0,0,0
2024-04-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,291,0,0,0
2024-04-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,775,1,0,0
2024-04-10,20240409_omaha,event,Omaha,NE,2024-04-09,1,Charlie,1012,20,7,7
2024-04-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,992,132,22,19
2024-04-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1173,0,0,0
2024-04-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,909,0,0,0
2024-04-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,486,0,0,0
2024-04-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,274,0,0,0
2024-04-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,706,0,0,0
2024-04-22,20240423_salt_lake_city,event,Salt Lake City,UT,2024-04-23,-1,Charlie,1083,484,66,63
2024-04-22,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1021,138,16,16
2024-04-22,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1053,0,0,0
2024-04-22,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,773,0,0,0
2024-04-22,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,857,0,0,0
2024-04-22,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,301,0,0,0
2024-04-22,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,680,0,0,0
2024-04-23,20240423_salt_lake_city,event,Salt Lake City,UT,2024-04-23,0,Charlie,1041,525,90,79
2024-04-23,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1167,151,23,21
2024-04-23,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1056,0,0,0
2024-04-23,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,802,0,0,0
2024-04-23,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,904,1,0,0
2024-04-23,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,320,0,0,0
2024-04-23,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,666,0,0,0
2024-04-24,20240423_salt_lake_city,event,Salt Lake City,UT,2024-04-23,1,Charlie,1179,531,88,79
