sweep_date,circle_key,circle_kind,city,state,event_date,offset_days,who,entering,on_ground,notable_ground_all,notable_ground_excl_airliner
2025-04-11,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,966,2,0,0
2025-04-11,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,418,1,0,0
2025-04-11,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,686,0,0,0
2025-04-12,20250411_east_lansing,event,East Lansing,MI,2025-04-11,1,Charlie,1386,25,6,6
2025-04-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,998,143,16,14
2025-04-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1214,0,0,0
2025-04-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,763,5,1,1
2025-04-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,832,1,0,0
2025-04-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,331,0,0,0
2025-04-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,640,0,0,0
2025-04-21,20250422_college_station,event,College Station,TX,2025-04-22,-1,Charlie,1285,3,1,1
2025-04-21,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1043,135,11,11
2025-04-21,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1311,111,15,14
2025-04-21,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,933,7,0,0
2025-04-21,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,890,0,0,0
2025-04-21,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,395,83,13,13
2025-04-21,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,702,0,0,0
2025-04-22,20250422_college_station,event,College Station,TX,2025-04-22,0,Charlie,1241,1,1,1
2025-04-22,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1173,166,23,21
2025-04-22,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1112,78,16,14
2025-04-22,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,863,3,0,0
2025-04-22,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,933,0,0,0
2025-04-22,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,429,94,15,12
2025-04-22,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,693,0,0,0
2025-04-23,20250422_college_station,event,College Station,TX,2025-04-22,1,Charlie,1005,3,1,1
2025-04-23,20250424_laramie,event,Laramie,WY,2025-04-24,-1,Charlie,495,2,0,0
2025-04-23,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1100,136,21,19
2025-04-23,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1167,86,21,19
2025-04-23,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,880,3,2,2
2025-04-23,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,587,0,0,0
2025-04-23,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,424,83,15,12
2025-04-23,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,749,1,0,0
2025-04-24,20250424_laramie,event,Laramie,WY,2025-04-24,0,Charlie,548,0,0,0
2025-04-24,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1231,160,25,22
2025-04-24,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1097,93,18,17
2025-04-24,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,779,5,1,1
2025-04-24,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,843,0,0,0
2025-04-24,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,447,88,15,13
2025-04-24,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,718,2,1,1
2025-04-25,20250424_laramie,event,Laramie,WY,2025-04-24,1,Charlie,612,0,0,0
2025-04-25,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1223,176,33,31
2025-04-25,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1156,104,18,16
2025-04-25,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,818,1,0,0
2025-04-25,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,895,0,0,0
2025-04-25,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,457,85,12,10
2025-04-25,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,730,0,0,0
2025-04-30,20250501_san_diego,event,San Diego,CA,2025-05-01,-1,Charlie,1589,576,126,105
2025-04-30,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,809,130,22,20
2025-04-30,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1449,110,22,20
2025-04-30,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1011,2,1,1
2025-04-30,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,788,0,0,0
2025-04-30,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,449,84,12,9
2025-04-30,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,700,1,0,0
2025-05-01,20250501_san_diego,event,San Diego,CA,2025-05-01,0,Charlie,1739,653,160,142
2025-05-01,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1106,143,26,24
2025-05-01,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1408,123,25,22
2025-05-01,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,800,2,1,1
2025-05-01,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,784,1,1,1
2025-05-01,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,493,94,14,13
2025-05-01,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,770,0,0,0
2025-05-02,20250501_san_diego,event,San Diego,CA,2025-05-01,1,Charlie,1724,655,145,128
2025-05-02,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,926,128,19,17
2025-05-02,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1183,82,19,16
2025-05-02,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,824,1,0,0
2025-05-02,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,840,0,0,0
2025-05-02,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,460,80,11,9
2025-05-02,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,710,0,0,0
2025-05-05,20250506_san_francisco,event,San Francisco,CA,2025-05-06,-1,Charlie,1017,769,118,35
2025-05-05,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,755,114,14,14
2025-05-05,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1250,100,17,16
2025-05-05,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,920,3,0,0
2025-05-05,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,938,2,1,1
2025-05-05,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,432,80,7,6
2025-05-05,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,725,0,0,0
2025-05-06,20250506_san_francisco,event,San Francisco,CA,2025-05-06,0,Charlie,991,759,133,30
2025-05-06,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,830,128,20,17
2025-05-06,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1297,119,17,15
2025-05-06,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,962,2,0,0
2025-05-06,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,544,0,0,0
2025-05-06,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,451,93,13,9
2025-05-06,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,860,0,0,0
2025-05-07,20250506_san_francisco,event,San Francisco,CA,2025-05-06,1,Charlie,1008,753,145,39
2025-05-07,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1031,138,25,24
2025-05-07,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1205,109,18,16
2025-05-07,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1057,4,0,0
2025-05-07,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,848,0,0,0
2025-05-07,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,468,87,12,9
2025-05-07,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,787,0,0,0
2025-06-12,20250613_grapevine,event,Grapevine,TX,2025-06-13,-1,Both,2429,1266,162,111
2025-06-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1098,153,25,23
2025-06-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1230,110,21,19
2025-06-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1091,1,1,1
2025-06-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,561,0,0,0
2025-06-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,574,109,17,15
2025-06-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,916,1,0,0
2025-06-13,20250613_grapevine,event,Grapevine,TX,2025-06-13,0,Both,2842,1328,145,98
2025-06-13,20250614_grapevine,event,Grapevine,TX,2025-06-14,-1,Both,2842,1328,145,98
2025-06-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1072,155,23,21
2025-06-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1248,101,10,8
2025-06-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1081,1,0,0
2025-06-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,931,0,0,0
2025-06-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,567,105,10,8
2025-06-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,934,0,0,0
2025-06-14,20250613_grapevine,event,Grapevine,TX,2025-06-13,1,Both,2555,1185,105,71
2025-06-14,20250614_grapevine,event,Grapevine,TX,2025-06-14,0,Both,2555,1185,105,71
2025-06-14,20250615_grapevine,event,Grapevine,TX,2025-06-15,-1,Both,2555,1185,105,71
2025-06-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,911,140,15,12
2025-06-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1046,77,12,11
2025-06-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,934,2,0,0
2025-06-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,1000,0,0,0
2025-06-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,553,100,10,8
2025-06-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,791,0,0,0
2025-06-15,20250614_grapevine,event,Grapevine,TX,2025-06-14,1,Both,1881,1101,118,79
2025-06-15,20250615_grapevine,event,Grapevine,TX,2025-06-15,0,Both,1881,1101,118,79
2025-06-15,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,872,115,10,9
2025-06-15,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1192,92,11,11
2025-06-15,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,917,3,0,0
2025-06-15,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,724,0,0,0
2025-06-15,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,491,87,4,3
2025-06-15,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,871,0,0,0
2025-06-16,20250615_grapevine,event,Grapevine,TX,2025-06-15,1,Both,2958,1364,149,117
2025-06-16,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,965,135,18,18
2025-06-16,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1266,101,17,16
2025-06-16,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1124,1,0,0
2025-06-16,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,905,0,0,0
2025-06-16,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,509,92,10,9
2025-06-16,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,914,0,0,0
2025-07-08,20250709_tampa,event,Tampa,FL,2025-07-09,-1,Charlie,12,1,0,0
2025-07-08,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,4,0,0,0
2025-07-08,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,10,0,0,0
2025-07-08,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,4,0,0,0
2025-07-08,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,8,0,0,0
2025-07-08,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,5,2,0,0
2025-07-08,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1,0,0,0
2025-07-09,20250709_tampa,event,Tampa,FL,2025-07-09,0,Charlie,1764,466,67,47
2025-07-09,20250710_tampa,event,Tampa,FL,2025-07-10,-1,Charlie,1764,466,67,47
2025-07-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,883,117,14,11
2025-07-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1174,2,1,1
2025-07-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,999,2,0,0
2025-07-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,830,1,1,1
2025-07-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,555,103,15,12
2025-07-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,970,1,0,0
2025-07-10,20250709_tampa,event,Tampa,FL,2025-07-09,1,Charlie,1987,539,89,70
2025-07-10,20250710_tampa,event,Tampa,FL,2025-07-10,0,Charlie,1987,539,89,70
2025-07-10,20250711_tampa,event,Tampa,FL,2025-07-11,-1,Charlie,1987,539,89,70
2025-07-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1108,119,19,17
2025-07-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1356,0,0,0
2025-07-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,758,1,0,0
2025-07-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,987,1,1,1
2025-07-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,587,106,12,10
2025-07-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1057,2,0,0
2025-07-11,20250710_tampa,event,Tampa,FL,2025-07-10,1,Charlie,1983,543,83,63
2025-07-11,20250711_tampa,event,Tampa,FL,2025-07-11,0,Charlie,1983,543,83,63
2025-07-11,20250712_tampa,event,Tampa,FL,2025-07-12,-1,Charlie,1983,543,83,63
2025-07-11,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,997,135,17,15
2025-07-11,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1277,0,0,0
2025-07-11,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,513,0,0,0
2025-07-11,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,891,1,1,1
2025-07-11,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,646,101,10,8
2025-07-11,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1056,1,0,0
2025-07-12,20250711_tampa,event,Tampa,FL,2025-07-11,1,Charlie,1833,482,51,39
2025-07-12,20250712_tampa,event,Tampa,FL,2025-07-12,0,Charlie,1833,482,51,39
2025-07-12,20250713_tampa,event,Tampa,FL,2025-07-13,-1,Charlie,1833,482,51,39
2025-07-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,922,131,17,14
2025-07-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1259,0,0,0
2025-07-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,842,0,0,0
2025-07-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,757,1,1,1
2025-07-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,547,102,9,7
2025-07-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1091,0,0,0
2025-07-13,20250712_tampa,event,Tampa,FL,2025-07-12,1,Charlie,1858,477,60,48
2025-07-13,20250713_tampa,event,Tampa,FL,2025-07-13,0,Charlie,1858,477,60,48
2025-07-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,796,104,9,9
2025-07-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1167,0,0,0
2025-07-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1076,5,1,1
2025-07-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,742,1,1,1
2025-07-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,523,89,4,4
2025-07-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,932,0,0,0
2025-07-14,20250713_tampa,event,Tampa,FL,2025-07-13,1,Charlie,1460,492,56,40
2025-07-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1026,120,13,13
2025-07-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1200,0,0,0
2025-07-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,995,0,0,0
2025-07-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,775,0,0,0
2025-07-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,596,104,9,7
2025-07-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1085,0,0,0
2025-08-05,20250806_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-06,-1,Charlie,3332,1944,368,186
2025-08-05,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1008,150,24,22
2025-08-05,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1144,0,0,0
2025-08-05,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1034,0,0,0
2025-08-05,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,921,0,0,0
2025-08-05,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,554,106,16,14
2025-08-05,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,873,0,0,0
2025-08-06,20250806_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-06,0,Charlie,3539,1999,405,211
2025-08-06,20250807_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-07,-1,Charlie,3539,1999,405,211
2025-08-06,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,974,134,22,20
2025-08-06,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1137,1,0,0
2025-08-06,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,836,2,1,1
2025-08-06,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,869,2,1,1
2025-08-06,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,551,108,16,13
2025-08-06,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,890,0,0,0
2025-08-07,20250806_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-06,1,Charlie,3632,2049,405,218
2025-08-07,20250807_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-07,0,Charlie,3632,2049,405,218
2025-08-07,20250808_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-08,-1,Charlie,3632,2049,405,218
2025-08-07,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,994,125,21,19
2025-08-07,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1179,1,0,0
2025-08-07,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,941,0,0,0
2025-08-07,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,870,0,0,0
2025-08-07,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,527,96,14,12
2025-08-07,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,946,0,0,0
2025-08-09,20250808_rancho_palos_verdes,event,Rancho Palos Verdes,CA,2025-08-08,1,Charlie,3404,1949,370,194
2025-08-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1002,142,18,16
2025-08-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1038,2,0,0
2025-08-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,693,1,0,0
2025-08-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,799,1,1,1
2025-08-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,576,101,7,5
2025-08-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,820,0,0,0
2025-08-19,20250820_dallas,event,Dallas,TX,2025-08-20,-1,Charlie,176,87,8,5
2025-08-19,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,55,7,1,1
2025-08-19,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,67,1,0,0
2025-08-19,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,47,0,0,0
2025-08-19,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,60,0,0,0
2025-08-19,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,35,4,0,0
2025-08-19,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,47,0,0,0
2025-08-20,20250820_dallas,event,Dallas,TX,2025-08-20,0,Charlie,2454,1324,204,145
2025-08-20,20250821_dallas,event,Dallas,TX,2025-08-21,-1,Charlie,2454,1324,204,145
2025-08-20,20250821_north_myrtle_beach,event,North Myrtle Beach,SC,2025-08-21,-1,Charlie,905,0,0,0
2025-08-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,896,125,24,22
2025-08-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1029,0,0,0
2025-08-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,987,2,1,1
2025-08-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,820,0,0,0
2025-08-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,553,102,13,10
2025-08-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,775,0,0,0
2025-08-21,20250820_dallas,event,Dallas,TX,2025-08-20,1,Charlie,3245,1514,216,163
2025-08-21,20250821_dallas,event,Dallas,TX,2025-08-21,0,Charlie,3245,1514,216,163
2025-08-21,20250821_north_myrtle_beach,event,North Myrtle Beach,SC,2025-08-21,0,Charlie,985,2,1,1
2025-08-21,20250822_dallas,event,Dallas,TX,2025-08-22,-1,Charlie,3245,1514,216,163
2025-08-21,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,955,158,19,17
2025-08-21,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1212,0,0,0
2025-08-21,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1074,2,1,1
2025-08-21,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,828,0,0,0
2025-08-21,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,617,102,11,9
2025-08-21,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,932,23,2,2
2025-08-22,20250821_dallas,event,Dallas,TX,2025-08-21,1,Charlie,3190,1440,200,146
2025-08-22,20250821_north_myrtle_beach,event,North Myrtle Beach,SC,2025-08-21,1,Charlie,956,0,0,0
2025-08-22,20250822_dallas,event,Dallas,TX,2025-08-22,0,Charlie,3190,1440,200,146
2025-08-22,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,993,172,31,29
2025-08-22,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1171,0,0,0
2025-08-22,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1077,0,0,0
2025-08-22,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,926,3,2,1
2025-08-22,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,562,98,12,8
2025-08-22,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,1025,91,10,6
2025-08-23,20250822_dallas,event,Dallas,TX,2025-08-22,1,Charlie,2996,1272,126,89
