date,key,kind,city,state,entering,on_ground,tracked_fleet,milgov,foreign_civil,unregistered,tisb_artifact,pia_only,ladd_only,other
2023-09-20,control_albuquerque,control,Albuquerque,NM,905,148,0,13,0,1,0,0,7,0
2023-09-20,control_chattanooga,control,Chattanooga,TN,993,0,0,0,0,0,0,0,0,0
2023-09-20,control_des_moines,control,Des Moines,IA,834,0,0,0,0,0,0,0,0,0
2023-09-20,control_shreveport,control,Shreveport,LA,1040,0,0,0,0,0,0,0,0,0
2023-09-20,control_spokane,control,Spokane,WA,431,14,0,0,2,0,0,0,2,0
2023-09-20,control_syracuse,control,Syracuse,NY,822,1,0,0,0,0,0,0,0,0
2023-09-26,20230927_tempe,event,Tempe,AZ,1801,330,0,2,3,1,5,0,24,0
2023-09-26,control_albuquerque,control,Albuquerque,NM,1086,136,0,8,0,0,0,0,7,0
2023-09-26,control_chattanooga,control,Chattanooga,TN,925,0,0,0,0,0,0,0,0,0
2023-09-26,control_des_moines,control,Des Moines,IA,804,0,0,0,0,0,0,0,0,0
2023-09-26,control_shreveport,control,Shreveport,LA,868,0,0,0,0,0,0,0,0,0
2023-09-26,control_spokane,control,Spokane,WA,428,11,0,0,1,0,0,0,3,0
2023-09-26,control_syracuse,control,Syracuse,NY,773,0,0,0,0,0,0,0,0,0
2023-09-27,20230927_tempe,event,Tempe,AZ,1857,376,0,4,3,4,4,0,31,0
2023-09-27,control_albuquerque,control,Albuquerque,NM,1068,140,0,11,0,0,0,0,5,0
2023-09-27,control_chattanooga,control,Chattanooga,TN,1104,0,0,0,0,0,0,0,0,0
2023-09-27,control_des_moines,control,Des Moines,IA,895,4,0,0,0,0,0,0,0,0
2023-09-27,control_shreveport,control,Shreveport,LA,904,0,0,0,0,0,0,0,0,0
2023-09-27,control_spokane,control,Spokane,WA,374,10,0,0,1,0,0,0,2,0
2023-09-27,control_syracuse,control,Syracuse,NY,760,1,0,0,0,0,0,0,0,0
2023-09-28,20230927_tempe,event,Tempe,AZ,1345,237,2,1,4,1,4,0,31,0
2023-09-28,control_albuquerque,control,Albuquerque,NM,1059,141,0,7,0,0,0,0,9,0
2023-09-28,control_chattanooga,control,Chattanooga,TN,1126,0,0,0,0,0,0,0,0,0
2023-09-28,control_des_moines,control,Des Moines,IA,979,13,0,1,0,0,0,0,0,0
2023-09-28,control_shreveport,control,Shreveport,LA,921,0,0,0,0,0,0,0,0,0
2023-09-28,control_spokane,control,Spokane,WA,451,19,0,1,1,0,0,0,5,0
2023-09-28,control_syracuse,control,Syracuse,NY,826,0,0,0,0,0,0,0,0,0
2023-10-01,20231002_san_jose,event,San Jose,CA,2161,1113,0,3,6,4,3,0,72,0
2023-10-01,control_albuquerque,control,Albuquerque,NM,925,103,0,1,0,1,0,0,8,0
2023-10-01,control_chattanooga,control,Chattanooga,TN,1008,1,0,0,0,0,0,0,0,0
2023-10-01,control_des_moines,control,Des Moines,IA,942,7,0,0,0,0,0,0,1,0
2023-10-01,control_shreveport,control,Shreveport,LA,806,0,0,0,0,0,0,0,0,0
2023-10-01,control_spokane,control,Spokane,WA,423,13,0,0,2,0,0,0,2,0
2023-10-01,control_syracuse,control,Syracuse,NY,831,2,0,0,0,0,0,0,0,0
2023-10-02,20231002_san_jose,event,San Jose,CA,1943,1050,0,4,5,3,0,0,65,0
2023-10-02,control_albuquerque,control,Albuquerque,NM,922,117,0,2,0,0,0,0,8,0
2023-10-02,control_chattanooga,control,Chattanooga,TN,925,0,0,0,0,0,0,0,0,0
2023-10-02,control_des_moines,control,Des Moines,IA,961,3,0,0,0,0,0,0,0,0
2023-10-02,control_shreveport,control,Shreveport,LA,823,1,0,0,0,0,0,0,0,0
2023-10-02,control_spokane,control,Spokane,WA,418,15,0,0,0,0,0,0,7,0
2023-10-02,control_syracuse,control,Syracuse,NY,758,1,0,0,0,0,0,0,0,0
2023-10-03,20231002_san_jose,event,San Jose,CA,1929,1054,0,11,2,7,2,0,68,0
2023-10-03,control_albuquerque,control,Albuquerque,NM,996,141,0,11,0,0,0,0,6,0
2023-10-03,control_chattanooga,control,Chattanooga,TN,923,0,0,0,0,0,0,0,0,0
2023-10-03,control_des_moines,control,Des Moines,IA,893,4,0,0,0,0,0,0,0,0
2023-10-03,control_shreveport,control,Shreveport,LA,930,0,0,0,0,0,0,0,0,0
2023-10-03,control_spokane,control,Spokane,WA,405,11,0,0,0,0,0,0,6,0
2023-10-03,control_syracuse,control,Syracuse,NY,811,0,0,0,0,0,0,0,0,0
2023-10-09,20231010_orlando,event,Orlando,FL,2248,56,0,0,0,0,0,0,6,0
2023-10-09,control_albuquerque,control,Albuquerque,NM,1033,140,0,3,0,0,0,0,5,0
2023-10-09,control_chattanooga,control,Chattanooga,TN,1043,0,0,0,0,0,0,0,0,0
2023-10-09,control_des_moines,control,Des Moines,IA,947,21,0,0,0,0,0,0,0,0
2023-10-09,control_shreveport,control,Shreveport,LA,895,0,0,0,0,0,0,0,0,0
2023-10-09,control_spokane,control,Spokane,WA,425,17,0,0,0,0,0,0,4,0
2023-10-09,control_syracuse,control,Syracuse,NY,715,0,0,0,0,0,0,0,0,0
2023-10-10,20231010_orlando,event,Orlando,FL,2145,51,0,0,0,0,1,0,4,0
2023-10-10,control_albuquerque,control,Albuquerque,NM,1089,150,0,8,0,0,0,0,11,0
2023-10-10,control_chattanooga,control,Chattanooga,TN,1030,1,0,0,0,0,0,0,1,0
2023-10-10,control_des_moines,control,Des Moines,IA,994,23,0,1,0,0,0,0,0,0
2023-10-10,control_shreveport,control,Shreveport,LA,930,1,0,0,0,0,0,0,0,0
2023-10-10,control_spokane,control,Spokane,WA,405,12,0,0,0,0,0,0,3,0
2023-10-10,control_syracuse,control,Syracuse,NY,747,1,0,0,0,0,0,0,0,0
2023-10-11,20231010_orlando,event,Orlando,FL,2112,54,0,0,0,0,0,0,7,0
2023-10-11,20231012_atlanta,event,Atlanta,GA,1947,2,0,0,0,0,0,0,1,0
2023-10-11,control_albuquerque,control,Albuquerque,NM,1129,149,0,12,0,0,0,0,5,0
2023-10-11,control_chattanooga,control,Chattanooga,TN,1135,1,0,0,0,0,0,0,0,0
2023-10-11,control_des_moines,control,Des Moines,IA,940,16,0,1,0,0,0,0,0,0
2023-10-11,control_shreveport,control,Shreveport,LA,962,0,0,0,0,0,0,0,0,0
2023-10-11,control_spokane,control,Spokane,WA,404,12,0,0,0,0,0,0,6,0
2023-10-11,control_syracuse,control,Syracuse,NY,767,0,0,0,0,0,0,0,0,0
2023-10-12,20231012_atlanta,event,Atlanta,GA,1876,59,0,0,0,3,0,0,0,0
2023-10-12,control_albuquerque,control,Albuquerque,NM,1151,144,0,13,0,0,0,0,7,0
2023-10-12,control_chattanooga,control,Chattanooga,TN,1186,0,0,0,0,0,0,0,0,0
2023-10-12,control_des_moines,control,Des Moines,IA,619,21,0,1,0,1,0,0,1,0
2023-10-12,control_shreveport,control,Shreveport,LA,985,0,0,0,0,0,0,0,0,0
2023-10-12,control_spokane,control,Spokane,WA,422,17,0,0,0,0,0,0,5,0
2023-10-12,control_syracuse,control,Syracuse,NY,810,0,0,0,0,0,0,0,0,0
2023-10-13,20231012_atlanta,event,Atlanta,GA,1837,64,0,0,0,0,0,0,0,0
2023-10-13,control_albuquerque,control,Albuquerque,NM,1340,176,0,19,1,0,0,0,7,0
2023-10-13,control_chattanooga,control,Chattanooga,TN,1207,1,0,0,0,0,0,0,0,0
2023-10-13,control_des_moines,control,Des Moines,IA,663,15,0,0,0,0,0,0,0,0
2023-10-13,control_shreveport,control,Shreveport,LA,981,1,0,0,0,0,0,0,0,0
2023-10-13,control_spokane,control,Spokane,WA,458,19,0,0,1,0,0,0,4,0
2023-10-13,control_syracuse,control,Syracuse,NY,801,0,0,0,0,0,0,0,0,0
2023-10-17,20231018_san_antonio,event,San Antonio,TX,801,50,0,2,0,0,1,0,2,0
2023-10-17,control_albuquerque,control,Albuquerque,NM,1159,169,0,14,0,0,0,0,9,0
2023-10-17,control_chattanooga,control,Chattanooga,TN,1008,0,0,0,0,0,0,0,0,0
2023-10-17,control_des_moines,control,Des Moines,IA,873,20,0,0,0,0,0,0,1,0
2023-10-17,control_shreveport,control,Shreveport,LA,902,0,0,0,0,0,0,0,0,0
2023-10-17,control_spokane,control,Spokane,WA,410,10,0,1,0,0,0,0,1,0
2023-10-17,control_syracuse,control,Syracuse,NY,682,0,0,0,0,0,0,0,0,0
2023-10-19,20231018_san_antonio,event,San Antonio,TX,898,46,0,1,1,0,0,0,3,0
2023-10-19,20231019_springfield,event,Springfield,MO,802,1,0,0,0,0,0,0,0,0
2023-10-19,control_albuquerque,control,Albuquerque,NM,1214,169,0,18,1,0,0,0,5,0
2023-10-19,control_chattanooga,control,Chattanooga,TN,1085,0,0,0,0,0,0,0,0,0
2023-10-19,control_des_moines,control,Des Moines,IA,916,7,0,0,0,0,0,0,0,0
2023-10-19,control_shreveport,control,Shreveport,LA,973,1,0,0,0,0,0,0,0,0
2023-10-19,control_spokane,control,Spokane,WA,448,13,0,0,0,0,0,0,4,0
2023-10-19,control_syracuse,control,Syracuse,NY,775,0,0,0,0,0,0,0,0,0
2023-10-20,20231019_springfield,event,Springfield,MO,820,1,0,0,0,0,0,0,0,0
2023-10-20,control_albuquerque,control,Albuquerque,NM,1231,169,0,12,2,0,0,0,8,0
2023-10-20,control_chattanooga,control,Chattanooga,TN,1143,0,0,0,0,0,0,0,0,0
2023-10-20,control_des_moines,control,Des Moines,IA,973,29,0,1,1,0,0,0,1,0
2023-10-20,control_shreveport,control,Shreveport,LA,959,5,0,0,0,0,0,0,1,0
2023-10-20,control_spokane,control,Spokane,WA,432,14,0,0,0,0,0,0,4,0
2023-10-20,control_syracuse,control,Syracuse,NY,756,1,0,0,0,0,0,0,0,0
2023-10-24,20231025_buffalo,event,Buffalo,NY,904,0,0,0,0,0,0,0,0,0
2023-10-24,control_albuquerque,control,Albuquerque,NM,987,132,0,9,0,0,0,0,6,0
2023-10-24,control_chattanooga,control,Chattanooga,TN,1083,0,0,0,0,0,0,0,0,0
2023-10-24,control_des_moines,control,Des Moines,IA,1014,4,0,0,0,0,0,0,0,0
2023-10-24,control_shreveport,control,Shreveport,LA,903,0,0,0,0,0,0,0,0,0
2023-10-24,control_spokane,control,Spokane,WA,403,11,0,1,0,0,0,0,1,0
2023-10-24,control_syracuse,control,Syracuse,NY,730,1,0,0,0,0,0,0,0,0
2023-10-25,20231025_buffalo,event,Buffalo,NY,965,0,0,0,0,0,0,0,0,0
2023-10-25,control_albuquerque,control,Albuquerque,NM,1010,140,0,10,0,0,0,0,10,0
2023-10-25,control_chattanooga,control,Chattanooga,TN,1166,0,0,0,0,0,0,0,0,0
2023-10-25,control_des_moines,control,Des Moines,IA,990,6,0,0,0,0,0,0,0,0
2023-10-25,control_shreveport,control,Shreveport,LA,948,0,0,0,0,0,0,0,0,0
2023-10-25,control_spokane,control,Spokane,WA,335,5,0,0,1,0,0,0,2,0
2023-10-25,control_syracuse,control,Syracuse,NY,729,0,0,0,0,0,0,0,0,0
2023-10-26,20231025_buffalo,event,Buffalo,NY,937,0,0,0,0,0,0,0,0,0
2023-10-26,control_albuquerque,control,Albuquerque,NM,1091,143,0,14,0,0,0,0,7,0
2023-10-26,control_chattanooga,control,Chattanooga,TN,1169,0,0,0,0,0,0,0,0,0
2023-10-26,control_des_moines,control,Des Moines,IA,809,8,0,0,0,0,0,0,0,0
2023-10-26,control_shreveport,control,Shreveport,LA,922,0,0,0,0,0,0,0,0,0
2023-10-26,control_spokane,control,Spokane,WA,380,10,0,0,0,0,0,0,3,0
2023-10-26,control_syracuse,control,Syracuse,NY,770,0,0,0,0,0,0,0,0,0
2023-11-08,20231109_los_angeles,event,Los Angeles,CA,3217,728,0,26,2,1,78,0,29,0
2023-11-08,control_albuquerque,control,Albuquerque,NM,1091,134,0,14,0,0,1,0,9,0
2023-11-08,control_chattanooga,control,Chattanooga,TN,1145,0,0,0,0,0,0,0,0,0
2023-11-08,control_des_moines,control,Des Moines,IA,779,0,0,0,0,0,0,0,0,0
2023-11-08,control_shreveport,control,Shreveport,LA,926,0,0,0,0,0,0,0,0,0
2023-11-08,control_spokane,control,Spokane,WA,348,0,0,0,0,0,0,0,0,0
2023-11-08,control_syracuse,control,Syracuse,NY,704,0,0,0,0,0,0,0,0,0
2023-11-09,20231109_los_angeles,event,Los Angeles,CA,3245,829,0,21,2,1,57,0,43,0
2023-11-09,control_albuquerque,control,Albuquerque,NM,1134,127,0,10,0,0,0,0,7,0
2023-11-09,control_chattanooga,control,Chattanooga,TN,1196,0,0,0,0,0,0,0,0,0
2023-11-09,control_des_moines,control,Des Moines,IA,845,0,0,0,0,0,0,0,0,0
2023-11-09,control_shreveport,control,Shreveport,LA,914,0,0,0,0,0,0,0,0,0
2023-11-09,control_spokane,control,Spokane,WA,372,0,0,0,0,0,0,0,0,0
2023-11-09,control_syracuse,control,Syracuse,NY,661,0,0,0,0,0,0,0,0,0
2023-11-10,20231109_los_angeles,event,Los Angeles,CA,3698,996,0,20,2,1,81,0,52,0
2023-11-10,control_albuquerque,control,Albuquerque,NM,1010,116,0,6,0,0,0,0,6,0
2023-11-10,control_chattanooga,control,Chattanooga,TN,1069,0,0,0,0,0,0,0,0,0
2023-11-10,control_des_moines,control,Des Moines,IA,893,0,0,0,0,0,0,0,0,0
2023-11-10,control_shreveport,control,Shreveport,LA,905,0,0,0,0,0,0,0,0,0
2023-11-10,control_spokane,control,Spokane,WA,369,0,0,0,0,0,0,0,0,0
2023-11-10,control_syracuse,control,Syracuse,NY,697,0,0,0,0,0,0,0,0,0
2023-12-15,20231216_phoenix,event,Phoenix,AZ,2372,1063,0,12,7,4,10,0,83,0
2023-12-15,control_albuquerque,control,Albuquerque,NM,1066,150,0,13,1,1,0,0,10,0
2023-12-15,control_chattanooga,control,Chattanooga,TN,1136,0,0,0,0,0,0,0,0,0
2023-12-15,control_des_moines,control,Des Moines,IA,955,0,0,0,0,0,0,0,0,0
2023-12-15,control_shreveport,control,Shreveport,LA,960,0,0,0,0,0,0,0,0,0
2023-12-15,control_spokane,control,Spokane,WA,362,0,0,0,0,0,0,0,0,0
2023-12-15,control_syracuse,control,Syracuse,NY,721,2,0,0,0,0,0,0,0,0
2023-12-16,20231216_phoenix,event,Phoenix,AZ,1964,1007,1,11,9,3,2,0,58,0
2023-12-16,20231217_phoenix,event,Phoenix,AZ,1964,1007,1,11,9,3,2,0,58,0
2023-12-16,control_albuquerque,control,Albuquerque,NM,971,121,0,9,0,0,0,0,4,0
2023-12-16,control_chattanooga,control,Chattanooga,TN,942,0,0,0,0,0,0,0,0,0
2023-12-16,control_des_moines,control,Des Moines,IA,712,0,0,0,0,0,0,0,0,0
2023-12-16,control_shreveport,control,Shreveport,LA,757,1,0,0,0,0,0,0,0,0
2023-12-16,control_spokane,control,Spokane,WA,307,0,0,0,0,0,0,0,0,0
2023-12-16,control_syracuse,control,Syracuse,NY,683,1,0,0,0,0,0,0,0,0
2023-12-17,20231216_phoenix,event,Phoenix,AZ,1908,951,1,5,9,4,11,0,62,0
2023-12-17,20231217_phoenix,event,Phoenix,AZ,1908,951,1,5,9,4,11,0,62,0
2023-12-17,20231218_phoenix,event,Phoenix,AZ,1908,951,1,5,9,4,11,0,62,0
2023-12-17,control_albuquerque,control,Albuquerque,NM,938,102,0,4,0,0,0,0,5,0
2023-12-17,control_chattanooga,control,Chattanooga,TN,826,0,0,0,0,0,0,0,0,0
2023-12-17,control_des_moines,control,Des Moines,IA,721,0,0,0,0,0,0,0,0,0
2023-12-17,control_shreveport,control,Shreveport,LA,820,0,0,0,0,0,0,0,0,0
2023-12-17,control_spokane,control,Spokane,WA,281,0,0,0,0,0,0,0,0,0
2023-12-17,control_syracuse,control,Syracuse,NY,598,0,0,0,0,0,0,0,0,0
2023-12-18,20231217_phoenix,event,Phoenix,AZ,79,40,0,1,0,0,1,0,1,0
2023-12-18,20231218_phoenix,event,Phoenix,AZ,79,40,0,1,0,0,1,0,1,0
2023-12-18,20231219_phoenix,event,Phoenix,AZ,79,40,0,1,0,0,1,0,1,0
2023-12-18,control_albuquerque,control,Albuquerque,NM,31,2,0,1,0,0,0,0,0,0
2023-12-18,control_chattanooga,control,Chattanooga,TN,36,0,0,0,0,0,0,0,0,0
2023-12-18,control_des_moines,control,Des Moines,IA,19,0,0,0,0,0,0,0,0,0
2023-12-18,control_shreveport,control,Shreveport,LA,24,0,0,0,0,0,0,0,0,0
2023-12-18,control_spokane,control,Spokane,WA,17,0,0,0,0,0,0,0,0,0
2023-12-18,control_syracuse,control,Syracuse,NY,14,0,0,0,0,0,0,0,0,0
2023-12-19,20231218_phoenix,event,Phoenix,AZ,2033,956,2,12,8,3,6,0,60,0
2023-12-19,20231219_phoenix,event,Phoenix,AZ,2033,956,2,12,8,3,6,0,60,0
2023-12-19,control_albuquerque,control,Albuquerque,NM,995,128,0,14,0,0,0,0,10,0
2023-12-19,control_chattanooga,control,Chattanooga,TN,948,0,0,0,0,0,0,0,0,0
2023-12-19,control_des_moines,control,Des Moines,IA,779,2,0,0,0,0,0,0,0,0
2023-12-19,control_shreveport,control,Shreveport,LA,801,0,0,0,0,0,0,0,0,0
2023-12-19,control_spokane,control,Spokane,WA,304,0,0,0,0,0,0,0,0,0
2023-12-19,control_syracuse,control,Syracuse,NY,621,2,0,0,0,0,0,0,0,0
2023-12-20,20231219_phoenix,event,Phoenix,AZ,2059,1022,0,13,6,6,15,0,68,0
2023-12-20,control_albuquerque,control,Albuquerque,NM,1027,142,0,13,1,0,0,0,8,0
2023-12-20,control_chattanooga,control,Chattanooga,TN,1052,0,0,0,0,0,0,0,0,0
2023-12-20,control_des_moines,control,Des Moines,IA,887,0,0,0,0,0,0,0,0,0
2023-12-20,control_shreveport,control,Shreveport,LA,934,0,0,0,0,0,0,0,0,0
2023-12-20,control_spokane,control,Spokane,WA,347,0,0,0,0,0,0,0,0,0
2023-12-20,control_syracuse,control,Syracuse,NY,733,3,0,0,0,0,0,0,0,0
2024-01-30,20240129_las_vegas,event,Las Vegas,NV,1455,260,0,5,2,9,3,0,12,0
2024-01-30,20240130_las_vegas,event,Las Vegas,NV,1455,260,0,5,2,9,3,0,12,0
2024-01-30,20240131_las_vegas,event,Las Vegas,NV,1455,260,0,5,2,9,3,0,12,0
2024-01-30,control_albuquerque,control,Albuquerque,NM,1033,151,0,15,0,0,0,0,5,0
2024-01-30,control_chattanooga,control,Chattanooga,TN,931,0,0,0,0,0,0,0,0,0
2024-01-30,control_des_moines,control,Des Moines,IA,770,0,0,0,0,0,0,0,0,0
2024-01-30,control_shreveport,control,Shreveport,LA,808,0,0,0,0,0,0,0,0,0
2024-01-30,control_spokane,control,Spokane,WA,324,0,0,0,0,0,0,0,0,0
2024-01-30,control_syracuse,control,Syracuse,NY,569,0,0,0,0,0,0,0,0,0
2024-01-31,20240130_las_vegas,event,Las Vegas,NV,1474,284,0,7,3,8,3,0,25,0
2024-01-31,20240131_las_vegas,event,Las Vegas,NV,1474,284,0,7,3,8,3,0,25,0
2024-01-31,20240201_las_vegas,event,Las Vegas,NV,1474,284,0,7,3,8,3,0,25,0
2024-01-31,control_albuquerque,control,Albuquerque,NM,1024,149,0,19,0,0,0,0,6,0
2024-01-31,control_chattanooga,control,Chattanooga,TN,917,0,0,0,0,0,0,0,0,0
2024-01-31,control_des_moines,control,Des Moines,IA,843,0,0,0,0,0,0,0,0,0
2024-01-31,control_shreveport,control,Shreveport,LA,879,1,0,0,0,0,0,0,0,0
2024-01-31,control_spokane,control,Spokane,WA,305,0,0,0,0,0,0,0,0,0
2024-01-31,control_syracuse,control,Syracuse,NY,614,2,0,0,0,0,0,0,0,0
2024-02-01,20240131_las_vegas,event,Las Vegas,NV,1418,198,0,4,2,8,0,0,16,0
2024-02-01,20240201_las_vegas,event,Las Vegas,NV,1418,198,0,4,2,8,0,0,16,0
2024-02-01,20240202_las_vegas,event,Las Vegas,NV,1418,198,0,4,2,8,0,0,16,0
2024-02-01,control_albuquerque,control,Albuquerque,NM,1039,167,0,17,0,0,0,0,10,0
2024-02-01,control_chattanooga,control,Chattanooga,TN,1007,0,0,0,0,0,0,0,0,0
2024-02-01,control_des_moines,control,Des Moines,IA,826,0,0,0,0,0,0,0,0,0
2024-02-01,control_shreveport,control,Shreveport,LA,908,0,0,0,0,0,0,0,0,0
2024-02-01,control_spokane,control,Spokane,WA,313,0,0,0,0,0,0,0,0,0
2024-02-01,control_syracuse,control,Syracuse,NY,577,0,0,0,0,0,0,0,0,0
2024-02-02,20240201_las_vegas,event,Las Vegas,NV,1534,252,0,5,8,7,1,0,17,0
2024-02-02,20240202_las_vegas,event,Las Vegas,NV,1534,252,0,5,8,7,1,0,17,0
2024-02-02,20240203_las_vegas,event,Las Vegas,NV,1534,252,0,5,8,7,1,0,17,0
2024-02-02,control_albuquerque,control,Albuquerque,NM,1018,121,0,12,0,0,0,0,9,0
2024-02-02,control_chattanooga,control,Chattanooga,TN,994,0,0,0,0,0,0,0,0,0
2024-02-02,control_des_moines,control,Des Moines,IA,809,1,0,0,0,0,0,0,0,0
2024-02-02,control_shreveport,control,Shreveport,LA,887,0,0,0,0,0,0,0,0,0
2024-02-02,control_spokane,control,Spokane,WA,302,0,0,0,0,0,0,0,0,0
2024-02-02,control_syracuse,control,Syracuse,NY,598,0,0,0,0,0,0,0,0,0
2024-02-03,20240202_las_vegas,event,Las Vegas,NV,1470,290,0,5,5,6,1,0,11,0
2024-02-03,20240203_las_vegas,event,Las Vegas,NV,1470,290,0,5,5,6,1,0,11,0
2024-02-03,20240204_las_vegas,event,Las Vegas,NV,1470,290,0,5,5,6,1,0,11,0
2024-02-03,control_albuquerque,control,Albuquerque,NM,789,104,0,6,0,0,0,0,5,0
2024-02-03,control_chattanooga,control,Chattanooga,TN,982,1,0,0,0,0,0,0,0,0
2024-02-03,control_des_moines,control,Des Moines,IA,669,1,0,0,0,0,0,0,1,0
2024-02-03,control_shreveport,control,Shreveport,LA,696,0,0,0,0,0,0,0,0,0
2024-02-03,control_spokane,control,Spokane,WA,265,0,0,0,0,0,0,0,0,0
2024-02-03,control_syracuse,control,Syracuse,NY,546,0,0,0,0,0,0,0,0,0
2024-02-04,20240203_las_vegas,event,Las Vegas,NV,1405,349,0,3,5,6,1,0,37,0
2024-02-04,20240204_las_vegas,event,Las Vegas,NV,1405,349,0,3,5,6,1,0,37,0
2024-02-04,control_albuquerque,control,Albuquerque,NM,906,108,0,4,0,0,0,0,6,0
2024-02-04,control_chattanooga,control,Chattanooga,TN,931,0,0,0,0,0,0,0,0,0
2024-02-04,control_des_moines,control,Des Moines,IA,771,1,0,0,0,0,0,0,0,0
2024-02-04,control_shreveport,control,Shreveport,LA,754,0,0,0,0,0,0,0,0,0
2024-02-04,control_spokane,control,Spokane,WA,249,0,0,0,0,0,0,0,0,0
2024-02-04,control_syracuse,control,Syracuse,NY,648,0,0,0,0,0,0,0,0,0
2024-02-05,20240204_las_vegas,event,Las Vegas,NV,1186,199,0,7,1,7,0,0,13,0
2024-02-05,control_albuquerque,control,Albuquerque,NM,924,119,0,12,0,0,0,0,6,0
2024-02-05,control_chattanooga,control,Chattanooga,TN,973,0,0,0,0,0,0,0,0,0
2024-02-05,control_des_moines,control,Des Moines,IA,843,0,0,0,0,0,0,0,0,0
2024-02-05,control_shreveport,control,Shreveport,LA,869,0,0,0,0,0,0,0,0,0
2024-02-05,control_spokane,control,Spokane,WA,304,0,0,0,0,0,0,0,0,0
2024-02-05,control_syracuse,control,Syracuse,NY,620,0,0,0,0,0,0,0,0,0
2024-03-05,20240306_chapel_hill,event,Chapel Hill,NC,1470,11,0,0,0,0,0,0,0,0
2024-03-05,control_albuquerque,control,Albuquerque,NM,1040,113,0,11,0,0,0,0,6,0
2024-03-05,control_chattanooga,control,Chattanooga,TN,972,0,0,0,0,0,0,0,0,0
2024-03-05,control_des_moines,control,Des Moines,IA,754,0,0,0,0,0,0,0,0,0
2024-03-05,control_shreveport,control,Shreveport,LA,707,0,0,0,0,0,0,0,0,0
2024-03-05,control_spokane,control,Spokane,WA,290,0,0,0,0,0,0,0,0,0
2024-03-05,control_syracuse,control,Syracuse,NY,605,0,0,0,0,0,0,0,0,0
2024-03-06,20240306_chapel_hill,event,Chapel Hill,NC,1416,4,0,0,0,0,0,0,0,0
2024-03-06,20240307_san_luis_obispo,event,San Luis Obispo,CA,634,3,0,0,0,0,0,0,0,0
2024-03-06,control_albuquerque,control,Albuquerque,NM,953,119,0,13,0,1,0,0,6,0
2024-03-06,control_chattanooga,control,Chattanooga,TN,1015,0,0,0,0,0,0,0,0,0
2024-03-06,control_des_moines,control,Des Moines,IA,906,0,0,0,0,0,0,0,0,0
2024-03-06,control_shreveport,control,Shreveport,LA,894,0,0,0,0,0,0,0,0,0
2024-03-06,control_spokane,control,Spokane,WA,291,0,0,0,0,0,0,0,0,0
2024-03-06,control_syracuse,control,Syracuse,NY,630,1,0,0,0,0,0,0,0,0
2024-03-07,20240306_chapel_hill,event,Chapel Hill,NC,1813,10,0,0,0,0,0,0,0,0
2024-03-07,20240307_san_luis_obispo,event,San Luis Obispo,CA,696,5,0,0,0,0,0,0,1,0
2024-03-07,control_albuquerque,control,Albuquerque,NM,934,124,1,15,0,0,0,0,5,0
2024-03-07,control_chattanooga,control,Chattanooga,TN,1142,0,0,0,0,0,0,0,0,0
2024-03-07,control_des_moines,control,Des Moines,IA,983,1,0,0,0,0,0,0,0,0
2024-03-07,control_shreveport,control,Shreveport,LA,994,0,0,0,0,0,0,0,0,0
2024-03-07,control_spokane,control,Spokane,WA,288,0,0,0,0,0,0,0,0,0
2024-03-07,control_syracuse,control,Syracuse,NY,683,0,0,0,0,0,0,0,0,0
2024-03-08,20240307_san_luis_obispo,event,San Luis Obispo,CA,866,5,0,0,0,0,0,0,0,0
2024-03-08,control_albuquerque,control,Albuquerque,NM,1009,132,0,15,0,0,0,0,2,0
2024-03-08,control_chattanooga,control,Chattanooga,TN,1192,0,0,0,0,0,0,0,0,0
2024-03-08,control_des_moines,control,Des Moines,IA,908,0,0,0,0,0,0,0,0,0
2024-03-08,control_shreveport,control,Shreveport,LA,647,0,0,0,0,0,0,0,0,0
2024-03-08,control_spokane,control,Spokane,WA,289,0,0,0,0,0,0,0,0,0
2024-03-08,control_syracuse,control,Syracuse,NY,734,1,0,0,1,0,0,0,0,0
2024-03-13,20240314_fullerton,event,Fullerton,CA,3425,757,0,18,0,1,67,0,32,0
2024-03-13,control_albuquerque,control,Albuquerque,NM,1043,118,0,9,0,0,0,0,5,0
2024-03-13,control_chattanooga,control,Chattanooga,TN,1009,0,0,0,0,0,0,0,0,0
2024-03-13,control_des_moines,control,Des Moines,IA,945,0,0,0,0,0,0,0,0,0
2024-03-13,control_shreveport,control,Shreveport,LA,910,0,0,0,0,0,0,0,0,0
2024-03-13,control_spokane,control,Spokane,WA,274,0,0,0,0,0,0,0,0,0
2024-03-13,control_syracuse,control,Syracuse,NY,613,1,0,0,0,0,0,0,0,0
2024-03-14,20240314_fullerton,event,Fullerton,CA,2702,573,1,19,0,2,12,0,27,0
2024-03-14,control_albuquerque,control,Albuquerque,NM,1098,126,0,13,1,0,0,0,7,0
2024-03-14,control_chattanooga,control,Chattanooga,TN,1168,0,0,0,0,0,0,0,0,0
2024-03-14,control_des_moines,control,Des Moines,IA,769,0,0,0,0,0,0,0,0,0
2024-03-14,control_shreveport,control,Shreveport,LA,945,0,0,0,0,0,0,0,0,0
2024-03-14,control_spokane,control,Spokane,WA,263,0,0,0,0,0,0,0,0,0
2024-03-14,control_syracuse,control,Syracuse,NY,670,1,0,0,0,0,0,0,0,0
2024-03-15,20240314_fullerton,event,Fullerton,CA,3543,669,0,16,1,1,26,0,35,0
