tail,date,file_date,dated_from_previous_utc_day,airport_code,airport_name,airport_city,median_km_from_field,ground_points,first_seen_utc,last_seen_utc,lat,lon,type,registration,sources,archives_agreeing,nearest_event_city,nearest_event_state,nearest_event_date,nearest_event_who,nearest_event_title,charlie_present,erika_present,event_offset_days,miles_to_event_city,within_50mi,same_day,event_page
N582MM,2025-10-30,2025-10-30,False,KBAZ,New Braunfels National Airport,New Braunfels,0.4,273,2025-10-30T00:03:10.460000Z,2025-10-30T00:43:26.500000Z,29.70192,-98.03925,LJ60,N582MM,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,592.3,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
N582MM,2025-10-30,2025-10-30,False,KORL,Orlando Executive Airport,Orlando,0.47,97,2025-10-30T02:53:06.490000Z,2025-10-30T02:56:04.150000Z,28.54435,-81.33751,LJ60,N582MM,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,627.72,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
N582MM,2025-10-30,2025-10-30,False,KORL,Orlando Executive Airport,Orlando,0.43,74,2025-10-30T12:11:02.140000Z,2025-10-30T12:17:07.100000Z,28.54804,-81.32955,LJ60,N582MM,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,627.91,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
N872RA,2025-10-30,2025-10-30,False,KLAS,Harry Reid International Airport,Las Vegas,1.51,7,2025-10-30T19:46:09.370000Z,2025-10-30T19:49:40.180000Z,36.08238,-115.16857,BE40,N872RA,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,1447.59,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
N872RA,2025-10-30,2025-10-30,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.32,17,2025-10-30T00:24:31.580000Z,2025-10-30T00:26:58.180000Z,33.67321,-117.87194,BE40,N872RA,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,1618.22,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
N872RA,2025-10-30,2025-10-30,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.68,21,2025-10-30T16:54:53.090000Z,2025-10-30T16:58:05.390000Z,33.68095,-117.86724,BE40,N872RA,airplanes-live,1,Oxford,MS,2025-10-29,TPUSA,Turning Point Tour / This Is the Turning Point — University of Mississippi,no_deceased,unknown,-1,1617.86,no,no,site/docs/Planes/following/speaking/20251029_oxford.mdx
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,2.06,29,2025-10-31T07:10:20.970000Z,2025-10-31T07:18:08.410000Z,50.04484,8.56406,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,1.89,3,2025-10-31T09:56:16.580000Z,2025-10-31T10:05:19.860000Z,50.04362,8.56048,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,1.77,7,2025-10-31T11:10:37.730000Z,2025-10-31T11:15:01.300000Z,50.04191,8.5657,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,1.93,2,2025-10-31T14:28:18.190000Z,2025-10-31T14:28:23.220000Z,50.04406,8.55948,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,2.17,4,2025-10-31T15:27:19.550000Z,2025-10-31T15:31:23.560000Z,50.04583,8.56467,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,1.57,7,2025-10-31T19:34:57.630000Z,2025-10-31T19:35:16.590000Z,50.04002,8.56549,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDF,Frankfurt Main Airport,Frankfurt am Main,1.75,9,2025-10-31T20:38:57.720000Z,2025-10-31T20:41:29.290000Z,50.04176,8.56535,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.73,90,2025-10-31T08:03:10.970000Z,2025-10-31T08:06:10.930000Z,53.63389,9.9976,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,EDDS,Stuttgart Airport,Stuttgart,0.82,213,2025-10-31T05:18:32.030000Z,2025-10-31T06:00:42.820000Z,48.69152,9.21106,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2025-10-31,2025-10-31,False,LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,0.3,45,2025-10-31T17:12:55.950000Z,2025-10-31T17:56:05.650000Z,43.63045,1.36708,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
N560TW,2025-10-31,2025-10-31,False,KAUO,Auburn University Regional Airport,Auburn,0.1,67,2025-10-31T20:01:53.560000Z,2025-10-31T20:05:17.660000Z,32.61425,-85.43352,C56X,N560TW,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2025-10-31,2025-10-31,False,KSAN,San Diego International Airport,San Diego,0.04,202,2025-10-31T02:42:35.470000Z,2025-10-31T02:48:38.320000Z,32.73349,-117.18964,LJ60,N582MM,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2025-10-31,2025-10-31,False,KDVT,Phoenix Deer Valley Airport,Phoenix,0.27,139,2025-10-31T21:18:07.430000Z,2025-10-31T21:37:05.570000Z,33.68618,-112.0845,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2025-10-31,2025-10-31,False,KRNO,Reno Tahoe International Airport,Reno,0.21,84,2025-10-31T02:40:37.020000Z,2025-10-31T02:43:33.420000Z,39.49974,-119.76573,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2025-10-31,2025-10-31,False,KRNO,Reno Tahoe International Airport,Reno,0.46,143,2025-10-31T18:12:28.700000Z,2025-10-31T18:43:40.030000Z,39.50265,-119.76519,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2025-10-31,2025-10-31,False,KSDL,Scottsdale Airport,Scottsdale,0.49,22,2025-10-31T20:07:30.010000Z,2025-10-31T20:09:11.440000Z,33.61979,-111.91472,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2025-11-01,2025-11-01,False,KAUS,Austin Bergstrom International Airport,Austin,0.67,115,2025-11-01T05:47:19.730000Z,2025-11-01T06:36:30.420000Z,30.19189,-97.65954,LJ60,N582MM,adsbexchange-samples,1,,,,,,,,,,no,no,
N582MM,2025-11-01,2025-11-01,False,KAUS,Austin Bergstrom International Airport,Austin,1.53,161,2025-11-01T18:13:30.550000Z,2025-11-01T19:24:09.010000Z,30.18412,-97.65841,LJ60,N582MM,adsbexchange-samples,1,,,,,,,,,,no,no,
N582MM,2025-11-01,2025-11-01,False,KSAN,San Diego International Airport,San Diego,1.09,95,2025-11-01T02:16:02.330000Z,2025-11-01T03:21:42.720000Z,32.73342,-117.17835,LJ60,N582MM,adsbexchange-samples,1,,,,,,,,,,no,no,
N582MM,2025-11-01,2025-11-01,False,KTMB,Miami Executive Airport,Miami,0.77,63,2025-11-01T21:32:51.280000Z,2025-11-01T22:26:30.960000Z,25.64406,-80.43924,LJ60,N582MM,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-11-01,2025-11-01,False,KDVT,Phoenix Deer Valley Airport,Phoenix,1.04,96,2025-11-01T03:47:15.990000Z,2025-11-01T03:52:40.350000Z,33.68613,-112.09396,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-11-01,2025-11-01,False,KEUG,Eugene Airport,Eugene,0.65,48,2025-11-01T06:23:58.580000Z,2025-11-01T06:26:14.580000Z,44.12016,-123.21726,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-11-01,2025-11-01,False,KEUG,Eugene Airport,Eugene,0.49,111,2025-11-01T18:04:45.140000Z,2025-11-01T19:16:09.790000Z,44.12204,-123.21707,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-11-01,2025-11-01,False,KMRY,Monterey Regional Airport,Monterey,1.03,395,2025-11-01T20:39:37.460000Z,2025-11-01T23:33:03.450000Z,36.58276,-121.83377,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N888KG,2025-11-01,2025-11-01,False,KPVU,Provo Municipal Airport,Provo,0.18,120,2025-11-01T15:09:05.790000Z,2025-11-01T15:58:57.560000Z,40.21946,-111.72045,CL30,N888KG,adsbexchange-samples,1,,,,,,,,,,no,no,
N888KG,2025-11-01,2025-11-01,False,KPVU,Provo Municipal Airport,Provo,0.19,47,2025-11-01T20:11:19.260000Z,2025-11-01T20:14:28.870000Z,40.2181,-111.72052,CL30,N888KG,adsbexchange-samples,1,,,,,,,,,,no,no,
T7-ELL,2025-11-03,2025-11-03,False,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),1.23,1,2025-11-03T21:15:05.530000Z,2025-11-03T21:15:05.530000Z,24.88866,55.17137,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2025-12-01,2025-12-01,False,KPBI,President Donald J. Trump International Airport,West Palm Beach,0.48,117,2025-12-01T00:45:56.620000Z,2025-12-01T01:09:52.670000Z,26.68051,-80.09177,GLF5,N102DZ,adsbexchange-samples,1,,,,,,,,,,no,no,
N2100L,2025-12-01,2025-12-01,False,KAUS,Austin Bergstrom International Airport,Austin,1.27,154,2025-12-01T16:51:12.890000Z,2025-12-01T17:06:31.880000Z,30.18646,-97.65865,GLEX,N2100L,adsbexchange-samples,1,,,,,,,,,,no,no,
N2100L,2025-12-01,2025-12-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,0.97,5,2025-12-01T21:49:48.490000Z,2025-12-01T21:50:33.750000Z,31.84322,-106.38716,GLEX,N2100L,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2025-12-01,2025-12-01,False,KAPA,Centennial Airport,Denver,0.86,131,2025-12-01T00:00:37.220000Z,2025-12-01T00:09:22.520000Z,39.57779,-104.84993,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2025-12-01,2025-12-01,False,KLAS,Harry Reid International Airport,Las Vegas,1.5,254,2025-12-01T18:48:05.400000Z,2025-12-01T22:00:28.340000Z,36.07912,-115.1677,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2025-12-01,2025-12-01,False,KPVU,Provo Municipal Airport,Provo,0.27,150,2025-12-01T01:22:02.740000Z,2025-12-01T02:04:08.880000Z,40.21841,-111.71935,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2025-12-01,2025-12-01,False,KTUS,Tucson International Airport,Tucson,1.5,267,2025-12-01T03:25:07.910000Z,2025-12-01T04:29:31.010000Z,32.12759,-110.94368,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KCRQ,McClellan-Palomar Airport,Carlsbad,0.22,62,2025-12-01T22:02:40.960000Z,2025-12-01T22:05:40.150000Z,33.12717,-117.282,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KCRQ,McClellan-Palomar Airport,Carlsbad,0.51,65,2025-12-01T23:17:58.630000Z,2025-12-01T23:24:55.490000Z,33.12865,-117.27451,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KHWD,Hayward Executive Airport,Hayward,0.5,92,2025-12-01T20:33:48.060000Z,2025-12-01T20:55:23.210000Z,37.6604,-122.12752,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KRNO,Reno Tahoe International Airport,Reno,0.33,44,2025-12-01T01:51:09.790000Z,2025-12-01T01:53:33.760000Z,39.50148,-119.76572,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KRNO,Reno Tahoe International Airport,Reno,0.31,111,2025-12-01T17:31:40.510000Z,2025-12-01T17:58:43.060000Z,39.50129,-119.76573,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2025-12-01,2025-12-01,False,KTRK,Truckee Tahoe Airport,Truckee,0.41,116,2025-12-01T18:51:55.960000Z,2025-12-01T19:48:47.670000Z,39.31527,-120.1424,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-01-01,2026-01-01,False,KFAT,Fresno Yosemite International Airport,Fresno,1.03,220,2026-01-01T20:56:43.630000Z,2026-01-01T22:19:54.240000Z,36.77867,-119.72902,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-01-01,2026-01-01,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.51,88,2026-01-01T19:47:29.710000Z,2026-01-01T20:09:35.780000Z,33.67941,-117.86754,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
T7-ELL,2026-01-01,2026-01-01,False,EFRO,Rovaniemi Airport,Rovaniemi,0.31,64,2026-01-01T16:51:35.380000Z,2026-01-01T16:56:29.320000Z,66.56101,25.82594,GLEX,T7-ELL,adsbexchange-samples,1,,,,,,,,,,no,no,
T7-ELL,2026-01-01,2026-01-01,False,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),1.45,4,2026-01-01T09:00:35.410000Z,2026-01-01T09:00:45.030000Z,24.88919,55.17453,GLEX,T7-ELL,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2026-02-01,2026-02-01,False,KCGZ,Casa Grande Municipal Airport,Casa Grande,0.11,3,2026-02-01T13:33:37.070000Z,2026-02-01T13:33:38.810000Z,32.95532,-111.76595,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2026-02-01,2026-02-01,False,KLAS,Harry Reid International Airport,Las Vegas,0.67,159,2026-02-01T19:51:38.790000Z,2026-02-01T21:01:25.370000Z,36.0838,-115.15931,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2026-02-01,2026-02-01,False,KSDL,Scottsdale Airport,Scottsdale,0.57,72,2026-02-01T12:33:02.790000Z,2026-02-01T12:44:10.310000Z,33.61874,-111.91453,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2026-02-01,2026-02-01,False,KSDL,Scottsdale Airport,Scottsdale,0.13,49,2026-02-01T14:19:25.300000Z,2026-02-01T14:21:45.830000Z,33.62254,-111.90967,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-02-01,2026-02-01,False,KBZN,Bozeman Yellowstone International Airport,Bozeman,0.43,62,2026-02-01T23:26:02.860000Z,2026-02-01T23:28:39.040000Z,45.7753,-111.15163,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-02-01,2026-02-01,False,KPSP,Palm Springs International Airport,Palm Springs,1.33,20,2026-02-01T21:30:12.460000Z,2026-02-01T21:33:18.900000Z,33.81951,-116.4994,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-02-01,2026-02-01,False,KRNO,Reno Tahoe International Airport,Reno,1.52,96,2026-02-01T00:12:46.330000Z,2026-02-01T00:34:27.480000Z,39.5127,-119.76573,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-02-01,2026-02-01,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.15,29,2026-02-01T01:44:57.890000Z,2026-02-01T01:46:23.680000Z,33.67638,-117.86878,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-02-01,2026-02-01,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.5,66,2026-02-01T19:17:23.740000Z,2026-02-01T20:04:01.390000Z,33.67943,-117.86794,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N888KG,2026-02-01,2026-02-01,False,KTUS,Tucson International Airport,Tucson,1.79,2,2026-02-01T16:48:16.660000Z,2026-02-01T16:48:20.250000Z,32.11465,-110.95703,CL30,N888KG,adsbexchange-samples,1,,,,,,,,,,no,no,
T7-ELL,2026-02-01,2026-02-01,False,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),1.32,61,2026-02-01T06:59:14.190000Z,2026-02-01T07:15:27.160000Z,24.89956,55.14984,GLEX,T7-ELL,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-03-01,2026-03-01,False,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,0.52,41,2026-03-01T20:13:44.290000Z,2026-03-01T20:15:42.280000Z,38.53475,-106.94057,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-03-01,2026-03-01,False,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,1.08,109,2026-03-01T21:25:02.040000Z,2026-03-01T21:36:25.330000Z,38.53867,-106.92319,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-03-01,2026-03-01,False,KLAX,Los Angeles International Airport,Los Angeles,1.11,180,2026-03-01T23:27:38.290000Z,2026-03-01T23:59:35.730000Z,33.93688,-118.41789,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-03-01,2026-03-01,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.48,88,2026-03-01T18:14:07.090000Z,2026-03-01T18:31:03.680000Z,33.67921,-117.86789,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N102DZ,2026-04-01,2026-04-01,False,KSDL,Scottsdale Airport,Scottsdale,0.53,84,2026-04-01T22:39:00.610000Z,2026-04-01T22:47:04.130000Z,33.62663,-111.90736,GLF5,N102DZ,adsbexchange-samples,1,,,,,,,,,,no,no,
N1098L,2026-04-01,2026-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,1.33,13,2026-04-01T20:21:56.940000Z,2026-04-01T20:25:15.710000Z,31.83816,-106.38462,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N1098L,2026-04-01,2026-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,1.29,10,2026-04-01T21:26:29.640000Z,2026-04-01T22:08:40.650000Z,31.85706,-106.36965,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N1098L,2026-04-01,2026-04-01,False,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,0.77,4,2026-04-01T15:36:40.060000Z,2026-04-01T15:40:01.590000Z,31.06083,-97.82583,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N1098L,2026-04-01,2026-04-01,False,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,0.19,9,2026-04-01T18:53:10.250000Z,2026-04-01T18:56:04.870000Z,31.06881,-97.82834,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N40JD,2026-04-01,2026-04-01,False,KSDL,Scottsdale Airport,Scottsdale,0.2,21,2026-04-01T23:04:33.630000Z,2026-04-01T23:23:01.700000Z,33.62233,-111.90894,PRM1,N40JD,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-04-01,2026-04-01,False,KSAT,San Antonio International Airport,San Antonio,0.27,4,2026-04-01T00:34:51.030000Z,2026-04-01T00:35:26.320000Z,29.53236,-98.47217,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2026-04-01,2026-04-01,False,KSAT,San Antonio International Airport,San Antonio,0.31,12,2026-04-01T22:36:42.770000Z,2026-04-01T22:47:37.280000Z,29.53618,-98.46842,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N102DZ,2026-04-25,2026-04-25,False,KBAZ,New Braunfels National Airport,New Braunfels,0.58,127,2026-04-25T07:05:26.750000Z,2026-04-25T07:08:12.310000Z,29.70027,-98.03867,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2026-04-25,2026-04-25,False,KTEB,Teterboro Airport,Teterboro,0.54,121,2026-04-25T03:14:16.720000Z,2026-04-25T03:46:38.650000Z,40.85485,-74.06224,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-25,2026-04-25,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.39,47,2026-04-25T00:40:10.800000Z,2026-04-25T00:41:29.160000Z,33.67247,-117.87209,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N888KG,2026-04-25,2026-04-25,False,KPVU,Provo Municipal Airport,Provo,0.16,3,2026-04-25T17:46:43.300000Z,2026-04-25T17:47:57.380000Z,40.21953,-111.72072,CL30,N888KG,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2026-04-26,2026-04-26,False,KBAZ,New Braunfels National Airport,New Braunfels,0.28,95,2026-04-26T14:17:16.160000Z,2026-04-26T14:22:44.370000Z,29.70597,-98.0398,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2026-04-26,2026-04-26,False,KPBI,President Donald J. Trump International Airport,West Palm Beach,0.88,41,2026-04-26T16:24:56.850000Z,2026-04-26T16:27:45.440000Z,26.68142,-80.08694,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2026-04-26,2026-04-26,False,KPBI,President Donald J. Trump International Airport,West Palm Beach,1.08,4,2026-04-26T18:01:51.630000Z,2026-04-26T18:02:03.100000Z,26.68204,-80.10643,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-26,2026-04-26,False,KPRB,Paso Robles Municipal Airport,Paso Robles,0.37,6,2026-04-26T23:38:51.730000Z,2026-04-26T23:39:08.750000Z,35.67295,-120.63104,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-26,2026-04-26,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.21,50,2026-04-26T17:20:05.380000Z,2026-04-26T18:12:05.990000Z,33.67629,-117.87108,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-26,2026-04-26,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.56,76,2026-04-26T21:26:20.550000Z,2026-04-26T22:14:14.490000Z,33.67038,-117.8714,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-26,2026-04-26,False,KTUS,Tucson International Airport,Tucson,1.5,2,2026-04-26T20:09:00.140000Z,2026-04-26T20:09:03.140000Z,32.10542,-110.92688,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N1098L,2026-04-27,2026-04-27,False,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,0.1,1,2026-04-27T18:52:34.370000Z,2026-04-27T18:52:34.370000Z,31.06634,-97.82849,GLEX,N1098L,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KRNO,Reno Tahoe International Airport,Reno,0.28,226,2026-04-27T00:19:41.440000Z,2026-04-27T01:10:18.930000Z,39.50092,-119.76571,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KSAN,San Diego International Airport,San Diego,0.29,25,2026-04-27T21:48:59.830000Z,2026-04-27T21:52:40.460000Z,32.73375,-117.19313,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KSAN,San Diego International Airport,San Diego,1.11,19,2026-04-27T22:51:09.230000Z,2026-04-27T23:03:10.090000Z,32.73296,-117.17821,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.3,66,2026-04-27T02:27:45.330000Z,2026-04-27T02:30:13.380000Z,33.67281,-117.87111,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KUDD,Bermuda Dunes Airport,Bermuda Dunes,0.48,99,2026-04-27T14:39:08.490000Z,2026-04-27T15:24:40.640000Z,33.74843,-116.28021,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-27,2026-04-27,False,KUDD,Bermuda Dunes Airport,Bermuda Dunes,0.55,51,2026-04-27T16:32:10.060000Z,2026-04-27T17:18:01.370000Z,33.74596,-116.26988,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N560TW,2026-04-28,2026-04-28,False,KSDL,Scottsdale Airport,Scottsdale,0.72,74,2026-04-28T14:28:00.970000Z,2026-04-28T14:37:16.280000Z,33.62694,-111.90498,C56X,N560TW,airplanes-live,1,,,,,,,,,,no,no,
N560TW,2026-04-28,2026-04-28,False,KSDL,Scottsdale Airport,Scottsdale,0.2,102,2026-04-28T20:52:35.940000Z,2026-04-28T20:55:25.400000Z,33.62113,-111.91152,C56X,N560TW,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-28,2026-04-28,False,KMHR,Sacramento Mather Airport,Sacramento,0.76,185,2026-04-28T00:13:35.040000Z,2026-04-28T00:54:48.730000Z,38.56138,-121.29584,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-28,2026-04-28,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.27,53,2026-04-28T02:01:33.420000Z,2026-04-28T02:04:03.380000Z,33.67305,-117.87084,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-28,2026-04-28,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.45,33,2026-04-28T23:09:00.860000Z,2026-04-28T23:11:57.130000Z,33.67901,-117.86801,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-29,2026-04-29,False,KHOU,William P. Hobby Airport,Houston,0.57,1,2026-04-29T01:59:03.980000Z,2026-04-29T01:59:03.980000Z,29.64343,-95.27129,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-29,2026-04-29,False,KOKC,OKC Will Rogers World Airport,Oklahoma City,0.84,79,2026-04-29T22:57:45.550000Z,2026-04-29T23:38:47.770000Z,35.38725,-97.60368,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2026-04-29,2026-04-29,False,KRDU,Raleigh-Durham International Airport,Raleigh/Durham,0.97,3,2026-04-29T06:17:38.170000Z,2026-04-29T06:17:40.250000Z,35.87059,-78.7913,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
