tail,date,file_date,dated_from_previous_utc_day,airport_code,airport_name,airport_city,median_km_from_field,ground_points,first_seen_utc,last_seen_utc,lat,lon,type,registration,sources,archives_agreeing,nearest_event_city,nearest_event_state,nearest_event_date,nearest_event_who,nearest_event_title,charlie_present,erika_present,event_offset_days,miles_to_event_city,within_50mi,same_day,event_page
N872RA,2024-03-22,2024-03-22,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.53,15,2024-03-22T21:43:59.070000Z,2024-03-22T21:45:18.830000Z,33.67086,-117.87191,BE40,N872RA,airplanes-live,1,Las Vegas,NV,2024-03-21,Charlie,Campus event — UNLV,yes,not_documented,-1,230.55,no,no,site/docs/Planes/following/speaking/20240321_las_vegas.mdx
N872RA,2024-03-22,2024-03-22,False,KUDD,Bermuda Dunes Airport,Bermuda Dunes,0.25,13,2024-03-22T13:56:24.240000Z,2024-03-22T14:36:32.840000Z,33.74907,-116.27767,BE40,N872RA,airplanes-live,1,Las Vegas,NV,2024-03-21,Charlie,Campus event — UNLV,yes,not_documented,-1,180.99,no,no,site/docs/Planes/following/speaking/20240321_las_vegas.mdx
T7-ELL,2024-03-22,2024-03-22,False,LOWW,Vienna International Airport,Vienna,2.72,24,2024-03-22T13:09:17.360000Z,2024-03-22T13:14:04.570000Z,48.0888,16.58716,GLEX,T7-ELL,airplanes-live,1,Las Vegas,NV,2024-03-21,Charlie,Campus event — UNLV,yes,not_documented,-1,5899.85,no,no,site/docs/Planes/following/speaking/20240321_las_vegas.mdx
CONTROL-LUFTHANSA,2024-03-23,2024-03-23,False,EHAM,Amsterdam Airport Schiphol,Amsterdam,0.82,81,2024-03-23T12:11:08.810000Z,2024-03-23T12:17:21.640000Z,52.31358,4.7727,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-03-23,2024-03-23,False,EHAM,Amsterdam Airport Schiphol,Amsterdam,1.0,44,2024-03-23T13:20:08.020000Z,2024-03-23T13:30:18.360000Z,52.30161,4.75461,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-23,2024-03-23,False,EGBB,Birmingham Airport,"Birmingham, West Midlands",0.56,1,2024-03-23T07:52:58.050000Z,2024-03-23T07:52:58.050000Z,52.45313,-1.7398,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-23,2024-03-23,False,EIDW,Dublin Airport,Dublin,1.15,2,2024-03-23T09:19:20.640000Z,2024-03-23T09:19:21.290000Z,53.42344,-6.27698,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N102DZ,2024-03-23,2024-03-23,False,KVNY,Van Nuys Airport,Van Nuys,0.31,95,2024-03-23T04:55:28.390000Z,2024-03-23T05:05:22.740000Z,34.20713,-118.48912,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2024-03-23,2024-03-23,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.81,62,2024-03-23T09:09:13.570000Z,2024-03-23T09:55:25.170000Z,33.4271,-112.02274,LJ60,N582MM,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N560TW,2024-03-25,2024-03-25,False,KSDL,Scottsdale Airport,Scottsdale,0.15,12,2024-03-25T01:01:58.810000Z,2024-03-25T01:03:13.770000Z,33.62265,-111.90941,C56X,N560TW,adsb-lol,1,,,,,,,,,,no,no,
N560TW,2024-03-26,2024-03-26,False,KSDL,Scottsdale Airport,Scottsdale,0.58,3,2024-03-26T18:48:51.400000Z,2024-03-26T18:49:12.800000Z,33.62592,-111.9059,C56X,N560TW,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,1,576.31,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
T7-ELL,2024-03-26,2024-03-26,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.18,41,2024-03-26T14:05:14.740000Z,2024-03-26T14:08:44.530000Z,41.79717,12.59488,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,1,5778.05,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N102DZ,2024-03-27,2024-03-27,False,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,0.16,81,2024-03-27T19:37:33.010000Z,2024-03-27T21:02:31.120000Z,34.20237,-118.35971,GLF5,N102DZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,0,944.78,no,yes,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N102DZ,2024-03-27,2024-03-27,False,KVNY,Van Nuys Airport,Van Nuys,0.55,83,2024-03-27T18:01:49.250000Z,2024-03-27T18:21:05.310000Z,34.21473,-118.49087,GLF5,N102DZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,0,952.24,no,yes,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N582MM,2024-03-27,2024-03-27,False,KPHX,Phoenix Sky Harbor International Airport,Phoenix,1.86,172,2024-03-27T17:20:30.710000Z,2024-03-27T18:43:55.010000Z,33.42642,-112.02286,LJ60,N582MM,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,0,583.76,no,yes,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N582MM,2024-03-27,2024-03-27,False,KSDL,Scottsdale Airport,Scottsdale,1.16,3,2024-03-27T20:19:20.490000Z,2024-03-27T20:19:26.480000Z,33.63021,-111.90209,LJ60,N582MM,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,0,576.07,no,yes,site/docs/Planes/following/speaking/20240327_lubbock.mdx
T7-ELL,2024-03-27,2024-03-27,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.53,32,2024-03-27T14:58:35.420000Z,2024-03-27T15:05:47.170000Z,41.80269,12.59167,GLEX,T7-ELL,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,0,5777.68,no,yes,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-LUFTHANSA,2024-03-28,2024-03-28,False,EDDM,Munich Airport,Munich,1.08,2,2024-03-28T04:53:11.910000Z,2024-03-28T04:53:16.550000Z,48.34645,11.77646,A319,D-AIBD,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,5458.55,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-RYANAIR,2024-03-28,2024-03-28,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",0.53,2,2024-03-28T22:31:05.510000Z,2024-03-28T22:31:07.480000Z,53.86249,-1.655,B738,EI-EFZ,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,4764.06,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-RYANAIR,2024-03-28,2024-03-28,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",1.09,8,2024-03-28T08:18:54.510000Z,2024-03-28T08:20:45.200000Z,53.87315,-1.67175,B738,EI-EFZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,4763.11,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-RYANAIR,2024-03-28,2024-03-28,False,LEMG,Málaga-Costa del Sol Airport,Málaga,1.03,20,2024-03-28T11:13:07.630000Z,2024-03-28T11:17:10.440000Z,36.6814,-4.49088,B738,EI-EFZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,5241.81,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-RYANAIR,2024-03-28,2024-03-28,False,LEMG,Málaga-Costa del Sol Airport,Málaga,0.48,10,2024-03-28T12:08:07.090000Z,2024-03-28T12:11:09.490000Z,36.67879,-4.5015,B738,EI-EFZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,5241.4,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N102DZ,2024-03-28,2024-03-28,False,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,0.34,82,2024-03-28T05:51:39.330000Z,2024-03-28T06:56:28.400000Z,34.1998,-118.35837,GLF5,N102DZ,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,944.71,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N102DZ,2024-03-28,2024-03-28,False,KSAC,Sacramento Executive Airport,Sacramento,0.39,109,2024-03-28T20:28:48.280000Z,2024-03-28T20:58:02.440000Z,38.51128,-121.49716,GLF5,N102DZ,adsb-lol|airplanes-live,2,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,1145.06,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N582MM,2024-03-28,2024-03-28,False,,,,,30,2024-03-28T03:21:02.890000Z,2024-03-28T04:02:37.650000Z,33.52292,-111.96168,LJ60,N582MM,adsb-lol,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,579.85,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
N582MM,2024-03-28,2024-03-28,False,KSDL,Scottsdale Airport,Scottsdale,0.35,99,2024-03-28T03:21:02.820000Z,2024-03-28T04:03:21.720000Z,33.6244,-111.90767,LJ60,N582MM,airplanes-live,1,Lubbock,TX,2024-03-27,Charlie,Live Free Tour — Texas Tech University,yes,not_documented,-1,576.41,no,no,site/docs/Planes/following/speaking/20240327_lubbock.mdx
CONTROL-RYANAIR,2024-03-29,2024-03-29,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",1.11,5,2024-03-29T06:11:17.720000Z,2024-03-29T06:13:29.880000Z,53.87329,-1.67186,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-29,2024-03-29,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",0.53,2,2024-03-29T12:18:17.940000Z,2024-03-29T12:18:20.020000Z,53.86251,-1.6548,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-29,2024-03-29,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",0.51,11,2024-03-29T21:03:54.320000Z,2024-03-29T21:04:24.460000Z,53.86266,-1.65505,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N102DZ,2024-03-29,2024-03-29,False,KSAC,Sacramento Executive Airport,Sacramento,0.57,65,2024-03-29T15:29:18.690000Z,2024-03-29T15:33:36.160000Z,38.51746,-121.4913,GLF5,N102DZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N102DZ,2024-03-29,2024-03-29,False,KSLC,Salt Lake City International Airport,Salt Lake City,2.15,4,2024-03-29T16:48:39.130000Z,2024-03-29T16:50:58.500000Z,40.77591,-111.96094,GLF5,N102DZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N102DZ,2024-03-29,2024-03-29,False,KSLC,Salt Lake City International Airport,Salt Lake City,1.76,35,2024-03-29T18:14:56.280000Z,2024-03-29T18:17:36.550000Z,40.79726,-111.96209,GLF5,N102DZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N102DZ,2024-03-29,2024-03-29,False,KVNY,Van Nuys Airport,Van Nuys,0.52,65,2024-03-29T19:50:56.990000Z,2024-03-29T20:06:47.860000Z,34.20529,-118.48839,GLF5,N102DZ,airplanes-live,1,,,,,,,,,,no,no,
N560TW,2024-03-29,2024-03-29,False,KSDL,Scottsdale Airport,Scottsdale,0.15,11,2024-03-29T20:38:56.740000Z,2024-03-29T20:40:43.500000Z,33.62248,-111.90945,C56X,N560TW,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-03-30,2024-03-30,False,ENTC,Tromsø Airport,Tromsø,0.11,68,2024-03-30T11:31:59.240000Z,2024-03-30T11:36:53.820000Z,69.68362,18.91624,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-03-30,2024-03-30,False,ENTC,Tromsø Airport,Tromsø,0.32,88,2024-03-30T12:34:27.380000Z,2024-03-30T12:48:17.650000Z,69.686,18.9161,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-30,2024-03-30,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.11,86,2024-03-30T23:09:15.540000Z,2024-03-30T23:52:22.520000Z,53.33556,-2.8484,B738,EI-EFZ,adsb-lol,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-30,2024-03-30,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",1.1,13,2024-03-30T06:31:06.420000Z,2024-03-30T06:33:34.670000Z,53.8733,-1.67177,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2024-03-30,2024-03-30,False,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",0.57,34,2024-03-30T23:09:12.920000Z,2024-03-30T23:23:08.660000Z,53.86991,-1.66609,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
T7-ELL,2024-03-31,2024-03-31,False,EIDW,Dublin Airport,Dublin,1.33,1,2024-03-31T11:28:46.590000Z,2024-03-31T11:28:46.590000Z,53.42361,-6.28022,GLEX,T7-ELL,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
T7-ELL,2024-03-31,2024-03-31,False,EIDW,Dublin Airport,Dublin,0.48,4,2024-03-31T09:52:10.970000Z,2024-03-31T09:52:59.140000Z,53.42776,-6.25504,GLEX,T7-ELL,airplanes-live,1,,,,,,,,,,no,no,
N1098L,2024-04-01,2024-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,0.16,252,2024-04-01T15:03:31.470000Z,2024-04-01T16:18:16Z,31.8485,-106.38123,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N1098L,2024-04-01,2024-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,1.89,169,2024-04-01T17:19:21.010000Z,2024-04-01T20:02:05.630000Z,31.83468,-106.3899,GLEX,N1098L,adsbexchange-samples,1,,,,,,,,,,no,no,
N2100L,2024-04-01,2024-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,1.89,104,2024-04-01T15:50:33.190000Z,2024-04-01T17:11:43.710000Z,31.83468,-106.3899,GLEX,N2100L,adsbexchange-samples,1,,,,,,,,,,no,no,
N2100L,2024-04-01,2024-04-01,False,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,1.89,31,2024-04-01T18:46:53.480000Z,2024-04-01T19:12:13.160000Z,31.83469,-106.38991,GLEX,N2100L,adsbexchange-samples,1,,,,,,,,,,no,no,
N560TW,2024-04-01,2024-04-01,False,KRNO,Reno Tahoe International Airport,Reno,0.35,25,2024-04-01T18:43:19.090000Z,2024-04-01T19:10:31.380000Z,39.50165,-119.76571,C56X,N560TW,adsbexchange-samples,1,,,,,,,,,,no,no,
N560TW,2024-04-01,2024-04-01,False,KSDL,Scottsdale Airport,Scottsdale,1.26,3,2024-04-01T17:10:37.960000Z,2024-04-01T17:11:01.840000Z,33.63083,-111.90136,C56X,N560TW,adsb-lol,1,,,,,,,,,,no,no,
N560TW,2024-04-01,2024-04-01,False,KSDL,Scottsdale Airport,Scottsdale,0.06,2,2024-04-01T20:45:10.580000Z,2024-04-01T20:45:19.910000Z,33.6224,-111.91111,C56X,N560TW,adsb-lol|adsbexchange-samples|airplanes-live,3,,,,,,,,,,no,no,
N560TW,2024-04-01,2024-04-01,False,KSDL,Scottsdale Airport,Scottsdale,1.13,81,2024-04-01T16:53:01.290000Z,2024-04-01T17:11:21.740000Z,33.62953,-111.90173,C56X,N560TW,adsbexchange-samples|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2024-04-01,2024-04-01,False,KAPC,Napa County Airport,Napa,1.05,30,2024-04-01T16:27:31.640000Z,2024-04-01T16:29:45.230000Z,38.22218,-122.27721,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
N872RA,2024-04-01,2024-04-01,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.61,25,2024-04-01T15:13:31.710000Z,2024-04-01T15:20:27.030000Z,33.68019,-117.86699,BE40,N872RA,adsbexchange-samples,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2024-04-02,2024-04-02,False,EDDB,Berlin Brandenburg Airport,Berlin,0.91,1,2024-04-02T08:08:57.290000Z,2024-04-02T08:08:57.290000Z,52.35558,13.51118,A319,D-AIBD,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4823.96,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.16,108,2024-04-02T04:54:42.290000Z,2024-04-02T05:09:17.900000Z,53.33582,-2.84788,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4214.82,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.16,89,2024-04-02T10:55:31.870000Z,2024-04-02T11:39:19.220000Z,53.33585,-2.85136,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4214.69,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.43,38,2024-04-02T13:50:30.350000Z,2024-04-02T13:53:29.530000Z,53.33506,-2.85608,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4214.54,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.11,105,2024-04-02T14:47:06.990000Z,2024-04-02T14:58:38.490000Z,53.33576,-2.84911,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4214.78,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.44,110,2024-04-02T17:21:45.230000Z,2024-04-02T18:18:48.140000Z,53.33552,-2.85613,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4214.53,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-02,2024-04-02,False,EIDW,Dublin Airport,Dublin,0.58,2,2024-04-02T16:48:55.240000Z,2024-04-02T16:49:24.570000Z,53.42918,-6.2534,B738,EI-EFZ,airplanes-live,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,4086.06,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N872RA,2024-04-02,2024-04-02,False,KSFO,San Francisco International Airport,San Francisco,0.76,127,2024-04-02T21:46:55.950000Z,2024-04-02T23:01:02.990000Z,37.62218,-122.38289,BE40,N872RA,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,1468.05,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N872RA,2024-04-02,2024-04-02,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.14,2,2024-04-02T19:01:32.960000Z,2024-04-02T19:01:35.940000Z,33.67576,-117.8706,BE40,N872RA,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,1306.45,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N872RA,2024-04-02,2024-04-02,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.09,4,2024-04-02T18:59:35.230000Z,2024-04-02T19:01:35.940000Z,33.67569,-117.86982,BE40,N872RA,airplanes-live,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,1,1306.41,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-LUFTHANSA,2024-04-03,2024-04-03,False,EDDB,Berlin Brandenburg Airport,Berlin,0.92,1,2024-04-03T07:07:33.230000Z,2024-04-03T07:07:33.230000Z,52.35346,13.5021,A319,D-AIBD,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4823.75,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-LUFTHANSA,2024-04-03,2024-04-03,False,EDDB,Berlin Brandenburg Airport,Berlin,0.84,1,2024-04-03T08:02:11.630000Z,2024-04-03T08:02:11.630000Z,52.35438,13.50514,A319,D-AIBD,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4823.81,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-LUFTHANSA,2024-04-03,2024-04-03,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.65,159,2024-04-03T15:40:51.550000Z,2024-04-03T16:34:25.160000Z,53.62904,9.99779,A319,D-AIBD,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4654.34,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.26,112,2024-04-03T00:14:18.960000Z,2024-04-03T00:22:43.780000Z,53.33547,-2.8459,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4214.9,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.64,81,2024-04-03T05:30:18.970000Z,2024-04-03T05:55:27.630000Z,53.33597,-2.85913,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4214.4,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.36,5,2024-04-03T14:50:32.600000Z,2024-04-03T14:50:48.850000Z,53.33535,-2.85507,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4214.57,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.31,98,2024-04-03T15:35:55.380000Z,2024-04-03T15:46:50.670000Z,53.33574,-2.85402,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4214.6,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EGGP,Liverpool John Lennon Airport,Liverpool,0.39,144,2024-04-03T20:33:26.400000Z,2024-04-03T21:22:04.600000Z,53.33577,-2.85533,B738,EI-EFZ,adsb-lol,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4214.55,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-RYANAIR,2024-04-03,2024-04-03,False,EIDW,Dublin Airport,Dublin,0.67,1,2024-04-03T21:54:14.550000Z,2024-04-03T21:54:14.550000Z,53.42265,-6.26227,B738,EI-EFZ,airplanes-live,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,4085.93,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N102DZ,2024-04-03,2024-04-03,False,KTEB,Teterboro Airport,Teterboro,0.88,1,2024-04-03T10:59:52.220000Z,2024-04-03T10:59:52.220000Z,40.84248,-74.06372,GLF5,N102DZ,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,1128.51,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N102DZ,2024-04-03,2024-04-03,False,KVNY,Van Nuys Airport,Van Nuys,0.85,17,2024-04-03T06:24:37.350000Z,2024-04-03T06:28:26.570000Z,34.2174,-118.49111,GLF5,N102DZ,airplanes-live,1,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,1325.49,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N872RA,2024-04-03,2024-04-03,False,KOAK,Oakland San Francisco Bay Airport,Oakland,0.64,118,2024-04-03T18:59:39.870000Z,2024-04-03T19:17:50.840000Z,37.71829,-122.21429,BE40,N872RA,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,1457.66,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
N872RA,2024-04-03,2024-04-03,False,KSDL,Scottsdale Airport,Scottsdale,0.14,7,2024-04-03T20:56:44.680000Z,2024-04-03T20:57:16.410000Z,33.6218,-111.9118,BE40,N872RA,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,0,995.83,no,yes,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-LUFTHANSA,2024-04-04,2024-04-04,False,EDDM,Munich Airport,Munich,1.19,1,2024-04-04T12:06:34.010000Z,2024-04-04T12:06:34.010000Z,48.34632,11.77454,A319,D-AIBD,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,-1,4935.78,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
CONTROL-LUFTHANSA,2024-04-04,2024-04-04,False,EDDM,Munich Airport,Munich,1.1,4,2024-04-04T16:37:18.110000Z,2024-04-04T16:37:48.210000Z,48.34643,11.77613,A319,D-AIBD,adsb-lol|airplanes-live,2,Lawrence,KS,2024-04-03,Charlie,Live Free Tour — University of Kansas,yes,not_documented,-1,4935.83,no,no,site/docs/Planes/following/speaking/20240403_lawrence.mdx
