hex,reg,type,operator,flags,event_days,distinct_cities,states,states_list,top_city,top_city_hits,top_city_share,off_m1,off_0,off_p1,day0_share,control_cities,control_contaminated
a72c50,N561TF,P28A,AIR FLEET HOLDINGS LLC,NONE,4,2,2,AZ|TX,"Dallas,TX",6,0.857,3,2,2,0.286,,no
ac2ab3,N883TR,CL30,CITATION X LEASING LLC,NONE,4,2,2,AZ|TX,"Dallas,TX",7,0.875,2,3,3,0.375,,no
a0ef95,N16CP,C680,WALMART INC,dbflag:LADD,4,2,2,TX|UT,"Dallas,TX",3,0.75,2,1,1,0.25,,no
a1883f,N1980D,G280,JET SPECIALTY INC,dbflag:LADD,4,2,2,OK|TX,"Dallas,TX",3,0.75,2,1,1,0.25,,no
a37e9b,N324QS,C680,NETJETS SALES INC,NONE,4,2,2,CO|TX,"Dallas,TX",5,0.833,2,2,2,0.333,,no
a67f76,N518DD,GLEX,DCS AVIATION LLC,NONE,4,2,2,AZ|TX,"Dallas,TX",5,0.714,2,2,3,0.286,,no
a7fa76,N613FX,,FLEXJET LLC,NONE,4,2,2,TX|VA,"Dallas,TX",3,0.75,2,1,1,0.25,,no
aac6e6,N794AE,EC30,AIR EVAC EMS INC,NONE,4,2,2,OK|TX,"Dallas,TX",4,0.667,2,2,2,0.333,,no
acb989,N919QS,C68A,"TUPELO TRAVEL LLC, BOSCACCI GROUP LLC, BOWLIN JOHN D, JOHNSON KR",NONE,4,2,2,MN|TX,"Dallas,TX",3,0.75,1,2,1,0.5,Syracuse,yes
a8dffc,N671FR,,FRONTIER AIRLINES INC.,NONE,4,2,2,TN|TX,"Dallas,TX",3,0.6,0,2,3,0.4,,no
acb17b,N917JG,PC12,PACIFIC CREST AIR LLC,NONE,3,3,2,AZ|CA,"Davis,CA",1,0.333,2,0,1,0.0,,no
a64d16,N505FX,CL30,,NONE,3,3,3,CA|IL|NJ,"Davis,CA",1,0.333,0,0,3,0.0,Spokane,yes
a9ba31,N726DR,GALX,FORUM AIR LLC,dbflag:LADD,3,3,2,CO|NJ,"Boulder,CO",2,0.5,2,1,1,0.25,,no
adb41e,N982RW,GA6C,BANK OF UTAH TRUSTEE,dbflag:LADD,3,3,2,GA|NJ,"Duluth,GA",2,0.5,2,1,1,0.25,,no
a05f66,N123FT,GLF5,FRANKLIN TEMPLETON TRAVEL INC,dbflag:LADD,3,3,3,CA|CO|NJ,"Woodland Park,CO",2,0.5,3,0,1,0.0,,no
a07f46,N131DU,BCS1,DELTA AIR LINES INC,NONE,3,3,2,CA|NJ,"New Brunswick,NJ",1,0.333,2,0,1,0.0,Spokane,yes
a19ae0,N202QS,CL60,"NETJETS SALES INC, ADAMS ADRIAN, HERSHEY BARRY, TOPFER MORTON L,",NONE,3,3,3,CA|NJ|TX,"New Brunswick,NJ",2,0.5,3,1,0,0.25,,no
a252dd,N249QS,CL60,"J SMALL INVESTMENTS LC, BANK OF AMERICA NA, F9 INVESTMENTS LLC, ",NONE,3,3,3,CA|MN|NJ,"New Brunswick,NJ",2,0.5,3,0,1,0.0,Albuquerque|Spokane,yes
a38d77,N328QS,E55P,"NETJETS SALES INC, PORTER STUART, DONG CORP, ELGINAIR LLC, FLY B",NONE,3,3,3,AZ|NJ|OK,"New Brunswick,NJ",1,0.333,2,1,0,0.333,Des Moines,yes
a39af5,N331QS,E55P,"NETJETS SALES INC, ABATAKA LLC, TJC AVIATION LLC, WILMINGTON TRU",NONE,3,3,3,GA|NJ|TX,"New Brunswick,NJ",1,0.333,2,1,0,0.333,Albuquerque|Spokane,yes
a41f72,N365FX,E55P,"FLEXJET LLC, MCDONALD DEVELOPMENT CO, MCDONALD CONSTRUCTION SERV",NONE,3,3,3,AZ|NJ|TX,"New Brunswick,NJ",1,0.333,2,0,1,0.0,Albuquerque|Chattanooga,yes
a50b0e,N424FX,E545,"FLEXJET LLC, GROUP 1 ASSOCIATES INC, CAFFEY DISTRIBUTING CO, MAN",NONE,3,3,3,AZ|NJ|TX,"New Brunswick,NJ",1,0.333,2,0,1,0.0,,no
a68a5d,N520QS,C68A,"NETJETS SALES INC, HC TRANSPORT HOLDINGS LLC, RAVAGO AMERICAS LL",NONE,3,3,2,AZ|NJ,"Tempe,AZ",2,0.5,2,1,1,0.25,,no
a6ceb8,N538FX,CL30,FLEXJET LLC,NONE,3,3,2,AZ|NJ,"New Brunswick,NJ",2,0.5,2,2,0,0.5,Albuquerque,yes
a6e0c9,N542QS,C68A,"GDJ/JWJ LLC, 4 WINDS INVESTMENTS INC, HIPPOCRATES ADVISORS LLC, ",NONE,3,3,2,NJ|TX,"New Brunswick,NJ",1,0.333,1,0,2,0.0,Albuquerque,yes
a70181,N550XJ,CL30,BANK OF UTAH TRUSTEE,NONE,3,3,2,CA|NJ,"San Francisco,CA",2,0.5,2,2,0,0.5,,no
a904a6,N680QS,C68A,"GROUP FINANCIAL LLC, C-STAR LLC, DUKERTON GROWTH LLC, HPC HOLDIN",NONE,3,3,3,AZ|CO|NJ,"Glendale,AZ",2,0.5,1,2,1,0.5,,no
aa0dfa,N747QS,CL30,"NETJETS SALES INC, HAYFIELD LLC, WILD ROSE LLC, BORTHWICK WILLIA",NONE,3,3,3,CA|NJ|TX,"New Brunswick,NJ",1,0.333,2,1,0,0.333,,no
ac5436,N894AF,PC12,"TANCURA LLC, CGB MANAGMENT LLC, LCB AUTO LLC, GREAT POINT ADVISO",NONE,3,3,3,GA|NJ|PA,"New Brunswick,NJ",1,0.333,2,0,1,0.0,Albuquerque,yes
a12491,N173CN,FA7X,CIGNA HOLDING CO,dbflag:LADD,3,3,3,CO|MN|NJ,"Woodland Park,CO",2,0.5,0,2,2,0.5,,no
a348c4,N310VZ,CL30,KJ CHALLENGER LLC,dbflag:LADD,3,3,2,GA|NJ,"New Brunswick,NJ",1,0.333,1,1,1,0.333,,no
aaab60,N787JS,GLF4,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,dbflag:LADD,3,3,3,NJ|NV|UT,"New Brunswick,NJ",1,0.333,0,1,2,0.333,,no
a02da2,N110QS,GL5T,"NETJETS SALES INC, ZOELLNER VICTORIA ECKERT, D1 CAPITAL EQUIPMEN",NONE,3,3,3,NJ|NV|TX,"New Brunswick,NJ",1,0.333,0,1,2,0.333,Des Moines,yes
a82a3f,N625QS,C68A,"SYNAPTECH INC, BIG ZIGGY LLC, CIT10 LLC, DD66 LLC, BANK OF UTAH ",NONE,3,3,3,CA|NJ|OR,"New Brunswick,NJ",1,0.333,1,2,0,0.667,,no
ab7b38,N839QS,C700,TEXTRON AVIATION INC,NONE,3,3,3,CA|NJ|UT,"Los Angeles,CA",2,0.5,2,2,0,0.5,Albuquerque,yes
ac3bd0,N888CS,GLF4,TVPX ARS INC TRUSTEE,NONE,3,3,3,AZ|CA|NJ,"New Brunswick,NJ",1,0.333,1,1,1,0.333,,no
a49fd2,N3975A,CL30,PCSA 1 LLC,dbflag:LADD,3,3,3,AZ|CA|NJ,"New Brunswick,NJ",1,0.333,0,2,1,0.667,Albuquerque,yes
a110d5,N168QS,GLEX,NETJETS SALES INC,NONE,3,3,3,NJ|NV|WA,"New Brunswick,NJ",1,0.333,1,0,2,0.0,,no
a36efa,N320GV,E55P,GRANDVIEW AVIATION LLC,NONE,3,3,2,GA|NJ,"New Brunswick,NJ",1,0.333,1,1,1,0.333,Des Moines,yes
a3f43c,N354FX,E55P,"SEA HAWK INC, BWXT INVESTMENT CO, JHSXPRESS LLC, YELLOWSTONE CAP",NONE,3,3,3,AZ|MI|NJ,"Phoenix,AZ",2,0.5,1,0,3,0.0,Albuquerque,yes
aad375,N797QS,CL30,"NETJETS SALES, BANK OF UTAH TRUSTEE, TVPX AIRCRAFT SOLUTIONS INC",NONE,3,3,3,CA|NJ|TX,"Denton,TX",2,0.5,1,0,3,0.0,,no
ac1cc2,N88PA,BE20,PAFFORD MEDICAL BILLING SERVICES INC,NONE,3,3,2,OK|TX,"Denton,TX",1,0.333,2,0,1,0.0,Albuquerque,yes
a99d8d,N719AS,CL30,EXECUTIVE AIRSHARE LLC,government_operator_string,3,3,3,AZ|CA|TX,"Fort Worth,TX",1,0.333,2,0,1,0.0,,no
a9536a,N70NJ,LJ45,REGISTRATION PENDING,NONE,3,3,3,AZ|CO|TX,"Fort Worth,TX",1,0.333,3,0,0,0.0,,no
c03140,C-FSQX,C25B,Airsprint Inc.,non_us_registration,3,3,2,AZ|NV,"Tempe,AZ",1,0.333,1,0,2,0.0,Albuquerque|Spokane,yes
a12724,N1733S,C172,CAREER PILOT TRAINING LLC,dbflag:LADD,3,3,2,AZ|TX,"Glendale,AZ",2,0.5,2,1,1,0.25,,no
ab150a,N813FM,C525,KEVIN PARRA AVIATION LLC,NONE,3,3,2,AZ|CA,"Phoenix,AZ",1,0.333,0,1,2,0.333,Albuquerque,yes
a4bcec,N404QS,E55P,"NETJETS SALES INC, NEVADA JET LTD TRUSTEE, BOMATIC LLC, BRANTLEY",NONE,3,3,3,CO|FL|GA,"Boulder,CO",1,0.333,1,0,2,0.0,Albuquerque,yes
a76d90,N578QS,C68A,"NETJETS SALES INC, CANNON CHARLES H JR, CSM INVESTMENT PARTNERSH",NONE,3,3,3,AZ|FL|UT,"Phoenix,AZ",1,0.333,1,0,2,0.0,Albuquerque,yes
a4064d,N359AS,E55P,"EXECUTIVE AIRSHARE LLC, GAVILON GLOBAL AG HOLDINGS LLC, VESS OIL",government_operator_string,3,3,3,CO|GA|TX,"Boulder,CO",2,0.5,3,1,0,0.25,Albuquerque,yes
a15f32,N188JF,BE40,HAWKERBLUE LLC,NONE,3,3,3,AZ|CA|TX,"Phoenix,AZ",1,0.333,0,1,2,0.333,Albuquerque,yes
a9c66a,N729QS,CL30,"MEREDYTH SOUTH LLC, ROZWAT CHARLES A TRUSTEE, ROZWAT CAROLYN H T",NONE,3,3,3,CO|TX|UT,"Woodland Park,CO",2,0.5,1,1,2,0.25,Albuquerque|Des Moines,yes
adc642,N987MK,SF50,KAHOOTS INC,dbflag:LADD,3,3,3,AZ|CA|UT,"San Diego,CA",1,0.333,1,0,2,0.0,Albuquerque,yes
a1c9a0,N214NX,PC12,LIFE FLIGHT NETWORK LLC,NONE,3,3,3,OR|UT|WA,"Seattle,WA",2,0.5,2,2,0,0.5,Spokane,yes
a0856a,N1323K,C172,FLIGHT OPERATIONS AIRCRAFT LLC,dbflag:LADD,3,3,2,AZ|CA,"Tempe,AZ",1,0.333,2,0,1,0.0,,no
a6c35d,N535DT,C25B,DIAMOND AVIATION INC,dbflag:LADD,3,3,3,AZ|CA|TX,"Tempe,AZ",2,0.5,1,1,2,0.25,,no
a7cb14,N601BE,CL60,EXPRESS TRANSPORTATION CORP,dbflag:LADD,3,3,2,AZ|CA,"San Francisco,CA",2,0.5,1,2,1,0.5,Albuquerque,yes
a3e5b6,N350KH,CL30,AMERICAN BUILDERS & CONTRACTORS SUPPLY CO INC,dbflag:LADD,3,3,2,CO|GA,"Boulder,CO",1,0.333,1,0,2,0.0,Albuquerque,yes
a9047f,N680PC,C680,"SOVPMG LLC, 680 AVIATION LLC",NONE,3,3,2,AZ|CA,"San Jose,CA",2,0.5,1,2,1,0.5,,no
a97aee,N71NP,SF50,SAM & SAM3 CONSULTING LLC,NONE,3,3,2,AZ|CA,"Tempe,AZ",1,0.333,2,1,0,0.333,Spokane,yes
ab2824,N818LX,H25B,"M&N EQUIPMENT LLC DBA, M&N AVIATION",NONE,3,3,3,AZ|CA|CO,"Boulder,CO",2,0.5,1,2,1,0.5,Albuquerque,yes
aa8557,N777ZR,GALX,G200 LLC,dbflag:LADD,3,3,3,AZ|CA|TX,"Tempe,AZ",1,0.333,1,1,1,0.333,,no
aa0a43,N746QS,CL30,"NETJETS SALES INC, 1872 TRAVEL SERVICES LLC, ABBYAIR LLC, SHERMA",NONE,3,3,2,AZ|CA,"Tempe,AZ",1,0.333,0,0,3,0.0,,no
aa4dd2,N763MT,CL30,PACIFIC CHALLENGER AIRCRAFT SERVICES LLC,dbflag:LADD,3,3,2,AZ|CO,"Tempe,AZ",1,0.333,0,1,2,0.333,,no
ac6f4f,N900BK,F900,RCK AVIATION LLC,NONE,3,3,2,AZ|CA,"Tempe,AZ",1,0.333,2,0,1,0.0,Albuquerque,yes
a646f9,N503VJ,GL5T,BANK OF UTAH TRUSTEE,dbflag:LADD,3,3,2,AZ|CA,"San Jose,CA",2,0.5,2,1,1,0.25,,no
a26b80,N255QS,CL60,"AIR BON JOVI INC, ALQUILER DE AVIONES LLC, FORNES DONALD, DUDLEY",NONE,3,3,2,CA|GA,"San Jose,CA",1,0.333,2,0,1,0.0,,no
a27614,N258JX,E135,DELUX PUBLIC CHARTER LLC,NONE,3,3,2,CA|NV,"San Jose,CA",3,0.6,2,1,2,0.2,,no
a4eeb4,N417FX,E545,FLEXJET LLC,NONE,3,3,3,CA|FL|TX,"San Jose,CA",1,0.333,2,0,1,0.0,Chattanooga,yes
a53720,N435QS,GLF4,NJI SALES INC,NONE,3,3,2,CA|GA,"San Jose,CA",1,0.333,1,1,1,0.333,,no
a5aa00,N464RT,P46T,THEKKATH CHANDRAMOHAN,NONE,3,3,2,CA|UT,"San Jose,CA",1,0.333,1,1,1,0.333,,no
a6076c,N488MH,F900,SMYRNA READY MIX CONCRETE LLC,dbflag:LADD,3,3,3,CA|DC|FL,"San Jose,CA",1,0.333,2,0,1,0.0,,no
a69b9a,N525B,C25B,"525 AVIATION LLC, PANTECHNICON AVIATION LTD, GLENBROOK CAPITAL M",NONE,3,3,2,AZ|CA,"San Jose,CA",3,0.6,3,1,1,0.2,Spokane,yes
a6ddb9,N541XJ,CL30,BANK OF UTAH TRUSTEE,NONE,3,3,2,CA|UT,"San Jose,CA",1,0.333,1,0,2,0.0,Albuquerque,yes
ab2fb5,N82NG,PC12,VCPC12 LLC,NONE,3,3,2,CA|UT,"San Jose,CA",2,0.5,1,1,2,0.25,,no
acaaad,N915QS,C68A,"CLRP PROPERTY I LLC, CNCM LLC, WATSON DAVID, WATSON MICHELE, GAL",NONE,3,3,3,CA|GA|TX,"San Jose,CA",2,0.5,2,0,2,0.0,Spokane,yes
add3c2,N990MM,FA50,FALCON 105 LLC,NONE,3,3,2,CA|GA,"Duluth,GA",2,0.5,1,1,2,0.25,,no
ae1258,166376,GLF5,,dbflag:military|non_us_registration,3,3,2,CA|GA,"San Jose,CA",2,0.4,1,2,2,0.4,,no
a0cf78,N151SB,C750,VANDELAY AMERICA LLC,dbflag:LADD,3,3,3,AZ|CA|FL,"Tampa,FL",2,0.5,0,2,2,0.5,Spokane,yes
a65f3c,N51BN,GLF5,FAVA HOLDINGS LLC,NONE,3,3,2,CA|MN,"Minneapolis,MN",2,0.5,0,2,2,0.5,,no
a3ed1c,N352K,LJ45,KIEWIT ENGINEERING GROUP INC,NONE,3,3,3,CA|CO|NV,"Boulder,CO",2,0.5,3,0,1,0.0,Albuquerque,yes
