side,registry,tail,date,airport,airport_name,airport_city,median_km_from_field,ground_points,ground_segments,first_seen_utc,last_seen_utc,event_city,event_state,event_date,event_offset_days,event_who,event_title,charlie_sourced_present,erika_sourced_present,miles_to_event_city,archives_holding,archives_agreeing,ledger_verdict,adsb_lol_403_band,visit_only_in_non_adsblol_archive,adsb_lol_held_the_day,needed_wayback_or_github_backup,event_page
kirk,United States,N582MM,2025-03-03,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,0.28,3,1,2025-03-03T18:28:48.180000Z,2025-03-03T18:28:50.150000Z,Los Angeles,CA,2025-03-03,0,Charlie,American Comeback Tour — USC,yes,not_documented,7.87,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250303_los_angeles.mdx
kirk,United States,N872RA,2025-03-03,KVNY,Van Nuys Airport,Van Nuys,0.33,144,2,2025-03-03T16:57:57.590000Z,2025-03-03T18:42:15.020000Z,Los Angeles,CA,2025-03-03,0,Charlie,American Comeback Tour — USC,yes,not_documented,13.75,airplanes-live,1,BOTH_HAVE_IT,no,yes,yes,no,site/docs/Planes/following/speaking/20250303_los_angeles.mdx
kirk,United States,N582MM,2025-03-04,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,0.35,1,1,2025-03-04T01:00:42.590000Z,2025-03-04T01:00:42.590000Z,Los Angeles,CA,2025-03-03,-1,Charlie,American Comeback Tour — USC,yes,not_documented,8.07,airplanes-live,1,BOTH_HAVE_IT,no,yes,yes,no,site/docs/Planes/following/speaking/20250303_los_angeles.mdx
kirk,United States,N582MM,2025-03-13,KTYS,McGhee Tyson Airport,Knoxville/Maryville,0.49,1,1,2025-03-13T15:40:55.130000Z,2025-03-13T15:40:55.130000Z,Knoxville,TN,2025-03-13,0,Charlie,American Comeback Tour — University of Tennessee,yes,not_documented,11.62,airplanes-live,1,BOTH_HAVE_IT,no,yes,yes,no,site/docs/Planes/following/speaking/20250313_knoxville.mdx
kirk,United States,N582MM,2025-03-18,KLZU,Gwinnett County Briscoe Field,Lawrenceville,0.74,68,1,2025-03-18T02:56:06.500000Z,2025-03-18T03:00:17.720000Z,Gainesville,GA,2025-03-18,0,Charlie,Faith Forward Pastors Summit — Free Chapel,yes,not_documented,23.15,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250318_gainesville.mdx
kirk,United States,N582MM,2025-03-19,KLZU,Gwinnett County Briscoe Field,Lawrenceville,0.76,86,1,2025-03-19T00:16:46.810000Z,2025-03-19T00:22:40.330000Z,Gainesville,GA,2025-03-18,-1,Charlie,Faith Forward Pastors Summit — Free Chapel,yes,not_documented,22.51,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250318_gainesville.mdx
kirk,United States,N872RA,2025-04-30,KCRQ,McClellan-Palomar Airport,Carlsbad,0.24,22,2,2025-04-30T17:07:46.610000Z,2025-04-30T18:55:05.560000Z,San Diego,CA,2025-05-01,1,Charlie,American Comeback Tour — UC San Diego,yes,not_documented,23.2,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250501_san_diego.mdx
kirk,United States,N40JD,2025-05-01,KSAN,San Diego International Airport,San Diego,0.94,103,1,2025-05-01T18:16:20.320000Z,2025-05-01T19:00:04.930000Z,San Diego,CA,2025-05-01,0,Charlie,American Comeback Tour — UC San Diego,yes,not_documented,6.25,adsb-lol|adsbexchange-samples|airplanes-live,3,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250501_san_diego.mdx
kirk,United States,N582MM,2025-05-01,KSAN,San Diego International Airport,San Diego,0.39,172,1,2025-05-01T20:54:13.360000Z,2025-05-01T22:55:22.100000Z,San Diego,CA,2025-05-01,0,Charlie,American Comeback Tour — UC San Diego,yes,not_documented,6.4,adsb-lol|adsbexchange-samples|airplanes-live,3,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250501_san_diego.mdx
kirk,United States,N872RA,2025-05-01,KSAN,San Diego International Airport,San Diego,0.28,362,3,2025-05-01T14:53:53.140000Z,2025-05-01T17:13:18.090000Z,San Diego,CA,2025-05-01,0,Charlie,American Comeback Tour — UC San Diego,yes,not_documented,6.37,adsb-lol|adsbexchange-samples|airplanes-live,3,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250501_san_diego.mdx
kirk,United States,N582MM,2025-05-06,KSFO,San Francisco International Airport,San Francisco,0.14,205,3,2025-05-06T18:37:09.160000Z,2025-05-06T22:20:18.860000Z,San Francisco,CA,2025-05-06,0,Charlie,American Comeback Tour — San Francisco State University,yes,not_documented,36.74,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250506_san_francisco.mdx
kirk,United States,N582MM,2025-06-13,KDAL,Dallas Love Field,Dallas,1.19,40,1,2025-06-13T18:38:21.450000Z,2025-06-13T19:42:51.300000Z,Grapevine,TX,2025-06-13,0,Both,Young Women's Leadership Summit 2025 (10th anniversary),yes,yes,13.9,adsb-lol,1,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250613_grapevine.mdx
kirk,United States,N582MM,2025-06-15,KDFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,1.38,43,1,2025-06-15T00:01:37.940000Z,2025-06-15T00:12:56.900000Z,Grapevine,TX,2025-06-14,-1,Both,Young Women's Leadership Summit 2025 (10th anniversary),yes,yes,2.72,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250613_grapevine.mdx
kirk,United States,N582MM,2025-07-13,KTPA,Tampa International Airport,Tampa,0.73,61,2,2025-07-13T02:20:05.220000Z,2025-07-13T19:30:01.670000Z,Tampa,FL,2025-07-12,-1,Charlie,Turning Point Academy Educators' Summit 2025,yes,not_documented,2.99,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250710_tampa.mdx
kirk,United States,N582MM,2025-08-07,KTOA,Zamperini Field,Torrance,0.23,3,1,2025-08-07T22:29:33.690000Z,2025-08-07T22:29:36.060000Z,Rancho Palos Verdes,CA,2025-08-06,-1,Charlie,Faith Forward Pastors Summit — Terranea Resort,yes,not_documented,4.89,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250806_rancho_palos_verdes.mdx
kirk,United States,N582MM,2025-08-09,KLGB,Long Beach International Airport,Long Beach,0.41,57,2,2025-08-09T04:14:59.780000Z,2025-08-09T14:19:28.420000Z,Rancho Palos Verdes,CA,2025-08-08,-1,Charlie,Faith Forward Pastors Summit — Terranea Resort,yes,not_documented,13.59,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250806_rancho_palos_verdes.mdx
following,Egypt,SU-BND,2025-09-09,KPVU,Provo Municipal Airport,Provo,1.29,131,1,2025-09-09T20:03:30.660000Z,2025-09-09T20:38:55.450000Z,Orem,UT,2025-09-10,1,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,4.94,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N102DZ,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.36,133,1,2025-09-10T21:30:43.920000Z,2025-09-10T22:10:12.880000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.39,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N102DZ,2025-09-10,KSLC,Salt Lake City International Airport,Salt Lake City,1.86,39,1,2025-09-10T18:58:40.050000Z,2025-09-10T19:00:38.620000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,37.08,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N40JD,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.31,223,1,2025-09-10T20:29:15.120000Z,2025-09-10T21:12:22.320000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.45,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N560TW,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.42,125,1,2025-09-10T16:07:13.470000Z,2025-09-10T16:27:01.420000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.36,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
n1098l,United States,N59906,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.24,19,2,2025-09-10T15:08:45.010000Z,2025-09-10T18:08:35.070000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.52,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N872RA,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.11,173,1,2025-09-10T22:36:10.620000Z,2025-09-10T23:16:03.720000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.54,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N888KG,2025-09-10,KPVU,Provo Municipal Airport,Provo,0.98,190,2,2025-09-10T19:06:07.720000Z,2025-09-10T21:07:54.060000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.12,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
following,Egypt,SU-BND,2025-09-10,KPVU,Provo Municipal Airport,Provo,1.29,256,2,2025-09-10T16:05:35.770000Z,2025-09-10T20:29:38.710000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,4.94,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
following,Egypt,SU-BTT,2025-09-10,KPVU,Provo Municipal Airport,Provo,1.36,58,1,2025-09-10T13:07:53.660000Z,2025-09-10T13:13:16.090000Z,Orem,UT,2025-09-10,0,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,4.96,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N102DZ,2025-09-11,KPVU,Provo Municipal Airport,Provo,0.27,147,2,2025-09-11T01:31:56.670000Z,2025-09-11T16:03:20.640000Z,Orem,UT,2025-09-10,-1,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.66,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N582MM,2025-09-11,KPVU,Provo Municipal Airport,Provo,0.39,146,2,2025-09-11T00:57:14.480000Z,2025-09-11T14:19:56.970000Z,Orem,UT,2025-09-10,-1,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,5.76,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N872RA,2025-09-11,KSLC,Salt Lake City International Airport,Salt Lake City,1.85,11,1,2025-09-11T22:51:11.770000Z,2025-09-11T22:53:17.650000Z,Orem,UT,2025-09-10,-1,Charlie,The American Comeback Tour — UVU (first stop of the fall tour),yes,not_documented,37.22,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250910_orem.mdx
kirk,United States,N582MM,2025-09-19,KBJC,Rocky Mountain Metropolitan Airport,Denver,0.51,281,2,2025-09-19T00:16:30.940000Z,2025-09-19T16:11:28.650000Z,Fort Collins,CO,2025-09-18,-1,Charlie,"American Comeback Tour — Colorado State University (scheduled, not held by Charlie)",no_scheduled_not_held,unknown,44.35,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250918_fort_collins.mdx
kirk,United States,N102DZ,2025-09-20,KSDL,Scottsdale Airport,Scottsdale,0.11,138,1,2025-09-20T00:00:47.700000Z,2025-09-20T00:05:30.500000Z,Glendale,AZ,2025-09-21,1,Erika,Charlie Kirk stadium memorial,no_deceased,yes,17.14,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
kirk,United States,N40JD,2025-09-20,KSDL,Scottsdale Airport,Scottsdale,0.67,84,1,2025-09-20T13:25:12.640000Z,2025-09-20T13:37:38.740000Z,Glendale,AZ,2025-09-21,1,Erika,Charlie Kirk stadium memorial,no_deceased,yes,16.85,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
kirk,United States,N560TW,2025-09-21,KSDL,Scottsdale Airport,Scottsdale,0.19,68,1,2025-09-21T19:17:15.600000Z,2025-09-21T19:19:45.220000Z,Glendale,AZ,2025-09-21,0,Erika,Charlie Kirk stadium memorial,no_deceased,yes,17.14,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
kirk,United States,N102DZ,2025-09-22,KSDL,Scottsdale Airport,Scottsdale,1.17,48,1,2025-09-22T16:59:04.620000Z,2025-09-22T17:06:29.340000Z,Glendale,AZ,2025-09-21,-1,Erika,Charlie Kirk stadium memorial,no_deceased,yes,16.56,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
kirk,United States,N40JD,2025-09-22,KSDL,Scottsdale Airport,Scottsdale,0.17,68,1,2025-09-22T01:33:09.210000Z,2025-09-22T01:35:19.970000Z,Glendale,AZ,2025-09-21,-1,Erika,Charlie Kirk stadium memorial,no_deceased,yes,17.31,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
kirk,United States,N560TW,2025-09-22,KSDL,Scottsdale Airport,Scottsdale,0.72,152,2,2025-09-22T17:00:29.230000Z,2025-09-22T20:00:59.810000Z,Glendale,AZ,2025-09-21,-1,Erika,Charlie Kirk stadium memorial,no_deceased,yes,16.84,adsb-lol|airplanes-live,2,BOTH_HAVE_IT,no,no,yes,no,site/docs/Planes/following/speaking/20250921_glendale.mdx
