tail,date,verdict,archives_held,archives_asked_none,unresolved_by_our_tooling,adsb_lol_hole,adsb_lol_403_band,is_control,trace_points,first_seen_utc,last_seen_utc,bytes,stored_file,source_url,retrieved_utc
N40JD,2025-10-17,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol|adsblol-github-backup,,403_band,yes,no,,,,345878,N40JD/data/recovered/N40JD_2025-10-17_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/17/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:16Z
N40JD,2025-10-18,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,403_band,yes,no,,,,157251,N40JD/data/recovered/N40JD_2025-10-18_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/18/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:18Z
N40JD,2025-10-19,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,403_band,yes,no,,,,345783,N40JD/data/recovered/N40JD_2025-10-19_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/19/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:21Z
N40JD,2025-10-20,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol|adsblol-github-backup,,403_band,yes,no,,,,258466,N40JD/data/recovered/N40JD_2025-10-20_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/20/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:23Z
N40JD,2025-10-21,NEITHER_HAS_IT,,adsb-lol|airplanes-live,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,403_band,yes,no,,,,,,,
N40JD,2025-10-22,NEITHER_HAS_IT,,adsb-lol|airplanes-live,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,403_band,yes,no,,,,,,,
N40JD,2025-10-23,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,403_band,yes,no,,,,559177,N40JD/data/recovered/N40JD_2025-10-23_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/23/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:29Z
N40JD,2025-10-25,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,403_band,yes,no,,,,216911,N40JD/data/recovered/N40JD_2025-10-25_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/25/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:31Z
N40JD,2025-10-26,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol|adsblol-github-backup,,403_band,yes,no,,,,173217,N40JD/data/recovered/N40JD_2025-10-26_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/26/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:33Z
N40JD,2025-10-27,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol|adsblol-github-backup,,403_band,yes,no,,,,479165,N40JD/data/recovered/N40JD_2025-10-27_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/27/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:35Z
N40JD,2025-10-28,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,403_band,yes,no,,,,,,,
N40JD,2025-10-29,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol|adsblol-github-backup,,403_band,yes,no,,,,309371,N40JD/data/recovered/N40JD_2025-10-29_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2025/10/29/traces/14/trace_full_a4ab14.json,2026-08-24T22:28:39Z
N40JD,2025-10-30,NEITHER_HAS_IT,,adsb-lol|airplanes-live,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,403_band,yes,no,,,,,,,
N40JD,2025-10-31,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,403_band,yes,no,,,,,,,
N40JD,2025-12-01,HELD_BY_ADSBEXCHANGE-SAMPLES,adsbexchange-samples,,,403_band,yes,no,2725,2025-12-01T00:00:37.220Z,2025-12-01T22:00:28.340Z,462242,N40JD/data/recovered/N40JD_2025-12-01_adsbexchange-samples_trace_full.json,https://samples.adsbexchange.com/traces/2025/12/01/14/trace_full_a4ab14.json,2026-08-24T16:33:32.437Z
N40JD,2026-02-01,HELD_BY_ADSBEXCHANGE-SAMPLES,adsbexchange-samples,,,404_band,yes,no,1769,2026-02-01T12:33:02.790Z,2026-02-01T21:01:25.370Z,304372,N40JD/data/recovered/N40JD_2026-02-01_adsbexchange-samples_trace_full.json,https://samples.adsbexchange.com/traces/2026/02/01/14/trace_full_a4ab14.json,2026-08-24T16:33:32.437Z
N40JD,2026-04-01,HELD_BY_ADSBEXCHANGE-SAMPLES,adsbexchange-samples,,,404_band,yes,no,21,2026-04-01T23:04:33.630Z,2026-04-01T23:23:01.700Z,3478,N40JD/data/recovered/N40JD_2026-04-01_adsbexchange-samples_trace_full.json,https://samples.adsbexchange.com/traces/2026/04/01/14/trace_full_a4ab14.json,2026-08-24T16:33:32.437Z
N55906,2023-03-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-21,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-03-27,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-01,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-02,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-03,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-04-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-08,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-11,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-06-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-11,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-07-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-08-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-08-25,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-08-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-27,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-09-28,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-01,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-02,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-03,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-11,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-19,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-25,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-10-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-11-08,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-11-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-11-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-12-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-12-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-12-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2023-12-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-01-30,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-01-31,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-02-01,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-02-02,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-02-03,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-02-04,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-02-05,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-05,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-06,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-07,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-08,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-18,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-21,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-03-27,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-02,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-03,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-04,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-08,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-04-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-06,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-07,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-05-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-06,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-07,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-06-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-25,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-26,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-27,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-07-29,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-02,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-03,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-04,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-05,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-06,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-09,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-11,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-13,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-29,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-09-30,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-01,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-10,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-11,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-12,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-14,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-15,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-16,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-17,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-21,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-24,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-25,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-27,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-30,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-10-31,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-11-01,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-12-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-12-21,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-12-22,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2024-12-23,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2025-01-19,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
N55906,2025-01-20,UNRESOLVED_OUR_TOOLING,,,adsblol-github-backup:NOT_SURFACED_BY_SWEEP,no,no,no,,,,,,,
