tail,date,verdict,archives_held,archives_asked_none,unresolved_by_our_tooling,adsb_lol_hole,adsb_lol_403_band,is_control,trace_points,first_seen_utc,last_seen_utc,bytes,stored_file,source_url,retrieved_utc
CONTROL-LUFTHANSA,2022-01-02,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-02-17,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-04-02,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-04-14,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-05-17,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-06-01,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-07-05,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-07-25,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-08-14,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-09-19,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-04,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-05,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-06,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-10,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-18,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-19,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-20,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-21,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-26,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-10-31,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-01,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-02,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-12,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-13,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-14,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-16,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-17,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-18,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-24,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-25,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-11-26,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-04,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-05,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-06,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-16,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-19,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-20,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-21,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-26,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-27,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2022-12-28,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-11,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-12,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-13,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-14,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-15,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-01-16,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-02-07,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,no,no,yes,,,,507604,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-07_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/07/traces/44/trace_full_3c6444.json,2026-08-24T22:34:48Z
CONTROL-LUFTHANSA,2023-02-09,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,no,no,yes,,,,702418,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-09_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/09/traces/44/trace_full_3c6444.json,2026-08-26T18:10:58Z
CONTROL-LUFTHANSA,2023-02-10,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,no,no,yes,,,,668882,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-10_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/10/traces/44/trace_full_3c6444.json,2026-08-26T18:11:00Z
CONTROL-LUFTHANSA,2023-02-11,ONLY_ON_AIRPLANES_LIVE,airplanes-live,adsb-lol,,no,no,yes,,,,289792,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-11_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/11/traces/44/trace_full_3c6444.json,2026-08-26T18:11:02Z
CONTROL-LUFTHANSA,2023-02-24,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,468239,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-24_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/02/24/traces/44/trace_full_3c6444.json,2026-08-26T18:11:06Z
CONTROL-LUFTHANSA,2023-02-25,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,254508,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-25_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/25/traces/44/trace_full_3c6444.json,2026-08-26T18:11:08Z
CONTROL-LUFTHANSA,2023-02-26,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,276088,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-02-26_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/02/26/traces/44/trace_full_3c6444.json,2026-08-26T18:11:11Z
CONTROL-LUFTHANSA,2023-03-03,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,574912,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-03_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/03/03/traces/44/trace_full_3c6444.json,2026-08-24T22:34:52Z
CONTROL-LUFTHANSA,2023-03-13,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,405577,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-13_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/13/traces/44/trace_full_3c6444.json,2026-08-24T22:34:54Z
CONTROL-LUFTHANSA,2023-03-14,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,316348,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-14_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/14/traces/44/trace_full_3c6444.json,2026-08-26T18:11:14Z
CONTROL-LUFTHANSA,2023-03-15,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,645605,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-15_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/15/traces/44/trace_full_3c6444.json,2026-08-26T18:11:17Z
CONTROL-LUFTHANSA,2023-03-16,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,486631,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-16_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/16/traces/44/trace_full_3c6444.json,2026-08-26T18:11:20Z
CONTROL-LUFTHANSA,2023-03-23,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,512382,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-23_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/23/traces/44/trace_full_3c6444.json,2026-08-24T22:34:57Z
CONTROL-LUFTHANSA,2023-03-26,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-03-27,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-03-28,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,424165,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-28_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/03/28/traces/44/trace_full_3c6444.json,2026-08-26T18:11:26Z
CONTROL-LUFTHANSA,2023-03-31,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,97366,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-03-31_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/03/31/traces/44/trace_full_3c6444.json,2026-08-26T18:11:31Z
CONTROL-LUFTHANSA,2023-04-01,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,460548,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-01_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/01/traces/44/trace_full_3c6444.json,2026-08-24T22:35:00Z
CONTROL-LUFTHANSA,2023-04-02,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,436717,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-02_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/02/traces/44/trace_full_3c6444.json,2026-08-26T18:11:32Z
CONTROL-LUFTHANSA,2023-04-03,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,62601,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-03_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/03/traces/44/trace_full_3c6444.json,2026-08-26T18:11:36Z
CONTROL-LUFTHANSA,2023-04-05,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,238993,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-05_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/05/traces/44/trace_full_3c6444.json,2026-08-26T18:11:39Z
CONTROL-LUFTHANSA,2023-04-06,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,313103,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-06_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/06/traces/44/trace_full_3c6444.json,2026-08-26T18:11:42Z
CONTROL-LUFTHANSA,2023-04-07,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,428377,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-07_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/07/traces/44/trace_full_3c6444.json,2026-08-26T18:11:43Z
CONTROL-LUFTHANSA,2023-04-13,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,554181,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-13_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/13/traces/44/trace_full_3c6444.json,2026-08-26T18:11:46Z
CONTROL-LUFTHANSA,2023-04-14,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,369199,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-14_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/14/traces/44/trace_full_3c6444.json,2026-08-26T18:11:51Z
CONTROL-LUFTHANSA,2023-04-15,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,438185,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-15_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/15/traces/44/trace_full_3c6444.json,2026-08-26T18:11:52Z
CONTROL-LUFTHANSA,2023-04-19,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,424332,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-19_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/19/traces/44/trace_full_3c6444.json,2026-08-26T18:11:57Z
CONTROL-LUFTHANSA,2023-04-20,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,314487,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-20_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/20/traces/44/trace_full_3c6444.json,2026-08-26T18:12:00Z
CONTROL-LUFTHANSA,2023-04-21,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,404346,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-21_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/21/traces/44/trace_full_3c6444.json,2026-08-26T18:12:01Z
CONTROL-LUFTHANSA,2023-04-22,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,196418,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-22_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/22/traces/44/trace_full_3c6444.json,2026-08-26T18:12:04Z
CONTROL-LUFTHANSA,2023-04-23,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,338049,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-23_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/23/traces/44/trace_full_3c6444.json,2026-08-26T18:12:07Z
CONTROL-LUFTHANSA,2023-04-24,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,498100,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-24_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/24/traces/44/trace_full_3c6444.json,2026-08-26T18:12:09Z
CONTROL-LUFTHANSA,2023-04-25,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,450420,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-25_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/04/25/traces/44/trace_full_3c6444.json,2026-08-24T22:35:05Z
CONTROL-LUFTHANSA,2023-04-26,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,239550,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-04-26_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/04/26/traces/44/trace_full_3c6444.json,2026-08-26T18:12:12Z
CONTROL-LUFTHANSA,2023-05-02,NEITHER_HAS_IT,,adsb-lol|airplanes-live,,no,no,yes,,,,,,,
CONTROL-LUFTHANSA,2023-05-03,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,250019,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-03_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/05/03/traces/44/trace_full_3c6444.json,2026-08-26T18:12:17Z
CONTROL-LUFTHANSA,2023-05-04,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,445101,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-04_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/05/04/traces/44/trace_full_3c6444.json,2026-08-26T18:12:19Z
CONTROL-LUFTHANSA,2023-05-06,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,494572,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-06_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/05/06/traces/44/trace_full_3c6444.json,2026-08-24T22:35:06Z
CONTROL-LUFTHANSA,2023-05-08,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,324269,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-08_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/08/traces/44/trace_full_3c6444.json,2026-08-26T18:12:24Z
CONTROL-LUFTHANSA,2023-05-09,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,408652,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-09_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/05/09/traces/44/trace_full_3c6444.json,2026-08-26T18:12:25Z
CONTROL-LUFTHANSA,2023-05-10,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,432535,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-10_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/10/traces/44/trace_full_3c6444.json,2026-08-26T18:12:30Z
CONTROL-LUFTHANSA,2023-05-11,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,393775,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-11_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/11/traces/44/trace_full_3c6444.json,2026-08-26T18:12:33Z
CONTROL-LUFTHANSA,2023-05-12,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,287590,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-12_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/12/traces/44/trace_full_3c6444.json,2026-08-26T18:12:36Z
CONTROL-LUFTHANSA,2023-05-13,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,394271,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-13_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/13/traces/44/trace_full_3c6444.json,2026-08-26T18:12:39Z
CONTROL-LUFTHANSA,2023-05-14,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,204198,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-14_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/05/14/traces/44/trace_full_3c6444.json,2026-08-24T22:35:09Z
CONTROL-LUFTHANSA,2023-05-22,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,394003,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-22_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/22/traces/44/trace_full_3c6444.json,2026-08-24T22:35:13Z
CONTROL-LUFTHANSA,2023-05-30,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,365442,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-05-30_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/05/30/traces/44/trace_full_3c6444.json,2026-08-24T22:35:16Z
CONTROL-LUFTHANSA,2023-06-07,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,333629,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-07_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/06/07/traces/44/trace_full_3c6444.json,2026-08-26T18:12:40Z
CONTROL-LUFTHANSA,2023-06-08,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,451112,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-08_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/06/08/traces/44/trace_full_3c6444.json,2026-08-26T18:12:43Z
CONTROL-LUFTHANSA,2023-06-09,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,292216,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-09_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/09/traces/44/trace_full_3c6444.json,2026-08-26T18:12:47Z
CONTROL-LUFTHANSA,2023-06-11,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,332195,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-11_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/11/traces/44/trace_full_3c6444.json,2026-08-24T22:35:19Z
CONTROL-LUFTHANSA,2023-06-12,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,312280,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-12_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/12/traces/44/trace_full_3c6444.json,2026-08-26T18:12:50Z
CONTROL-LUFTHANSA,2023-06-13,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,443170,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-13_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/13/traces/44/trace_full_3c6444.json,2026-08-26T18:12:53Z
CONTROL-LUFTHANSA,2023-06-20,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,588290,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-20_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/20/traces/44/trace_full_3c6444.json,2026-08-24T22:35:22Z
CONTROL-LUFTHANSA,2023-06-24,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,345432,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-24_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/06/24/traces/44/trace_full_3c6444.json,2026-08-26T18:12:55Z
CONTROL-LUFTHANSA,2023-06-25,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,245552,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-25_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/25/traces/44/trace_full_3c6444.json,2026-08-26T18:12:59Z
CONTROL-LUFTHANSA,2023-06-26,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,211827,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-06-26_adsb-lol_trace_full.json.gz,https://adsb.lol/globe_history/2023/06/26/traces/44/trace_full_3c6444.json,2026-08-26T18:13:02Z
CONTROL-LUFTHANSA,2023-07-16,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,428956,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-07-16_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/07/16/traces/44/trace_full_3c6444.json,2026-08-24T22:35:24Z
CONTROL-LUFTHANSA,2023-07-24,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,545176,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-07-24_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/07/24/traces/44/trace_full_3c6444.json,2026-08-26T18:13:04Z
CONTROL-LUFTHANSA,2023-07-25,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,174142,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-07-25_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/07/25/traces/44/trace_full_3c6444.json,2026-08-26T18:13:06Z
CONTROL-LUFTHANSA,2023-07-26,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,387781,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-07-26_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/07/26/traces/44/trace_full_3c6444.json,2026-08-26T18:13:09Z
CONTROL-LUFTHANSA,2023-08-24,BOTH_HAVE_IT,adsb-lol|airplanes-live,,,no,no,yes,,,,479531,CONTROL-LUFTHANSA/data/recovered/CONTROL-LUFTHANSA_2023-08-24_airplanes-live_trace_full.json.gz,https://globe.airplanes.live/globe_history/2023/08/24/traces/44/trace_full_3c6444.json,2026-08-26T18:13:12Z
